法人番号,申請者1,申請者2,,申請-住所1,申請-住所2,申請-住所3,申請-住所4,申請-マンション名,申請-電話番号1,,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,,許可年月日,許可期間開始日,許可期間終了日,その他,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人番号（申請・届出者）,氏名（法人の場合は法人名）（申請・届出者）,法人の代表者の氏名（申請・届出者）,郵便番号（申請・届出者）,都道府県（申請・届出者）,市区町村（申請・届出者）,町域（申請・届出者）,番地等（申請・届出者）,マンション名等（申請・届出者）,電話番号（申請・届出者）,ファクシミリ番号（申請・届出者）,営業施設名称、屋号又は商号,郵便番号（営業施設）,都道府県（営業施設）,市区町村（営業施設）,町域（営業施設）,番地等（営業施設）,マンション名等（営業施設）,電話番号（営業施設）,営業の種類,廃業年月日,許可年月日,許可開始日,許可満了日,許可条件,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
3300002008586,有限会社　山下精肉店,山下輝子,8440018,佐賀県,西松浦郡有田町,本町丙,９９９－４,,0955-43-2944,,有限会社　山下精肉店,8440018,佐賀県,西松浦郡有田町,本町丙,９９９－４,,0955-43-2944,③ 食肉販売業,,2021/11/30,2021/12/1,2027/11/30,　,,411,有限会社　山下精肉店,0955,0955-43-2944,,,,佐賀県　西松浦郡有田町　本町丙　９９９－４,佐賀県西松浦郡有田町本町丙９９９－４,,205664,41,41401,本町丙,,,2021/11/30,2021/12/01,2027/11/30,有限会社　山下精肉店,山下輝子,0955-43-2944,佐賀県　西松浦郡有田町　本町丙　９９９－４,佐賀県西松浦郡有田町本町丙９９９－４,,205664,佐賀県,西松浦郡有田町,本町丙,,,食肉販売業,,　,3300002008586,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,I,58,583,,有限会社山下精肉店0955-43-294420566441401,b1745b12-8659-414b-bfc9-879d044a9658,有限会社山下精肉店205664,3df33c6d-0938-4b41-ae4b-cd74e88d713f,ddffb923-8625-4016-96dc-5c26867c63e0,2021/11/30,有限会社山下精肉店,有限会社山下精肉店,有限会社山下精肉店
4300002008544,有限会社渕上陶磁器,渕ノ上繁,8440018,佐賀県,西松浦郡有田町,本町丙,１０９２,,0955-42-2575,,ILHA/CAFE,8440018,佐賀県,西松浦郡有田町,本町丙,１０９２,,080-4281-0168,① 飲食店営業,,2021/11/30,2021/12/1,2027/11/30,　,,411,ILHA/CAFE,0955,080-4281-0168,,,,佐賀県　西松浦郡有田町　本町丙　１０９２,佐賀県西松浦郡有田町本町丙１０９２,,205664,41,41401,本町丙,,,2021/11/30,2021/12/01,2027/11/30,有限会社渕上陶磁器,渕ノ上繁,0955-42-2575,佐賀県　西松浦郡有田町　本町丙　１０９２,佐賀県西松浦郡有田町本町丙１０９２,,205664,佐賀県,西松浦郡有田町,本町丙,,,飲食店営業,,　,4300002008544,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＩＬＨＡＣＡＦＥ080-4281-016820566441401,9a9446ff-cbae-4571-b572-34043540c431,有限会社渕上陶磁器205664,d5846b16-815a-4803-ad17-837b73558de0,35e59e12-b1b0-464a-92db-18188633786a,2021/11/30,ＩＬＨＡ／ＣＡＦＥ,ＩＬＨＡＣＡＦＥ,有限会社渕上陶磁器
1300001007054,アンジェルクス株式会社,千住英正,8400027,佐賀県,佐賀市,本庄町本庄,１０,,0952-97-8477,0952-22-1923,マハトマ,8400826,佐賀県,佐賀市,白山２丁目,５－９　,,,① 飲食店営業,,2022/1/27,2022/1/27,2028/2/29,　,,408,マハトマ,0952,,,,,佐賀県　佐賀市　白山２丁目　５－９　,佐賀県佐賀市白山２丁目５－９,,204724,41,41201,白山２,,,2022/01/27,2022/01/27,2028/02/29,アンジェルクス株式会社,千住英正,0952-97-8477,佐賀県　佐賀市　本庄町本庄　１０,佐賀県佐賀市本庄町本庄１０,,204785,佐賀県,佐賀市,本庄町本庄,,,飲食店営業,,　,1300001007054,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,マハトマ20472441201,39b207cb-4330-4384-9dce-90a52c2e72cd,アンジェルクス株式会社204785,75f1020f-2d66-45f9-8790-881d1370b839,06113df3-4cf7-49ec-aa5f-46ff40d2230b,2022/01/27,マハトマ,マハトマ,アンジェルクス株式会社
7300005000256,佐賀大学生活協同組合,松尾陽好,8400027,佐賀県,佐賀市,本庄町本庄,１番地,,095-226-2938,,佐賀大学生活協同組合　医学部食堂,8490937,佐賀県,佐賀市,鍋島,5丁目1-1,,0952-37-5343,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,佐賀大学生活協同組合　医学部食堂,0952,0952-37-5343,,,,佐賀県　佐賀市　鍋島　5丁目1-1,佐賀県佐賀市鍋島５丁目１－１,,204839,41,41201,鍋島５,,,2021/12/01,2021/12/01,2027/11/30,佐賀大学生活協同組合,松尾陽好,095-226-2938,佐賀県　佐賀市　本庄町本庄　１番地,佐賀県佐賀市本庄町本庄１番地,,204785,佐賀県,佐賀市,本庄町本庄,,,飲食店営業,,　,7300005000256,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,佐賀大学生活協同組合医学部食堂0952-37-534320483941201,c2413129-a875-44b3-82fb-7b4cf9e349ba,佐賀大学生活協同組合204785,fae36d4b-1930-4df0-80b9-0b525bf77f93,c1e39344-87e5-4efe-a2df-58b5d967d5a0,2021/12/01,佐賀大学生活協同組合　医学部食堂,佐賀大学生活協同組合医学部食堂,佐賀大学生活協同組合
8300002000976,有限会社　デイトナ,井上敏美,8400027,佐賀県,佐賀市,本庄町本庄,1122番地1,,095-241-5995,,カレーハウスCOCO壱番屋佐賀大和バイパス店,8490917,佐賀県,佐賀市,高木瀬町長瀬,1168-2,,0952-34-1212,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,カレーハウスCOCO壱番屋佐賀大和バイパス店,0952,0952-34-1212,,,,佐賀県　佐賀市　高木瀬町長瀬　1168-2,佐賀県佐賀市高木瀬町長瀬１１６８－２,,204731,41,41201,高木瀬町長瀬,,,2021/12/01,2021/12/01,2027/11/30,有限会社　デイトナ,井上敏美,095-241-5995,佐賀県　佐賀市　本庄町本庄　1122番地1,佐賀県佐賀市本庄町本庄１１２２番地１,,204785,佐賀県,佐賀市,本庄町本庄,,,飲食店営業,,　,8300002000976,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,カレハウスＣＯＣＯ壱番屋佐賀大和バイパス店0952-34-121220473141201,93ef155b-9498-42f9-a7f3-7ed0dae6f60f,有限会社デイトナ204785,c65cdb3e-9358-47f7-a0de-a55f236c8345,46c16bf2-9222-4c86-a42c-bd27cf01fab7,2021/12/01,カレーハウスＣＯＣＯ壱番屋佐賀大和バイパス店,カレハウスＣＯＣＯ壱番屋佐賀大和バイパス店,有限会社デイトナ
,副島美恵子,,,,,,,,,,副島食料品店,8430303,佐賀県,嬉野市,嬉野町吉田丁,4063,,0954-43-9508,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,412,副島食料品店,0954,0954-43-9508,,,,佐賀県　嬉野市　嬉野町吉田　丁4063,佐賀県嬉野市嬉野町吉田丁４０６３,,205478,41,41209,嬉野町吉田丁,,,2021/12/01,2021/12/01,2027/11/30,,副島美恵子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,副島食料品店0954-43-950820547841209,3c0289ad-9b79-4a15-9aaa-72daeb47f102,,personal,102fe7e4-e063-4fd8-9e0b-b2936a154eb9,2021/12/01,副島食料品店,副島食料品店,
1300001000117,株式会社ライフプロ,有岡大介,8400023,佐賀県,佐賀市,本庄町袋,２８６－５,,095-241-8341,0952418340,ライフプロ,8498585,佐賀県,佐賀市,八丁畷町,1-20,県内一円,,① 飲食店営業,,2021/12/1,2021/12/1,2026/11/30,供食前十分加熱処理されたものに限る,,408,ライフプロ,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,県内一円,204818,41,41201,八丁畷町,,,2021/12/01,2021/12/01,2026/11/30,株式会社ライフプロ,有岡大介,095-241-8341,佐賀県　佐賀市　本庄町袋　２８６－５,佐賀県佐賀市本庄町袋２８６－５,,204784,佐賀県,佐賀市,本庄町袋,,,飲食店営業,,供食前十分加熱処理されたものに限る,1300001000117,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ライフプロ20481841201,5c66d734-a2f7-404a-85ed-0ad674ebbd4a,株式会社ライフプロ204784,745127e7-3d87-494f-8468-6556003ac042,54f6ad76-d273-46d3-b38d-d2118e00d058,2021/12/01,ライフプロ,ライフプロ,株式会社ライフプロ
1300001000117,株式会社ライフプロ　,有岡大介,8400023,佐賀県,佐賀市,本庄町大字袋,286番地５,,095-241-8341,,ライフプロ,8498585,佐賀県,佐賀市,八丁畷町,1-20,県内一円,,① 飲食店営業,,2021/12/1,2021/12/1,2026/11/30,供食前十分加熱処理されたものに限る,,408,ライフプロ,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,県内一円,204818,41,41201,八丁畷町,,,2021/12/01,2021/12/01,2026/11/30,株式会社ライフプロ　,有岡大介,095-241-8341,佐賀県　佐賀市　本庄町大字袋　286番地５,佐賀県佐賀市本庄町袋２８６番地５,,204784,佐賀県,佐賀市,本庄町袋,,,飲食店営業,,供食前十分加熱処理されたものに限る,1300001000117,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ライフプロ20481841201,5c66d734-a2f7-404a-85ed-0ad674ebbd4a,株式会社ライフプロ　204784,7053be80-fd67-4680-abea-fc5db44df80d,9fcf06fb-7bd1-40d2-b7de-d9024373942e,2021/12/01,ライフプロ,ライフプロ,株式会社ライフプロ　
7300001010366,株式会社江口農園,江口竜左,8492203,佐賀県,武雄市,北方町芦原,２４４番地,,095-436-3490,,江口農園,8492203,佐賀県,武雄市,北方町芦原,２４４番地,,0954-36-3490,㉙ 漬物製造業,,2021/9/6,2021/9/6,2028/5/31,  ,,412,江口農園,0954,0954-36-3490,,,,佐賀県　武雄市　北方町芦原　２４４番地,佐賀県武雄市北方町芦原２４４番地,,205408,41,41206,北方町芦原,,,2021/09/06,2021/09/06,2028/05/31,株式会社江口農園,江口竜左,095-436-3490,佐賀県　武雄市　北方町芦原　２４４番地,佐賀県武雄市北方町芦原２４４番地,,205408,佐賀県,武雄市,北方町芦原,,,漬物製造業,,  ,7300001010366,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,江口農園0954-36-349020540841206,3fbb6e5f-78cc-44d4-bae8-428b9ac57496,株式会社江口農園205408,776ce204-b6df-4d77-98c1-7950b3ba637b,ebfa1603-5b17-42c1-979b-29df68b69a7d,2021/09/06,江口農園,江口農園,株式会社江口農園
7300001012305,株式会社ボンドグラフィックス,冨永久司,8460002,佐賀県,多久市,北多久町大字小侍７０３番地２１,,,095-237-8646,,ボンドアートカフェ,8460002,佐賀県,多久市,北多久町小侍,７０３－２１,,,① 飲食店営業,,2021/11/30,2021/11/30,2027/11/30,既製食品及び食品の簡単な加工に限る,,408,ボンドアートカフェ,0952,,,,,佐賀県　多久市　北多久町小侍　７０３－２１,佐賀県多久市北多久町小侍７０３－２１,,205280,41,41204,北多久町小侍,,,2021/11/30,2021/11/30,2027/11/30,株式会社ボンドグラフィックス,冨永久司,095-237-8646,佐賀県　多久市　北多久町大字小侍７０３番地２１　,佐賀県多久市北多久町小侍７０３番地２１,,205280,佐賀県,多久市,北多久町小侍,,,飲食店営業,,既製食品及び食品の簡単な加工に限る,7300001012305,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ボンドアトカフェ20528041204,dc34ea6c-c3e7-46bf-a0a0-4575e0ccfda3,株式会社ボンドグラフィックス205280,6ca08161-b24d-42de-992c-fcd5360060c4,3ec71a4f-775c-4251-91bc-c45cb280005e,2021/11/30,ボンドアートカフェ,ボンドアトカフェ,株式会社ボンドグラフィックス
7300001012305,株式会社ボンドグラフィックス,冨永久司,8460002,佐賀県,多久市,北多久町大字小侍７０３番地２１,,,095-237-8646,,ボンドアートバー,8460002,佐賀県,多久市,北多久町小侍,７０３－２１,,,① 飲食店営業,,2021/11/26,2021/11/26,2027/11/30,既製食品に限る,,408,ボンドアートバー,0952,,,,,佐賀県　多久市　北多久町小侍　７０３－２１,佐賀県多久市北多久町小侍７０３－２１,,205280,41,41204,北多久町小侍,,,2021/11/26,2021/11/26,2027/11/30,株式会社ボンドグラフィックス,冨永久司,095-237-8646,佐賀県　多久市　北多久町大字小侍７０３番地２１　,佐賀県多久市北多久町小侍７０３番地２１,,205280,佐賀県,多久市,北多久町小侍,,,飲食店営業,,既製食品に限る,7300001012305,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ボンドアトバ20528041204,a8e722a0-54f2-4b43-be1d-61d02cf0a376,株式会社ボンドグラフィックス205280,6ca08161-b24d-42de-992c-fcd5360060c4,feba2058-7060-4b88-8ef8-dfe47255efe5,2021/11/26,ボンドアートバー,ボンドアトバ,株式会社ボンドグラフィックス
8300001003856,株式会社ポラリス,江里口尚子,8460002,佐賀県,多久市,北多久町小侍,975,,095-275-3113,,ほのぼの庵,8460002,佐賀県,多久市,北多久町小侍,977番地11,,0952-75-7620,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,ほのぼの庵,0952,0952-75-7620,,,,佐賀県　多久市　北多久町小侍　977番地11,佐賀県多久市北多久町小侍９７７番地１１,,205280,41,41204,北多久町小侍,,,2021/12/01,2021/12/01,2027/11/30,株式会社ポラリス,江里口尚子,095-275-3113,佐賀県　多久市　北多久町小侍　975,佐賀県多久市北多久町小侍９７５,,205280,佐賀県,多久市,北多久町小侍,,,飲食店営業,,　,8300001003856,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ほのぼの庵0952-75-762020528041204,62290a5c-233c-4b1c-8b7a-14704ec45645,株式会社ポラリス205280,4c0e919e-04f9-4b5e-a85a-4299ce804b6c,8719b895-69a4-47b7-9b1c-875f4087bc3a,2021/12/01,ほのぼの庵,ほのぼの庵,株式会社ポラリス
3300002004957,有限会社アムール１９７１,川下浩行,8460002,佐賀県,多久市,北多久町大字小侍,666-42,,095-275-4881,0952-75-4889,アムール,8498585,佐賀県,佐賀市,八丁畷町,1-20,県内一円,,① 飲食店営業,,2021/12/1,2021/12/1,2026/11/30,供食前十分加熱処理されたものに限る,,408,アムール,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,県内一円,204818,41,41201,八丁畷町,,,2021/12/01,2021/12/01,2026/11/30,有限会社アムール１９７１,川下浩行,095-275-4881,佐賀県　多久市　北多久町大字小侍　666-42,佐賀県多久市北多久町小侍６６６－４２,,205280,佐賀県,多久市,北多久町小侍,,,飲食店営業,,供食前十分加熱処理されたものに限る,3300002004957,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,アムル20481841201,f47999a4-134f-4848-8108-567decd95902,有限会社アムール１９７１205280,9934e173-85ee-49d7-ae1e-34ce3294ab8f,5937adc1-ad86-4f08-9a85-ffd58f9713da,2021/12/01,アムール,アムル,有限会社アムール１９７１
3300002004957,有限会社アムール１９７１,川下浩行,8460002,佐賀県,多久市,北多久町大字小侍,666-42,,095-275-4881,0952-75-4889,アムール小侍工場,8460002,佐賀県,多久市,北多久町小侍,2272番地2,,0952-20-0940,㉕ そうざい製造業,,2021/10/6,2021/10/6,2027/11/30,　　　,,408,アムール小侍工場,0952,0952-20-0940,,,,佐賀県　多久市　北多久町小侍　2272番地2,佐賀県多久市北多久町小侍２２７２番地２,,205280,41,41204,北多久町小侍,,,2021/10/06,2021/10/06,2027/11/30,有限会社アムール１９７１,川下浩行,095-275-4881,佐賀県　多久市　北多久町大字小侍　666-42,佐賀県多久市北多久町小侍６６６－４２,,205280,佐賀県,多久市,北多久町小侍,,,そうざい製造業,,　　　,3300002004957,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,アムル小侍工場0952-20-094020528041204,2a64eb1b-e9a2-444c-971f-740f09a4f000,有限会社アムール１９７１205280,9934e173-85ee-49d7-ae1e-34ce3294ab8f,9a132e35-b7ef-47ba-ae69-389a448877fb,2021/10/06,アムール小侍工場,アムル小侍工場,有限会社アムール１９７１
4300005004862,上峰町商工会,中山博樹,8490123,佐賀県,三養基郡上峰町,坊所,383,,0952-52-9505,,上峰町商工会,8410051,佐賀県,鳥栖市,元町,,県内一円,,① 飲食店営業,,2021/11/30,2021/12/1,2026/11/30,供食前十分加熱処理されたもの及び削氷に限る,,409,上峰町商工会,0942,,,,,佐賀県　鳥栖市　元町　,佐賀県鳥栖市元町,県内一円,205255,41,41203,元町,,,2021/11/30,2021/12/01,2026/11/30,上峰町商工会,中山博樹,0952-52-9505,佐賀県　三養基郡上峰町　坊所　383,佐賀県三養基郡上峰町坊所３８３,,205544,佐賀県,三養基郡上峰町,坊所,,,飲食店営業,,供食前十分加熱処理されたもの及び削氷に限る,4300005004862,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,上峰町商工会20525541203,9ef5293b-60c4-4ff0-8392-1987ccbb204d,205544,personal,fef49ded-d0db-4d8b-ab6c-815c3b4c8219,2021/11/30,上峰町商工会,上峰町商工会,上峰町商工会
7320001007195,新廣実業株式会社,黎明,8700018,大分県,大分市,豊海,４丁目１番１号,,097-785-8250,0977858251,新廣実業株式会社　佐賀工場,8491613,佐賀県,藤津郡太良町,大浦丙,１０９９番地１３,,,⑯ 水産製品製造業,,2021/12/1,2021/12/1,2028/8/31,　,,412,新廣実業株式会社　佐賀工場,0954,,,,,佐賀県　藤津郡太良町　大浦丙　１０９９番地１３,佐賀県藤津郡太良町大浦丙１０９９番地１３,,205714,41,41441,大浦丙,,,2021/12/01,2021/12/01,2028/08/31,新廣実業株式会社,黎明,097-785-8250,大分県　大分市　豊海　４丁目１番１号,大分県大分市豊海４丁目１番１号,,210459,大分県,大分市,豊海４,,,水産製品製造業,,　,7320001007195,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,92,,新廣実業株式会社佐賀工場20571441441,b82c5e06-6cb4-45c8-aafa-f22c2d8cc7ba,新廣実業株式会社210459,779eeec1-e171-4e11-ad5a-a04616d3fd8b,ffdfaab6-59f8-4649-8563-c19b5c9e0b80,2021/12/01,新廣実業株式会社佐賀工場,新廣実業株式会社佐賀工場,新廣実業株式会社
5290001061371,アイケア株式会社,寺澤大輔,8112245,福岡県,糟屋郡志免町,片峰,３丁目６番５号,,050-3539-1122,,アイケアレジデンス伊万里,8480031,佐賀県,伊万里市,二里町八谷搦,１１２０,,0955-22-8888,① 飲食店営業,,2022/1/5,2022/1/5,2028/8/31,　,,411,アイケアレジデンス伊万里,0955,0955-22-8888,,,,佐賀県　伊万里市　二里町八谷搦　１１２０,佐賀県伊万里市二里町八谷搦１１２０,,205327,41,41205,二里町八谷搦,,,2022/01/05,2022/01/05,2028/08/31,アイケア株式会社,寺澤大輔,050-3539-1122,福岡県　糟屋郡志免町　片峰　３丁目６番５号,福岡県糟屋郡志免町片峰３丁目６番５号,,203990,福岡県,糟屋郡志免町,片峰３,,,飲食店営業,,　,5290001061371,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,アイケアレジデンス伊万里0955-22-888820532741205,a7502ba0-d49e-4b82-b27f-0b312d2a6caa,アイケア株式会社203990,a79e0b11-41a5-4d57-a9cc-e6eaec108ac4,2161a2ea-5b80-4faa-8267-0b250fb65cee,2022/01/05,アイケアレジデンス伊万里,アイケアレジデンス伊万里,アイケア株式会社
7290005001256,学校法人中村学園,中村紘右,8140104,福岡県,福岡市城南区,別府,５丁目７番１号,,092-441-2742,0924412734,中村学園事業部26520,8402104,佐賀県,佐賀市,諸富町徳富,1809,,0952-47-2088,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　　　　　　,,408,中村学園事業部26520,0952,0952-47-2088,,,,佐賀県　佐賀市　諸富町徳富　1809,佐賀県佐賀市諸富町徳富１８０９,,204898,41,41201,諸富町徳富,,,2021/09/01,2021/09/01,2027/08/31,学校法人中村学園,中村紘右,092-441-2742,福岡県　福岡市城南区　別府　５丁目７番１号,福岡県福岡市城南区別府５丁目７番１号,,200774,福岡県,福岡市城南区,別府５,,,飲食店営業,,　　　　　　,7290005001256,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,中村学園事業部２６５２０0952-47-208820489841201,290cc72d-7eb7-44a8-866a-70d235feb593,学校法人中村学園200774,af38fb8c-4f28-449c-a346-7c5725999130,8c8a2bdb-efde-4c24-ac60-e45881d89420,2021/09/01,中村学園事業部２６５２０,中村学園事業部２６５２０,学校法人中村学園
1300001012582,株式会社 Ｈａｍａｎｄａ　Ｄａｉｒｙ　Ｆａｒｍ,松本浩文,8471432,佐賀県,東松浦郡玄海町,大字平尾,２番地６,,0955-52-3103,,松本アイス工房,8471432,佐賀県,東松浦郡玄海町,大字平尾,２番地７,,0955-52-3103,⑫ アイスクリーム類製造業,,2021/9/10,2021/9/10,2027/11/30,　　　,,410,松本アイス工房,0955,0955-52-3103,,,,佐賀県　東松浦郡玄海町　大字平尾　２番地７,佐賀県東松浦郡玄海町平尾２番地７,,205585,41,41387,平尾,,,2021/09/10,2021/09/10,2027/11/30,株式会社 Ｈａｍａｎｄａ　Ｄａｉｒｙ　Ｆａｒｍ,松本浩文,0955-52-3103,佐賀県　東松浦郡玄海町　大字平尾　２番地６,佐賀県東松浦郡玄海町平尾２番地６,,205585,佐賀県,東松浦郡玄海町,平尾,,,アイスクリーム類製造業,,　　　,1300001012582,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,松本アイス工房0955-52-310320558541387,1e908220-6249-4438-9243-8f83df82d9ee,株式会社Ｈａｍａｎｄａ　Ｄａｉｒｙ　Ｆａｒｍ205585,7d9bdc1d-b00e-4d6d-999c-10824cc26f85,506c6c5d-2786-4321-93da-04bf5ba4deed,2021/09/10,松本アイス工房,松本アイス工房,株式会社Ｈａｍａｎｄａ　Ｄａｉｒｙ　Ｆａｒｍ
