https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,分割処理中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,業態,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,ＳＵＰＥＲ　ＣＥＮＴＥＲ　ＰＬＡＮＴ－３　清水店,福井県,福井市三留町２１―４,福井市三留町２１―４,,0776-98-7300,菓子製造業,一般,株式会社ＰＬＡＮＴ,三ツ田 佳史,福井県坂井市坂井町　下新庄１５―８―１,福井県坂井市坂井町 下新庄１５―８―１,,0776-72-0300,2006年9月27日,2019年5月20日,福井市指令生衛第19-2-66,,221,ＳＵＰＥＲ　ＣＥＮＴＥＲ　ＰＬＡＮＴ－３　清水店,0776,0776-98-7300,,,,福井県　福井市三留町２１―４,福井県福井市三留町２１―４,,97721,18,18201,三留町,,2006/09/27,2019/05/20,,,株式会社ＰＬＡＮＴ,三ツ田 佳史,0776-72-0300,福井県坂井市坂井町 下新庄１５―８―１,福井県坂井市坂井町下新庄１５―８―１,,98965,福井県,坂井市,坂井町下新庄,福井市指令生衛第19-2-66,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,ＳＵＰＥＲＣＥＮＴＥＲＰＬＡＮＴ３清水店0776-98-73009772118201,728c4cdb-5027-4e59-b790-93c1791a59d2,株式会社ＰＬＡＮＴ98965,f8f24e3b-8386-4c67-a853-876e6a74709c,9a8ba9d0-f94b-4ddc-bed8-7631f9eaf4f3,2019/05/20,ＳＵＰＥＲ　ＣＥＮＴＥＲ　ＰＬＡＮＴ－３　清水店,ＳＵＰＥＲＣＥＮＴＥＲＰＬＡＮＴ３清水店,株式会社ＰＬＡＮＴ
1842,あしたがあるさ,,福井市三留町１４―１１―３,福井市三留町１４―１１―３,,0776-98-5895,飲食店,食堂,,尹 昌姫,,,,,2004年4月6日,2019年5月20日,福井市指令生衛第19-2-95,,221,あしたがあるさ,0776,0776-98-5895,,,,　福井市三留町１４―１１―３,福井県福井市三留町１４―１１―３,,97721,18,18201,三留町,,2004/04/06,2019/05/20,,,,尹 昌姫,,,,,,,,,福井市指令生衛第19-2-95,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,あしたがあるさ0776-98-58959772118201,be3d9211-a30a-4837-b784-c2005189289c,,personal,a4c218e0-4ded-417b-823d-b3932c24fbf7,2019/05/20,あしたがあるさ,あしたがあるさ,
1843,うち田,,福井市大森町８―５―２,福井市大森町８―５―２,,0776-98-3006,飲食店,仕出し弁当,,内田 建一,,,,,1987年12月4日,2019年5月20日,福井市指令生衛第19-2-16,,221,うち田,0776,0776-98-3006,,,,　福井市大森町８―５―２,福井県福井市大森町８―５―２,,97648,18,18201,大森町,,1987/12/04,2019/05/20,,,,内田 建一,,,,,,,,,福井市指令生衛第19-2-16,,飲食店営業, 仕出し弁当,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,うち田0776-98-30069764818201,97a46fe0-3769-4a38-a83b-c2ca04e9a7bd,,personal,7c74de38-daab-442d-9d30-f10dbc255d07,2019/05/20,うち田,うち田,
1844,ローソン　清水南店,,福井市甑谷町２４―８,福井市甑谷町２４―８,,0776-98-5501,飲食店,軽食,,髙村 祥啓,,,,,2014年5月27日,2019年5月20日,福井市指令生衛第19-2-46,,221,ローソン　清水南店,0776,0776-98-5501,,,,　福井市甑谷町２４―８,福井県福井市甑谷町２４―８,,97675,18,18201,甑谷町,,2014/05/27,2019/05/20,,,,髙村 祥啓,,,,,,,,,福井市指令生衛第19-2-46,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ロソン清水南店0776-98-55019767518201,5097ee6d-1579-4c18-9c60-6c4c9e38ddef,,personal,1554e1ee-9602-4501-93ac-afac6c558a96,2019/05/20,ローソン　清水南店,ロソン清水南店,
1835,ｇｒｏｗ,,福井市福１丁目2915,福井市福１丁目２９１５,,0776-36-7339,飲食店,社交飲食,,横山 洋子,,,,,2014年2月20日,2019年5月16日,福井市指令生衛第19-2-96,,221,ｇｒｏｗ,0776,0776-36-7339,,,,　福井市福１丁目２９１５,福井県福井市福１丁目２９１５,,97625,18,18201,福１,,2014/02/20,2019/05/16,,,,横山 洋子,,,,,,,,,福井市指令生衛第19-2-96,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ｇｒｏｗ0776-36-73399762518201,6ae4523f-095f-4ffb-84fc-490a30903d11,,personal,9c7c7d4c-6a6b-4333-9a55-c4cf5876a87b,2019/05/16,ｇｒｏｗ,ｇｒｏｗ,
1834,越前海鮮屋,,福井市中央１丁目１０－８　江守ビル１Ｆ,福井市中央１丁目１０－８,江守ビル１Ｆ,0776-63-5557,飲食店,社交飲食,,蔭山 剛,,,,,2019年5月14日,2019年5月14日,福井市指令生衛第19-1-55,,221,越前海鮮屋,0776,0776-63-5557,,,,　福井市中央１丁目１０－８,福井県福井市中央１丁目１０－８,江守ビル１Ｆ,97308,18,18201,中央１,,2019/05/14,2019/05/14,,,,蔭山 剛,,,,,,,,,福井市指令生衛第19-1-55,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,越前海鮮屋0776-63-55579730818201,ff53e3e4-44d5-4ab1-b9c7-3271201c86ee,,personal,b93e6c24-4a32-494d-a5f7-56eaa5249445,2019/05/14,越前海鮮屋,越前海鮮屋,
1832,エルマノ,,福井市西谷２丁目２７０３,福井市西谷２丁目２７０３,,0776-97-8741,そうざい製造業,一般,,河野 慎一,,,,,2014年5月8日,2019年5月13日,福井市指令生衛第19-2-25,,221,エルマノ,0776,0776-97-8741,,,,　福井市西谷２丁目２７０３,福井県福井市西谷２丁目２７０３,,97573,18,18201,西谷２,,2014/05/08,2019/05/13,,,,河野 慎一,,,,,,,,,福井市指令生衛第19-2-25,,そうざい製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,エルマノ0776-97-87419757318201,00221_1b48b3a0-0bf9-48ef-ac71-ba066123b732,,personal,4b4ca663-1fbb-426a-af44-5672a7f2bb73,2019/05/13,エルマノ,エルマノ,
1833,エルマノ,,福井市西谷２丁目２７０３,福井市西谷２丁目２７０３,,0776-97-8741,菓子製造業,一般,,河野 慎一,,,,,2014年4月22日,2019年5月13日,福井市指令生衛第19-2-26,,221,エルマノ,0776,0776-97-8741,,,,　福井市西谷２丁目２７０３,福井県福井市西谷２丁目２７０３,,97573,18,18201,西谷２,,2014/04/22,2019/05/13,,,,河野 慎一,,,,,,,,,福井市指令生衛第19-2-26,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,エルマノ0776-97-87419757318201,00221_1b48b3a0-0bf9-48ef-ac71-ba066123b732,,personal,08d6aa95-8a06-4796-bdfc-b85eda0d9e33,2019/05/13,エルマノ,エルマノ,
1830,あまからホール,福井県,福井市西谷３丁目1302,福井市西谷３丁目１３０２,,0776-35-3109,飲食店,食堂,有限会社あまから,野坂 昌之,福井県福井市西谷３丁目1302,福井県福井市西谷３丁目１３０２,,0776-35-3109,2013年3月19日,2019年5月10日,福井市指令生衛第19-2-9,,221,あまからホール,0776,0776-35-3109,,,,福井県　福井市西谷３丁目１３０２,福井県福井市西谷３丁目１３０２,,97574,18,18201,西谷３,,2013/03/19,2019/05/10,,,有限会社あまから,野坂 昌之,0776-35-3109,福井県福井市西谷３丁目１３０２,福井県福井市西谷３丁目１３０２,,97574,福井県,福井市,西谷３,福井市指令生衛第19-2-9,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,あまからホル0776-35-31099757418201,471098ea-e970-4ce0-b49c-6483c58d82a7,有限会社あまから97574,da5344db-ef13-4b65-8d51-057b90f06003,6aa4a161-6507-4a1e-bbbb-964d529ffb51,2019/05/10,あまからホール,あまからホル,有限会社あまから
1831,ｌｏｕｎｇｅ　ｌｅａｐｔ,,福井市順化１丁目１７－２８ジョイフル片町　４Ｆ,福井市順化１丁目１７－２８,ジョイフル片町４Ｆ,,飲食店,社交飲食,,布谷 みほ,,,,,2019年5月10日,2019年5月10日,福井市指令生衛第19-1-56,,221,ｌｏｕｎｇｅ　ｌｅａｐｔ,0776,,,,,　福井市順化１丁目１７－２８,福井県福井市順化１丁目１７－２８,ジョイフル片町４Ｆ,97261,18,18201,順化１,,2019/05/10,2019/05/10,,,,布谷 みほ,,,,,,,,,福井市指令生衛第19-1-56,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ｌｏｕｎｇｅｌｅａｐｔ9726118201,16fb411e-c767-48fc-bdfa-f94a01446ae5,,personal,61a00a5d-fcfa-4449-8da6-32f4e5cf3a1b,2019/05/10,ｌｏｕｎｇｅ　ｌｅａｐｔ,ｌｏｕｎｇｅｌｅａｐｔ,
1829,エリザベス,,福井市舞屋町２３―２,福井市舞屋町２３―２,,0776-36-8766,飲食店,軽食,,上山 宮子,,,,,1986年11月29日,2019年5月8日,福井市指令生衛第19-2-15,,221,エリザベス,0776,0776-36-8766,,,,　福井市舞屋町２３―２,福井県福井市舞屋町２３―２,,97471,18,18201,舞屋町,,1986/11/29,2019/05/08,,,,上山 宮子,,,,,,,,,福井市指令生衛第19-2-15,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,エリザベス0776-36-87669747118201,6a0498aa-5e32-443f-aa26-afd28bbd5649,,personal,d3f35194-e4ef-4695-a5a1-a496b22db5c0,2019/05/08,エリザベス,エリザベス,
1822,ラートハウス,福井県,福井市大手３丁目１０－１　福井市役所　本館地下１Ｆ,福井市大手３丁目１０－１,福井市役所 本館地下１Ｆ,0776-97-9928,飲食店,食堂,特定非営利活動法人ハートランド福井,福田 歳博,福井県福井市菅谷２丁目１１－２４,福井県福井市菅谷２丁目１１－２４,,0776-28-2122,2019年4月26日,2019年4月26日,福井市指令生衛第19-1-54,,221,ラートハウス,0776,0776-97-9928,,,,福井県　福井市大手３丁目１０－１,福井県福井市大手３丁目１０－１,福井市役所 本館地下１Ｆ,97093,18,18201,大手３,,2019/04/26,2019/04/26,,,特定非営利活動法人ハートランド福井,福田 歳博,0776-28-2122,福井県福井市菅谷２丁目１１－２４,福井県福井市菅谷２丁目１１－２４,,97274,福井県,福井市,菅谷２,福井市指令生衛第19-1-54,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ラトハウス0776-97-99289709318201,24d0eafb-6711-4f21-bbca-87c2fb1de394,特定非営利活動法人ハートランド福井97274,f941d1a9-18c0-4151-ae31-095be8c4b764,dba17906-9c45-4d52-8435-e6edb64b5bab,2019/04/26,ラートハウス,ラトハウス,特定非営利活動法人ハートランド福井
1823,宴会屋,福井県,福井市文京４丁目９０４,福井市文京４丁目９０４,,0776-28-0147,飲食店,社交飲食,有限会社ドゥコーポレイション,高地 範男,福井県福井市春山１丁目９－１３,福井県福井市春山１丁目９－１３,,,2019年4月26日,2019年4月26日,福井市指令生衛第19-1-48,,221,宴会屋,0776,0776-28-0147,,,,福井県　福井市文京４丁目９０４,福井県福井市文京４丁目９０４,,97456,18,18201,文京４,,2019/04/26,2019/04/26,,,有限会社ドゥコーポレイション,高地 範男,,福井県福井市春山１丁目９－１３,福井県福井市春山１丁目９－１３,,97416,福井県,福井市,春山１,福井市指令生衛第19-1-48,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,宴会屋0776-28-01479745618201,a90ca44c-bebe-4b3d-afc9-dd63dc2dded4,有限会社ドゥコーポレイション97416,35fd47c6-bc4e-4e89-b02c-dfe79ee4511b,c0803f58-9f8a-4a29-9127-c65c45131c49,2019/04/26,宴会屋,宴会屋,有限会社ドゥコーポレイション
1824,Ｃｌｕｂ　ｆｌｏｗｅｒ,福井県,福井市大手２丁目６－１　大手ビル２階,福井市大手２丁目６－１,大手ビル２階,0776-23-1653,飲食店,社交飲食,株式会社１６５１Ｅｎｔｅｒｔａｉｎｍｅｎｔ,武腰 一人,石川県小松市吉竹町５－５１０,石川県小松市吉竹町５－５１０,,,2019年4月26日,2019年4月26日,福井市指令生衛第19-1-51,,221,Ｃｌｕｂ　ｆｌｏｗｅｒ,0776,0776-23-1653,,,,福井県　福井市大手２丁目６－１,福井県福井市大手２丁目６－１,大手ビル２階,97092,18,18201,大手２,,2019/04/26,2019/04/26,,,株式会社１６５１Ｅｎｔｅｒｔａｉｎｍｅｎｔ,武腰 一人,,石川県小松市吉竹町５－５１０,石川県小松市吉竹町５－５１０,,95456,石川県,小松市,吉竹町５,福井市指令生衛第19-1-51,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,Ｃｌｕｂｆｌｏｗｅｒ0776-23-16539709218201,6209198f-7486-44f3-a7fa-212238d7fadc,株式会社１６５１Ｅｎｔｅｒｔａｉｎｍｅｎｔ95456,976f4f2f-95be-4663-a283-28f14da9ac51,7ec734a6-133e-4222-a1ae-740353dd4ef3,2019/04/26,Ｃｌｕｂ　ｆｌｏｗｅｒ,Ｃｌｕｂｆｌｏｗｅｒ,株式会社１６５１Ｅｎｔｅｒｔａｉｎｍｅｎｔ
1825,ＴＲＵＭＰ,福井県,福井市大手２丁目６－１　大手ビル３階,福井市大手２丁目６－１,大手ビル３階,0776-28-5257,飲食店,社交飲食,株式会社１６５１Ｅｎｔｅｒｔａｉｎｍｅｎｔ,武腰 一人,石川県小松市吉竹町５－５１０,石川県小松市吉竹町５－５１０,,,2019年4月26日,2019年4月26日,福井市指令生衛第19-1-50,,221,ＴＲＵＭＰ,0776,0776-28-5257,,,,福井県　福井市大手２丁目６－１,福井県福井市大手２丁目６－１,大手ビル３階,97092,18,18201,大手２,,2019/04/26,2019/04/26,,,株式会社１６５１Ｅｎｔｅｒｔａｉｎｍｅｎｔ,武腰 一人,,石川県小松市吉竹町５－５１０,石川県小松市吉竹町５－５１０,,95456,石川県,小松市,吉竹町５,福井市指令生衛第19-1-50,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ＴＲＵＭＰ0776-28-52579709218201,51bbb442-baee-4696-852c-d3013393f033,株式会社１６５１Ｅｎｔｅｒｔａｉｎｍｅｎｔ95456,976f4f2f-95be-4663-a283-28f14da9ac51,a3ba224b-c437-44ea-b766-6e054f7ac650,2019/04/26,ＴＲＵＭＰ,ＴＲＵＭＰ,株式会社１６５１Ｅｎｔｅｒｔａｉｎｍｅｎｔ
1826,マクドナルド福井若杉店,福井県,福井市若杉４丁目７１０,福井市若杉４丁目７１０,,0776-36-0663,飲食店,軽食,株式会社ティーエムエー,宮前 貴司,福井県越前市小松1丁目6番40号,福井県越前市小松１丁目６番４０号,,0778-23-2831,2019年4月26日,2019年4月26日,福井市指令生衛第19-1-42,,221,マクドナルド福井若杉店,0776,0776-36-0663,,,,福井県　福井市若杉４丁目７１０,福井県福井市若杉４丁目７１０,,97632,18,18201,若杉４,,2019/04/26,2019/04/26,,,株式会社ティーエムエー,宮前 貴司,0778-23-2831,福井県越前市小松１丁目６番４０号,福井県越前市小松１丁目６番４０号,,98762,福井県,越前市,小松１,福井市指令生衛第19-1-42,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,マクドナルド福井若杉店0776-36-06639763218201,5f1eaccc-ed23-4974-b793-a715ad3408fa,株式会社ティーエムエー98762,97b51249-d028-4371-9423-fcf3d2097758,542ebeaf-657f-4975-a472-c132cfea9e2f,2019/04/26,マクドナルド福井若杉店,マクドナルド福井若杉店,株式会社ティーエムエー
1827,マクドナルド福井若杉店,福井県,福井市若杉４丁目７１０,福井市若杉４丁目７１０,,0776-36-0663,アイスクリーム類製造業,一般,株式会社ティーエムエー,宮前 貴司,福井県越前市小松1丁目6番40号,福井県越前市小松１丁目６番４０号,,0778-23-2831,2019年4月26日,2019年4月26日,福井市指令生衛第19-1-43,,221,マクドナルド福井若杉店,0776,0776-36-0663,,,,福井県　福井市若杉４丁目７１０,福井県福井市若杉４丁目７１０,,97632,18,18201,若杉４,,2019/04/26,2019/04/26,,,株式会社ティーエムエー,宮前 貴司,0778-23-2831,福井県越前市小松１丁目６番４０号,福井県越前市小松１丁目６番４０号,,98762,福井県,越前市,小松１,福井市指令生衛第19-1-43,,アイスクリーム類製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,マクドナルド福井若杉店0776-36-06639763218201,5f1eaccc-ed23-4974-b793-a715ad3408fa,株式会社ティーエムエー98762,97b51249-d028-4371-9423-fcf3d2097758,34cb778b-a575-4cb1-aa96-f6a2ac15dd20,2019/04/26,マクドナルド福井若杉店,マクドナルド福井若杉店,株式会社ティーエムエー
1828,マクドナルド福井若杉店,福井県,福井市若杉４丁目７１０,福井市若杉４丁目７１０,,0776-36-0663,菓子製造業,一般,株式会社ティーエムエー,宮前 貴司,福井県越前市小松1丁目6番40号,福井県越前市小松１丁目６番４０号,,0778-23-2831,2019年4月26日,2019年4月26日,福井市指令生衛第19-1-44,,221,マクドナルド福井若杉店,0776,0776-36-0663,,,,福井県　福井市若杉４丁目７１０,福井県福井市若杉４丁目７１０,,97632,18,18201,若杉４,,2019/04/26,2019/04/26,,,株式会社ティーエムエー,宮前 貴司,0778-23-2831,福井県越前市小松１丁目６番４０号,福井県越前市小松１丁目６番４０号,,98762,福井県,越前市,小松１,福井市指令生衛第19-1-44,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,マクドナルド福井若杉店0776-36-06639763218201,5f1eaccc-ed23-4974-b793-a715ad3408fa,株式会社ティーエムエー98762,97b51249-d028-4371-9423-fcf3d2097758,da5f897e-decf-4bc2-97ad-64dc96767022,2019/04/26,マクドナルド福井若杉店,マクドナルド福井若杉店,株式会社ティーエムエー
1821,ｃａｆｅ　おぶう,,福井市若杉４丁目206,福井市若杉４丁目２０６,,0776-35-6950,飲食店,軽食,,上田 文彦,,,,,2014年2月12日,2019年4月25日,福井市指令生衛第19-2-14,,221,ｃａｆｅ　おぶう,0776,0776-35-6950,,,,　福井市若杉４丁目２０６,福井県福井市若杉４丁目２０６,,97632,18,18201,若杉４,,2014/02/12,2019/04/25,,,,上田 文彦,,,,,,,,,福井市指令生衛第19-2-14,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ｃａｆｅおぶう0776-35-69509763218201,422b4bcc-3c37-4e3c-8e53-6ad47b97a704,,personal,1a3d2338-6051-4a72-8954-f131bc274f87,2019/04/25,ｃａｆｅ　おぶう,ｃａｆｅおぶう,
1793,うずまき,,福井市飯塚町９―１０２ナカニホンビル１Ｆ,福井市飯塚町９―１０２,ナカニホンビル１Ｆ,0776-97-9202,飲食店,軽食,,小林 めぐみ,,,,,2013年8月20日,2019年4月24日,福井市指令生衛第19-2-32,,221,うずまき,0776,0776-97-9202,,,,　福井市飯塚町９―１０２,福井県福井市飯塚町９―１０２,ナカニホンビル１Ｆ,97039,18,18201,飯塚町,,2013/08/20,2019/04/24,,,,小林 めぐみ,,,,,,,,,福井市指令生衛第19-2-32,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,うずまき0776-97-92029703918201,67cc91ed-118d-440b-85aa-078f68e2d006,,personal,1f2c8caf-7e4f-4b8f-9179-c79a78d29ff2,2019/04/24,うずまき,うずまき,
1794,かあちゃんキッチン,,福井市渕２丁目1711,福井市渕２丁目１７１１,,0776-33-5811,飲食店,仕出し弁当,,朝倉 八千代,,,,,2012年8月3日,2019年4月24日,福井市指令生衛第19-2-6,,221,かあちゃんキッチン,0776,0776-33-5811,,,,　福井市渕２丁目１７１１,福井県福井市渕２丁目１７１１,,97621,18,18201,渕２,,2012/08/03,2019/04/24,,,,朝倉 八千代,,,,,,,,,福井市指令生衛第19-2-6,,飲食店営業, 仕出し弁当,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,かあちゃんキッチン0776-33-58119762118201,5e90868c-236c-4fb5-a6ee-ab2d7447f721,,personal,fa1ac5e3-f24b-4294-bd8e-4874d7ee70f9,2019/04/24,かあちゃんキッチン,かあちゃんキッチン,
1795,かあちゃんキッチン,,福井市渕２丁目1711,福井市渕２丁目１７１１,,0776-33-5811,菓子製造業,一般,,朝倉 八千代,,,,,2012年8月3日,2019年4月24日,福井市指令生衛第19-2-7,,221,かあちゃんキッチン,0776,0776-33-5811,,,,　福井市渕２丁目１７１１,福井県福井市渕２丁目１７１１,,97621,18,18201,渕２,,2012/08/03,2019/04/24,,,,朝倉 八千代,,,,,,,,,福井市指令生衛第19-2-7,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,かあちゃんキッチン0776-33-58119762118201,5e90868c-236c-4fb5-a6ee-ab2d7447f721,,personal,305ce9ec-2e53-4cf7-af4c-98ad50edafae,2019/04/24,かあちゃんキッチン,かあちゃんキッチン,
1796,かあちゃんキッチン,,福井市渕２丁目1711,福井市渕２丁目１７１１,,0776-33-5811,そうざい製造業,一般,,朝倉 八千代,,,,,2012年8月3日,2019年4月24日,福井市指令生衛第19-2-8,,221,かあちゃんキッチン,0776,0776-33-5811,,,,　福井市渕２丁目１７１１,福井県福井市渕２丁目１７１１,,97621,18,18201,渕２,,2012/08/03,2019/04/24,,,,朝倉 八千代,,,,,,,,,福井市指令生衛第19-2-8,,そうざい製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,かあちゃんキッチン0776-33-58119762118201,5e90868c-236c-4fb5-a6ee-ab2d7447f721,,personal,a1a2f5e5-dc7c-4aa2-a35c-e38ee9c80a4b,2019/04/24,かあちゃんキッチン,かあちゃんキッチン,
1797,カレーハウスＣｏＣｏ壱番屋　福井江守店,福井県,福井市江守中２丁目1605,福井市江守中２丁目１６０５,,0776-35-8801,飲食店,食堂,有限会社アーリーズ,有吉 猛,福井県福井市文京７丁目１８―２８,福井県福井市文京７丁目１８―２８,,0776-25-5547,2008年10月28日,2019年4月24日,福井市指令生衛第19-2-4,,221,カレーハウスＣｏＣｏ壱番屋　福井江守店,0776,0776-35-8801,,,,福井県　福井市江守中２丁目１６０５,福井県福井市江守中２丁目１６０５,,97617,18,18201,江守中２,,2008/10/28,2019/04/24,,,有限会社アーリーズ,有吉 猛,0776-25-5547,福井県福井市文京７丁目１８―２８,福井県福井市文京７丁目１８―２８,,97459,福井県,福井市,文京７,福井市指令生衛第19-2-4,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,カレハウスＣｏＣｏ壱番屋福井江守店0776-35-88019761718201,404bf798-e8e2-45d9-9144-bd561557025c,有限会社アーリーズ97459,8b9bb3ad-8b5c-47ed-af5c-27eb68010aec,7b701b7d-ca62-4e0c-86ed-0206836e9bdc,2019/04/24,カレーハウスＣｏＣｏ壱番屋　福井江守店,カレハウスＣｏＣｏ壱番屋福井江守店,有限会社アーリーズ
1798,サリュ,,福井市門前１丁目２０４―１,福井市門前１丁目２０４―１,,0776-33-3603,飲食店,仕出し弁当,,高木 美代子,,,,,2013年11月8日,2019年4月24日,福井市指令生衛第19-2-40,,221,サリュ,0776,0776-33-3603,,,,　福井市門前１丁目２０４―１,福井県福井市門前１丁目２０４―１,,97627,18,18201,門前１,,2013/11/08,2019/04/24,,,,高木 美代子,,,,,,,,,福井市指令生衛第19-2-40,,飲食店営業, 仕出し弁当,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,サリュ0776-33-36039762718201,6aedef57-ab2a-4256-bc01-a9645c67d864,,personal,9c358eef-041a-4f99-8139-e51aa2a8a8a0,2019/04/24,サリュ,サリュ,
1799,サリュ,,福井市門前１丁目２０４―１,福井市門前１丁目２０４―１,,0776-33-3603,菓子製造業,一般,,高木 美代子,,,,,2013年11月8日,2019年4月24日,福井市指令生衛第19-2-41,,221,サリュ,0776,0776-33-3603,,,,　福井市門前１丁目２０４―１,福井県福井市門前１丁目２０４―１,,97627,18,18201,門前１,,2013/11/08,2019/04/24,,,,高木 美代子,,,,,,,,,福井市指令生衛第19-2-41,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,サリュ0776-33-36039762718201,6aedef57-ab2a-4256-bc01-a9645c67d864,,personal,cc670216-d1eb-4891-b1bf-97512969032d,2019/04/24,サリュ,サリュ,
1800,セブン－イレブン　福井西谷３丁目店,,福井市西谷３丁目７０８,福井市西谷３丁目７０８,,0776-39-1620,飲食店,軽食,,前枝 俊宏,,,,,2014年2月27日,2019年4月24日,福井市指令生衛第19-2-71,,221,セブン－イレブン　福井西谷３丁目店,0776,0776-39-1620,,,,　福井市西谷３丁目７０８,福井県福井市西谷３丁目７０８,,97574,18,18201,西谷３,,2014/02/27,2019/04/24,,,,前枝 俊宏,,,,,,,,,福井市指令生衛第19-2-71,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,セブンイレブン福井西谷３丁目店0776-39-16209757418201,e3ec1e9e-47a4-43cd-81f6-82ce428a4d7f,,personal,2eae37c1-b0c6-4f27-91e1-cb7ed78f0bc4,2019/04/24,セブンイレブン　福井西谷３丁目店,セブンイレブン福井西谷３丁目店,
1801,そば処　裕心,,福井市若杉４丁目911,福井市若杉４丁目９１１,,0776-33-1872,飲食店,めん類,,中村 康裕,,,,,2003年9月12日,2019年4月24日,福井市指令生衛第19-2-51,,221,そば処　裕心,0776,0776-33-1872,,,,　福井市若杉４丁目９１１,福井県福井市若杉４丁目９１１,,97632,18,18201,若杉４,,2003/09/12,2019/04/24,,,,中村 康裕,,,,,,,,,福井市指令生衛第19-2-51,,飲食店営業, めん類,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,そば処裕心0776-33-18729763218201,3c74c7d2-fe1c-4122-b32d-41916aa69cc8,,personal,1f55bfcc-ec88-42fd-86fd-38282db1b7f5,2019/04/24,そば処　裕心,そば処裕心,
