https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,n処理終了,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
確認番号,業種,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,申請者1,施設名,,申請区分,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可番号,業種,,営業所所在地,,,営業者氏名,屋号または商号,変更事項,,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
27板保生食ほ-  901,飲食店営業,東京都,板橋区前野町四丁目21番22号,板橋区前野町４丁目２１番２２号,,イオンリテール株式会社,イオンスタイル板橋前野町　地下１階グリル・ピザ,営業所名称、屋号または商号,変更,,板橋区保健所,イオンスタイル板橋前野町　地下１階グリル・ピザ,03,,,,,東京都　板橋区前野町４丁目２１番２２号,東京都板橋区前野町４丁目２１番２２号,,75142,東京都,板橋区,前野町４,,,,,,イオンリテール株式会社,,,,,,,,,,27板保生食ほ-  901,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,イオンスタイル板橋前野町　地下１階グリル・ピザ,イオンスタイル板橋前野町地下１階グリルピザ,イオンリテール株式会社
27板保生食ほ-  901,飲食店営業,東京都,板橋区前野町四丁目21番22号,板橋区前野町４丁目２１番２２号,,イオンリテール株式会社,イオンスタイル板橋前野町　地下１階グリル・ピザ,営業設備の大要,変更,,板橋区保健所,イオンスタイル板橋前野町　地下１階グリル・ピザ,03,,,,,東京都　板橋区前野町４丁目２１番２２号,東京都板橋区前野町４丁目２１番２２号,,75142,東京都,板橋区,前野町４,,,,,,イオンリテール株式会社,,,,,,,,,,27板保生食ほ-  901,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,イオンスタイル板橋前野町　地下１階グリル・ピザ,イオンスタイル板橋前野町地下１階グリルピザ,イオンリテール株式会社
27板保生食ほ-  902,飲食店営業,東京都,板橋区前野町四丁目21番22号,板橋区前野町４丁目２１番２２号,,イオンリテール株式会社,イオンスタイル板橋前野町　地下１階焼き魚,営業所名称、屋号または商号,変更,,板橋区保健所,イオンスタイル板橋前野町　地下１階焼き魚,03,,,,,東京都　板橋区前野町４丁目２１番２２号,東京都板橋区前野町４丁目２１番２２号,,75142,東京都,板橋区,前野町４,,,,,,イオンリテール株式会社,,,,,,,,,,27板保生食ほ-  902,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,イオンスタイル板橋前野町　地下１階焼き魚,イオンスタイル板橋前野町地下１階焼き魚,イオンリテール株式会社
27板保生食ほ-  902,飲食店営業,東京都,板橋区前野町四丁目21番22号,板橋区前野町４丁目２１番２２号,,イオンリテール株式会社,イオンスタイル板橋前野町　地下１階焼き魚,営業設備の大要,変更,,板橋区保健所,イオンスタイル板橋前野町　地下１階焼き魚,03,,,,,東京都　板橋区前野町４丁目２１番２２号,東京都板橋区前野町４丁目２１番２２号,,75142,東京都,板橋区,前野町４,,,,,,イオンリテール株式会社,,,,,,,,,,27板保生食ほ-  902,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,イオンスタイル板橋前野町　地下１階焼き魚,イオンスタイル板橋前野町地下１階焼き魚,イオンリテール株式会社
27板保生食ほ-  897,飲食店営業,東京都,板橋区前野町四丁目21番22号,板橋区前野町４丁目２１番２２号,,イオンリテール株式会社,イオンスタイル板橋前野町　地下１階寿司,営業設備の大要,変更,,板橋区保健所,イオンスタイル板橋前野町　地下１階寿司,03,,,,,東京都　板橋区前野町４丁目２１番２２号,東京都板橋区前野町４丁目２１番２２号,,75142,東京都,板橋区,前野町４,,,,,,イオンリテール株式会社,,,,,,,,,,27板保生食ほ-  897,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,イオンスタイル板橋前野町　地下１階寿司,イオンスタイル板橋前野町地下１階寿司,イオンリテール株式会社
31板保生食ほ-  524,飲食店営業,東京都,板橋区高島平九丁目23番1号,板橋区高島平９丁目２３番１号,,株式会社すかいらーくレストランツ,ジョナサン　高島平店,営業所名称、屋号または商号,変更,,板橋区保健所,ジョナサン　高島平店,03,,,,,東京都　板橋区高島平９丁目２３番１号,東京都板橋区高島平９丁目２３番１号,,75092,東京都,板橋区,高島平９,,,,,,株式会社すかいらーくレストランツ,,,,,,,,,,31板保生食ほ-  524,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ジョナサン　高島平店,ジョナサン高島平店,株式会社すかいらーくレストランツ
31板保生食ほ-  524,飲食店営業,東京都,板橋区高島平九丁目23番1号,板橋区高島平９丁目２３番１号,,株式会社すかいらーくレストランツ,ジョナサン　高島平店,その他,変更,,板橋区保健所,ジョナサン　高島平店,03,,,,,東京都　板橋区高島平９丁目２３番１号,東京都板橋区高島平９丁目２３番１号,,75092,東京都,板橋区,高島平９,,,,,,株式会社すかいらーくレストランツ,,,,,,,,,,31板保生食ほ-  524,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ジョナサン　高島平店,ジョナサン高島平店,株式会社すかいらーくレストランツ
3板保生食ほ-  529,飲食店営業,東京都,板橋区中板橋20番3号,板橋区中板橋２０番３号,,株式会社WISE　PEACE,小粋そば,本社所在地（法人）,変更,,板橋区保健所,小粋そば,03,,,,,東京都　板橋区中板橋２０番３号,東京都板橋区中板橋２０番３号,,75106,東京都,板橋区,中板橋,,,,,,株式会社WISE　PEACE,,,,,,,,,,3板保生食ほ-  529,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,小粋そば,小粋そば,株式会社ＷＩＳＥ　ＰＥＡＣＥ
3板保生食ほ-  529,飲食店営業,東京都,板橋区中板橋20番3号,板橋区中板橋２０番３号,,株式会社WISE　PEACE,SNOOP　BURGER　Tokyo,本社所在地（法人）,変更,,板橋区保健所,SNOOP　BURGER　Tokyo,03,,,,,東京都　板橋区中板橋２０番３号,東京都板橋区中板橋２０番３号,,75106,東京都,板橋区,中板橋,,,,,,株式会社WISE　PEACE,,,,,,,,,,3板保生食ほ-  529,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＳＮＯＯＰ　ＢＵＲＧＥＲ　Ｔｏｋｙｏ,ＳＮＯＯＰＢＵＲＧＥＲＴｏｋｙｏ,株式会社ＷＩＳＥ　ＰＥＡＣＥ
3板保生食ほ-  529,飲食店営業,東京都,板橋区中板橋20番3号,板橋区中板橋２０番３号,,株式会社WISE　PEACE,SNOOP　BURGER　Tokyo,営業所名称、屋号または商号,変更,,板橋区保健所,SNOOP　BURGER　Tokyo,03,,,,,東京都　板橋区中板橋２０番３号,東京都板橋区中板橋２０番３号,,75106,東京都,板橋区,中板橋,,,,,,株式会社WISE　PEACE,,,,,,,,,,3板保生食ほ-  529,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＳＮＯＯＰ　ＢＵＲＧＥＲ　Ｔｏｋｙｏ,ＳＮＯＯＰＢＵＲＧＥＲＴｏｋｙｏ,株式会社ＷＩＳＥ　ＰＥＡＣＥ
31板保生食ほ- 1272,飲食店営業,東京都,板橋区成増一丁目14番13号,板橋区成増１丁目１４番１３号,,株式会社京樽,回転寿司　みさき　成増店,営業所名称、屋号または商号,変更,,板橋区保健所,回転寿司　みさき　成増店,03,,,,,東京都　板橋区成増１丁目１４番１３号,東京都板橋区成増１丁目１４番１３号,,75113,東京都,板橋区,成増１,,,,,,株式会社京樽,,,,,,,,,,31板保生食ほ- 1272,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,回転寿司　みさき　成増店,回転寿司みさき成増店,株式会社京樽
29板保生食ほ-  653,飲食店営業,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,株式会社マルエツ,株式会社マルエツ成増南口店,営業設備の大要,変更,,板橋区保健所,株式会社マルエツ成増南口店,03,,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,東京都,板橋区,成増１,,,,,,株式会社マルエツ,,,,,,,,,,29板保生食ほ-  653,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
29板保生食ほ-  654,飲食店営業,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,株式会社マルエツ,株式会社マルエツ成増南口店,営業設備の大要,変更,,板橋区保健所,株式会社マルエツ成増南口店,03,,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,東京都,板橋区,成増１,,,,,,株式会社マルエツ,,,,,,,,,,29板保生食ほ-  654,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
29板保生食ほ-  655,飲食店営業,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,株式会社マルエツ,株式会社マルエツ成増南口店,営業設備の大要,変更,,板橋区保健所,株式会社マルエツ成増南口店,03,,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,東京都,板橋区,成増１,,,,,,株式会社マルエツ,,,,,,,,,,29板保生食ほ-  655,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
29板保生食ほ-  656,菓子製造業,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,株式会社マルエツ,株式会社マルエツ成増南口店,営業設備の大要,変更,,板橋区保健所,株式会社マルエツ成増南口店,03,,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,東京都,板橋区,成増１,,,,,,株式会社マルエツ,,,,,,,,,,29板保生食ほ-  656,変更,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,製造業,食料品製造業,,,,,,,,,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
29板保生食ほ-  657,菓子製造業,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,株式会社マルエツ,株式会社マルエツ成増南口店,営業設備の大要,変更,,板橋区保健所,株式会社マルエツ成増南口店,03,,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,東京都,板橋区,成増１,,,,,,株式会社マルエツ,,,,,,,,,,29板保生食ほ-  657,変更,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,製造業,食料品製造業,,,,,,,,,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
29板保生食ほ-  659,食肉販売業,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,株式会社マルエツ,株式会社マルエツ成増南口店,営業設備の大要,変更,,板橋区保健所,株式会社マルエツ成増南口店,03,,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,東京都,板橋区,成増１,,,,,,株式会社マルエツ,,,,,,,,,,29板保生食ほ-  659,変更,食肉販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
29板保生食ほ-  660,魚介類販売業,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,株式会社マルエツ,株式会社マルエツ成増南口店,営業設備の大要,変更,,板橋区保健所,株式会社マルエツ成増南口店,03,,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,東京都,板橋区,成増１,,,,,,株式会社マルエツ,,,,,,,,,,29板保生食ほ-  660,変更,魚介類販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
2板保生食ほ-  106,飲食店営業,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,株式会社マルエツ,株式会社マルエツ成増南口店,営業設備の大要,変更,,板橋区保健所,株式会社マルエツ成増南口店,03,,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,東京都,板橋区,成増１,,,,,,株式会社マルエツ,,,,,,,,,,2板保生食ほ-  106,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
2板保生食ほ-  624,喫茶店営業（自動販売機）,東京都,板橋区成増一丁目14番10号,板橋区成増１丁目１４番１０号,,株式会社マルエツ,株式会社マルエツ成増南口店,営業設備の大要,変更,,板橋区保健所,株式会社マルエツ成増南口店,03,,,,,東京都　板橋区成増１丁目１４番１０号,東京都板橋区成増１丁目１４番１０号,,75113,東京都,板橋区,成増１,,,,,,株式会社マルエツ,,,,,,,,,,2板保生食ほ-  624,変更,喫茶店営業,自動販売機,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,株式会社マルエツ成増南口店,株式会社マルエツ成増南口店,株式会社マルエツ
2板保生食ほ-  945,乳類販売業,東京都,板橋区中丸町9番1号,板橋区中丸町９番１号,,株式会社花正,肉のハナマサプラス要町店,営業所名称、屋号または商号,変更,,板橋区保健所,肉のハナマサプラス要町店,03,,,,,東京都　板橋区中丸町９番１号,東京都板橋区中丸町９番１号,,75112,東京都,板橋区,中丸町,,,,,,株式会社花正,,,,,,,,,,2板保生食ほ-  945,変更,乳類販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,肉のハナマサプラス要町店,肉のハナマサプラス要町店,株式会社花正
2板保生食ほ-  946,食肉販売業,東京都,板橋区中丸町9番1号,板橋区中丸町９番１号,,株式会社花正,肉のハナマサプラス要町店,営業所名称、屋号または商号,変更,,板橋区保健所,肉のハナマサプラス要町店,03,,,,,東京都　板橋区中丸町９番１号,東京都板橋区中丸町９番１号,,75112,東京都,板橋区,中丸町,,,,,,株式会社花正,,,,,,,,,,2板保生食ほ-  946,変更,食肉販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,肉のハナマサプラス要町店,肉のハナマサプラス要町店,株式会社花正
2板保生食ほ-  947,魚介類販売業,東京都,板橋区中丸町9番1号,板橋区中丸町９番１号,,株式会社花正,肉のハナマサプラス要町店,営業所名称、屋号または商号,変更,,板橋区保健所,肉のハナマサプラス要町店,03,,,,,東京都　板橋区中丸町９番１号,東京都板橋区中丸町９番１号,,75112,東京都,板橋区,中丸町,,,,,,株式会社花正,,,,,,,,,,2板保生食ほ-  947,変更,魚介類販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,肉のハナマサプラス要町店,肉のハナマサプラス要町店,株式会社花正
2板保生食れ-  118,食料品等販売業,東京都,板橋区中丸町9番1号,板橋区中丸町９番１号,,株式会社花正,肉のハナマサプラス要町店,営業所名称、屋号または商号,変更,,板橋区保健所,肉のハナマサプラス要町店,03,,,,,東京都　板橋区中丸町９番１号,東京都板橋区中丸町９番１号,,75112,東京都,板橋区,中丸町,,,,,,株式会社花正,,,,,,,,,,2板保生食れ-  118,変更,食料品販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,農業，林業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,肉のハナマサプラス要町店,肉のハナマサプラス要町店,株式会社花正
30板保生食ほ-  879,飲食店営業,東京都,板橋区徳丸三丁目17番7号,板橋区徳丸３丁目１７番７号,,株式会社花正,肉のハナマサプラス東武練馬店,営業所名称、屋号または商号,変更,,板橋区保健所,肉のハナマサプラス東武練馬店,03,,,,,東京都　板橋区徳丸３丁目１７番７号,東京都板橋区徳丸３丁目１７番７号,,75100,東京都,板橋区,徳丸３,,,,,,株式会社花正,,,,,,,,,,30板保生食ほ-  879,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,肉のハナマサプラス東武練馬店,肉のハナマサプラス東武練馬店,株式会社花正
30板保生食ほ-  881,食肉販売業,東京都,板橋区徳丸三丁目17番7号,板橋区徳丸３丁目１７番７号,,株式会社花正,肉のハナマサプラス東武練馬店,営業所名称、屋号または商号,変更,,板橋区保健所,肉のハナマサプラス東武練馬店,03,,,,,東京都　板橋区徳丸３丁目１７番７号,東京都板橋区徳丸３丁目１７番７号,,75100,東京都,板橋区,徳丸３,,,,,,株式会社花正,,,,,,,,,,30板保生食ほ-  881,変更,食肉販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,肉のハナマサプラス東武練馬店,肉のハナマサプラス東武練馬店,株式会社花正
30板保生食ほ-  882,魚介類販売業,東京都,板橋区徳丸三丁目17番7号,板橋区徳丸３丁目１７番７号,,株式会社花正,肉のハナマサプラス東武練馬店,営業所名称、屋号または商号,変更,,板橋区保健所,肉のハナマサプラス東武練馬店,03,,,,,東京都　板橋区徳丸３丁目１７番７号,東京都板橋区徳丸３丁目１７番７号,,75100,東京都,板橋区,徳丸３,,,,,,株式会社花正,,,,,,,,,,30板保生食ほ-  882,変更,魚介類販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,肉のハナマサプラス東武練馬店,肉のハナマサプラス東武練馬店,株式会社花正
31板保生食ほ- 1222,飲食店営業,東京都,板橋区舟渡一丁目15番30号,板橋区舟渡１丁目１５番３０号,,有限会社鳥やす,串鐵,代表者氏名,変更,,板橋区保健所,串鐵,03,,,,,東京都　板橋区舟渡１丁目１５番３０号,東京都板橋区舟渡１丁目１５番３０号,,75134,東京都,板橋区,舟渡１,,,,,,有限会社鳥やす,,,,,,,,,,31板保生食ほ- 1222,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,串鐵,串鐵,有限会社鳥やす
31板保生食ほ- 1222,飲食店営業,東京都,板橋区舟渡一丁目15番30号,板橋区舟渡１丁目１５番３０号,,有限会社鳥やす,串鐵,社名（法人）,変更,,板橋区保健所,串鐵,03,,,,,東京都　板橋区舟渡１丁目１５番３０号,東京都板橋区舟渡１丁目１５番３０号,,75134,東京都,板橋区,舟渡１,,,,,,有限会社鳥やす,,,,,,,,,,31板保生食ほ- 1222,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,串鐵,串鐵,有限会社鳥やす
28板保生食ほ- 1067,飲食店営業（自動車）,東京都,都内一円,都内一円,,TAVAKOLI　ALI,アリーズケバブ,その他,変更,,板橋区保健所,アリーズケバブ,,,,,,東京都　都内一円,東京都都内一円,,,東京都,,,,,,,,,TAVAKOLI　ALI,,,,,,,,,28板保生食ほ- 1067,変更,飲食店営業,自動車,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,アリーズケバブ,アリズケバブ,
26板保生食ほ- 1187,飲食店営業,東京都,板橋区高島平八丁目15番6号　メゾン高橋１０４,板橋区高島平８丁目１５番６号, メゾン高橋１０４,大塚　功,花ふぶき高島平駅前店,住所（個人）,変更,,板橋区保健所,花ふぶき高島平駅前店,03,,,,,東京都　板橋区高島平８丁目１５番６号,東京都板橋区高島平８丁目１５番６号, メゾン高橋１０４,75091,東京都,板橋区,高島平８,,,,,,,大塚　功,,,,,,,,,26板保生食ほ- 1187,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,花ふぶき高島平駅前店,花ふぶき高島平駅前店,
26板保生食ほ- 1188,菓子製造業,東京都,板橋区高島平八丁目15番6号　メゾン高橋１０４,板橋区高島平８丁目１５番６号, メゾン高橋１０４,大塚　功,花ふぶき高島平駅前店,住所（個人）,変更,,板橋区保健所,花ふぶき高島平駅前店,03,,,,,東京都　板橋区高島平８丁目１５番６号,東京都板橋区高島平８丁目１５番６号, メゾン高橋１０４,75091,東京都,板橋区,高島平８,,,,,,,大塚　功,,,,,,,,,26板保生食ほ- 1188,変更,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,製造業,食料品製造業,,,,,,,,,花ふぶき高島平駅前店,花ふぶき高島平駅前店,
28板保生食ほ-  876,飲食店営業,東京都,板橋区仲宿41番8号,板橋区仲宿４１番８号,,株式会社すかいらーくレストランツ,バーミヤン板橋仲宿店,営業所名称、屋号または商号,変更,,板橋区保健所,バーミヤン板橋仲宿店,03,,,,,東京都　板橋区仲宿４１番８号,東京都板橋区仲宿４１番８号,,75107,東京都,板橋区,仲宿,,,,,,株式会社すかいらーくレストランツ,,,,,,,,,,28板保生食ほ-  876,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,バーミヤン板橋仲宿店,バミヤン板橋仲宿店,株式会社すかいらーくレストランツ
28板保生食ほ-  876,飲食店営業,東京都,板橋区仲宿41番8号,板橋区仲宿４１番８号,,株式会社すかいらーくレストランツ,バーミヤン板橋仲宿店,営業設備の大要,変更,,板橋区保健所,バーミヤン板橋仲宿店,03,,,,,東京都　板橋区仲宿４１番８号,東京都板橋区仲宿４１番８号,,75107,東京都,板橋区,仲宿,,,,,,株式会社すかいらーくレストランツ,,,,,,,,,,28板保生食ほ-  876,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,バーミヤン板橋仲宿店,バミヤン板橋仲宿店,株式会社すかいらーくレストランツ
3板保生食ほ-  704,飲食店営業,東京都,板橋区赤塚六丁目27番11号,板橋区赤塚６丁目２７番１１号,,株式会社ＭＡＣ　ＩＮＤＵＳＴＲＩＥＳ,６ＤｅｇｒｅｅｓＭａｒｋｅｔ,本社所在地（法人）,変更,,板橋区保健所,６ＤｅｇｒｅｅｓＭａｒｋｅｔ,03,,,,,東京都　板橋区赤塚６丁目２７番１１号,東京都板橋区赤塚６丁目２７番１１号,,75033,東京都,板橋区,赤塚６,,,,,,株式会社ＭＡＣ　ＩＮＤＵＳＴＲＩＥＳ,,,,,,,,,,3板保生食ほ-  704,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,６ＤｅｇｒｅｅｓＭａｒｋｅｔ,６ＤｅｇｒｅｅｓＭａｒｋｅｔ,株式会社ＭＡＣ　ＩＮＤＵＳＴＲＩＥＳ
29板保生食ほ-   34,飲食店営業,東京都,板橋区徳丸二丁目2番14号,板橋区徳丸２丁目２番１４号,,株式会社ジーエスアール,磯がってん寿司東武練馬店,代表者氏名,変更,,板橋区保健所,磯がってん寿司東武練馬店,03,,,,,東京都　板橋区徳丸２丁目２番１４号,東京都板橋区徳丸２丁目２番１４号,,75099,東京都,板橋区,徳丸２,,,,,,株式会社ジーエスアール,,,,,,,,,,29板保生食ほ-   34,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,磯がってん寿司東武練馬店,磯がってん寿司東武練馬店,株式会社ジーエスアール
27板保生食ほ- 1227,菓子製造業,東京都,板橋区南常盤台一丁目39番3号,板橋区南常盤台１丁目３９番３号,,有限会社栄太楼,榮太楼,営業設備の大要,変更,,板橋区保健所,榮太楼,03,,,,,東京都　板橋区南常盤台１丁目３９番３号,東京都板橋区南常盤台１丁目３９番３号,,75148,東京都,板橋区,南常盤台１,,,,,,有限会社栄太楼,,,,,,,,,,27板保生食ほ- 1227,変更,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,製造業,食料品製造業,,,,,,,,,榮太楼,榮太楼,有限会社栄太楼
