https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,許可年月日,確認番号,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者名,"営業者
電話番号",営業所名称,営業所所在地,,,"営業所
電話番号",業種,許可年月日,許可番号,許可の有効期限FROM,許可の有効期限TO,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
ＰＵＮ合同会社 PUN MAGAR DAMMAR BAHADUR,,Ｓｕｎ　Ｌｉｇｈｔ,名古屋市中区大須二丁目２３番３４号　大須GATEビル　２Ｆ,名古屋市中区大須２丁目２３番３４号,大須GATEビル ２Ｆ,232-1137,飲食店営業,2021/12/8,3中保管第1-1630号,2021/12/21,2027/12/20,,245,Ｓｕｎ　Ｌｉｇｈｔ,052,052-232-1137,,,,名古屋市中区大須２丁目２３番３４号,愛知県名古屋市中区大須２丁目２３番３４号,大須GATEビル ２Ｆ,114844,23,23106,大須２,,,2021/12/08,2021/12/21,2027/12/20,ＰＵＮ合同会社 PUN MAGAR DAMMAR BAHADUR,,,,,,,,,,3中保管第1-1630号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＳｕｎＬｉｇｈｔ052-232-113711484423106,d470ece5-6a4d-4c2d-ba36-36e6a9cbc723,ＰＵＮ合同会社ＰＵＮ　ＭＡＧＡＲ　ＤＡＭＭＡＲ　ＢＡＨＡＤＵＲ,e3833ee5-ad1e-4ded-8809-0b304cbb5aa3,31474d85-12b8-4161-b2e4-a9be7e0231dd,2021/12/08,Ｓｕｎ　Ｌｉｇｈｔ,ＳｕｎＬｉｇｈｔ,ＰＵＮ合同会社ＰＵＮ　ＭＡＧＡＲ　ＤＡＭＭＡＲ　ＢＡＨＡＤＵＲ
株式会社　ノーノ―ノー 代表取締役　北川　克彦,,ＳＴＩＬＬ　ＴＨＩＮＫＩＮＧ　ＣＯＦＦＥＥ,名古屋市中区錦二丁目１０番８号　袋町繊維会館１F,名古屋市中区錦２丁目１０番８号, 袋町繊維会館１F,,飲食店営業,2021/12/16,3中保管第1-1242号,2021/12/16,2027/12/20,,245,ＳＴＩＬＬ　ＴＨＩＮＫＩＮＧ　ＣＯＦＦＥＥ,052,,,,,名古屋市中区錦２丁目１０番８号,愛知県名古屋市中区錦２丁目１０番８号, 袋町繊維会館１F,114879,23,23106,錦２,,,2021/12/16,2021/12/16,2027/12/20,株式会社　ノーノ―ノー ,代表取締役　北川　克彦,,,,,,,,,3中保管第1-1242号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＳＴＩＬＬＴＨＩＮＫＩＮＧＣＯＦＦＥＥ11487923106,1fb179f3-2bdb-42f1-a832-1763ba9fc505,株式会社ノーノ―ノー　,756afa16-4765-440f-b096-ac296b5c43ca,e73187a1-dc9c-4cc8-93fe-c15dd02eb46a,2021/12/16,ＳＴＩＬＬ　ＴＨＩＮＫＩＮＧ　ＣＯＦＦＥＥ,ＳＴＩＬＬＴＨＩＮＫＩＮＧＣＯＦＦＥＥ,株式会社ノーノ―ノー　
ＲＥＧＭＩ　ＢＩＳＨＮＵ　ＰＲＡＳＡＤ,,ＩＮＰＡＬ,名古屋市中区大須三丁目３６番３１号　,名古屋市中区大須３丁目３６番３１号, ,251-1003,飲食店営業,2021/12/9,3中保管第1-1679号,2021/12/21,2027/12/20,,245,ＩＮＰＡＬ,052,052-251-1003,,,,名古屋市中区大須３丁目３６番３１号,愛知県名古屋市中区大須３丁目３６番３１号, ,114845,23,23106,大須３,,,2021/12/09,2021/12/21,2027/12/20,,ＲＥＧＭＩ　ＢＩＳＨＮＵ　ＰＲＡＳＡＤ,,,,,,,,,3中保管第1-1679号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＩＮＰＡＬ052-251-100311484523106,c6e1399b-fefb-4754-bae0-43946a897210,,personal,e693b8b7-7925-4098-a442-6906b0a140f0,2021/12/09,ＩＮＰＡＬ,ＩＮＰＡＬ,
加藤　亮人,,ＳＡＡＧ,名古屋市中区栄一丁目１４番１１号　大橋ビル１Ｆ,名古屋市中区栄１丁目１４番１１号, 大橋ビル１Ｆ,,飲食店営業,2021/12/9,3中保管第1-1706号,2021/12/21,2027/12/20,,245,ＳＡＡＧ,052,,,,,名古屋市中区栄１丁目１４番１１号,愛知県名古屋市中区栄１丁目１４番１１号, 大橋ビル１Ｆ,114855,23,23106,栄１,,,2021/12/09,2021/12/21,2027/12/20,,加藤　亮人,,,,,,,,,3中保管第1-1706号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＳＡＡＧ11485523106,9ee1a7af-f13a-45c8-a4ab-32971c3ae94b,,personal,7654b704-92e1-49e8-8b71-244969a2699f,2021/12/09,ＳＡＡＧ,ＳＡＡＧ,
竹居　美寿子,,ライブ居酒屋　きりもりや,名古屋市中区栄四丁目２０番９号　第１０六本木ビレッジ　２０５号,名古屋市中区栄４丁目２０番９号,第１０六本木ビレッジ ２０５号,,飲食店営業,2021/12/8,3中保管第1-1666号,2021/12/11,2027/12/20,,245,ライブ居酒屋　きりもりや,052,,,,,名古屋市中区栄４丁目２０番９号,愛知県名古屋市中区栄４丁目２０番９号,第１０六本木ビレッジ ２０５号,114858,23,23106,栄４,,,2021/12/08,2021/12/11,2027/12/20,,竹居　美寿子,,,,,,,,,3中保管第1-1666号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ライブ居酒屋きりもりや11485823106,36701647-2605-40ce-b132-dccbf1071e4b,,personal,b3aa9c5f-dc81-4829-9df4-dd29ff87d85d,2021/12/08,ライブ居酒屋　きりもりや,ライブ居酒屋きりもりや,
株式会社島物語 代表取締役　佐橋　信義,098-917-2522,やきとり　海風,名古屋市中区錦三丁目１９番８号　ヒロ石川ビル　Ｂ１,名古屋市中区錦３丁目１９番８号,ヒロ石川ビル Ｂ１,,飲食店営業,2021/12/9,3中保管第1-1676号,2021/12/10,2027/12/20,,245,やきとり　海風,052,,,,,名古屋市中区錦３丁目１９番８号,愛知県名古屋市中区錦３丁目１９番８号,ヒロ石川ビル Ｂ１,114880,23,23106,錦３,,,2021/12/09,2021/12/10,2027/12/20,株式会社島物語 ,代表取締役　佐橋　信義,098-917-2522,,,,,,,,3中保管第1-1676号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,やきとり海風11488023106,e8710403-1a25-43bf-b9e6-02841c299bc0,株式会社島物語　,c63c1488-1c92-41a6-830c-d7b86939ce5e,fbb40611-f35a-43fa-af54-66f3cd38f7a5,2021/12/09,やきとり　海風,やきとり海風,株式会社島物語　
中島　勇人,,高級お茶漬けと雑炊　茶心,名古屋市中区栄四丁目２０番９号　第１０六本木ヴィレッジ　１０２,名古屋市中区栄４丁目２０番９号,第１０六本木ヴィレッジ １０２,052-228-0175,飲食店営業,2021/12/8,3中保管第1-1675号,2021/12/8,2027/12/20,,245,高級お茶漬けと雑炊　茶心,052,052-228-0175,,,,名古屋市中区栄４丁目２０番９号,愛知県名古屋市中区栄４丁目２０番９号,第１０六本木ヴィレッジ １０２,114858,23,23106,栄４,,,2021/12/08,2021/12/08,2027/12/20,,中島　勇人,,,,,,,,,3中保管第1-1675号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,高級お茶漬けと雑炊茶心052-228-017511485823106,b739c6f5-6f63-4d8e-a4c4-8bc478deee9a,,personal,a75a6968-bd39-40d3-b7d0-37bb7fe0a7e9,2021/12/08,高級お茶漬けと雑炊　茶心,高級お茶漬けと雑炊茶心,
大塲　淑斗,,ＲＯＹ２,名古屋市中区錦三丁目１０番１３号　ＰＩＡ錦ビル２Ａ,名古屋市中区錦３丁目１０番１３号, ＰＩＡ錦ビル２Ａ,,飲食店営業,2021/12/10,3中保管第1-1698号,2021/12/10,2027/12/20,,245,ＲＯＹ２,052,,,,,名古屋市中区錦３丁目１０番１３号,愛知県名古屋市中区錦３丁目１０番１３号, ＰＩＡ錦ビル２Ａ,114880,23,23106,錦３,,,2021/12/10,2021/12/10,2027/12/20,,大塲　淑斗,,,,,,,,,3中保管第1-1698号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＲＯＹ２11488023106,4372489f-e3fb-47a6-acaa-ff338cf8418f,,personal,47bbc2ae-02a1-4585-803f-411864cf8bb0,2021/12/10,ＲＯＹ２,ＲＯＹ２,
株式会社ハートランドスタジオ 代表取締役　伊神　悟,052-934-7810,ハートランド　／　スペードボックス,名古屋市中区新栄二丁目１番９号　雲竜フレックスビル　西館Ｂ１階,名古屋市中区新栄２丁目１番９号,雲竜フレックスビル 西館Ｂ１階,212-9018,飲食店営業,2021/12/10,3中保管第1-1645号,2021/12/21,2027/12/20,,245,ハートランド　／　スペードボックス,052,052-212-9018,,,,名古屋市中区新栄２丁目１番９号,愛知県名古屋市中区新栄２丁目１番９号,雲竜フレックスビル 西館Ｂ１階,114866,23,23106,新栄２,,,2021/12/10,2021/12/21,2027/12/20,株式会社ハートランドスタジオ ,代表取締役　伊神　悟,052-934-7810,,,,,,,,3中保管第1-1645号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ハトランドスペドボックス052-212-901811486623106,0bd774db-d69c-43ae-b324-9b85998e30af,株式会社ハートランドスタジオ　,aac94019-a569-4611-90c8-21f44e4dd21e,6c4dc2e8-cbf7-43c2-943b-7f34b843f777,2021/12/10,ハートランド　／　スペードボックス,ハトランドスペドボックス,株式会社ハートランドスタジオ　
合同会社ドリームゲート 代表社員　眞塩　香織,,Ｃａｆｅ　Ｄｒｅａｍ,名古屋市中区正木一丁目１８番１９号　宮田ビル１Ｆ,名古屋市中区正木１丁目１８番１９号, 宮田ビル１Ｆ,,飲食店営業,2021/12/10,3中保管第1-1704号,2021/12/11,2027/12/20,,245,Ｃａｆｅ　Ｄｒｅａｍ,052,,,,,名古屋市中区正木１丁目１８番１９号,愛知県名古屋市中区正木１丁目１８番１９号, 宮田ビル１Ｆ,114894,23,23106,正木１,,,2021/12/10,2021/12/11,2027/12/20,合同会社ドリームゲート ,代表社員　眞塩　香織,,,,,,,,,3中保管第1-1704号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＣａｆｅＤｒｅａｍ11489423106,6d967982-e3e8-4607-9492-189490eb0d91,合同会社ドリームゲート　,571574c9-4402-4b7f-af51-42db3bd14612,35bbccd5-9679-43ba-ab07-89bf046905c5,2021/12/10,Ｃａｆｅ　Ｄｒｅａｍ,ＣａｆｅＤｒｅａｍ,合同会社ドリームゲート　
合同会社　ＨＯＰＥ 代表社員　杉山　稜,,Ｃａｆｅ　Ｓｗｅｅｔ,名古屋市中区大須三丁目３０番４０号　万松寺ビル２Ｆ－１４,名古屋市中区大須３丁目３０番４０号 ,万松寺ビル２Ｆ－１４,,飲食店営業,2021/12/15,3中保管第1-1671号,2021/12/18,2027/12/20,,245,Ｃａｆｅ　Ｓｗｅｅｔ,052,,,,,名古屋市中区大須３丁目３０番４０号 ,愛知県名古屋市中区大須３丁目３０番４０号,万松寺ビル２Ｆ－１４,114845,23,23106,大須３,,,2021/12/15,2021/12/18,2027/12/20,合同会社　ＨＯＰＥ ,代表社員　杉山　稜,,,,,,,,,3中保管第1-1671号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＣａｆｅＳｗｅｅｔ11484523106,367eaa66-5a2b-4cec-a53d-f65a3c0dcd70,合同会社ＨＯＰＥ　,eb639d1a-e3fa-40a6-8801-deffdd05d242,2235fa44-ada0-4ca5-86ea-d9659147d2cb,2021/12/15,Ｃａｆｅ　Ｓｗｅｅｔ,ＣａｆｅＳｗｅｅｔ,合同会社ＨＯＰＥ　
株式会社エフェクトグループ 代表取締役社長　藤本　健太,,パラステラ,名古屋市中区大須二丁目１７番１７号　リアリービル　３Ｆ,名古屋市中区大須２丁目１７番１７号,リアリービル ３Ｆ,,飲食店営業,2021/12/13,3中保管第1-1724号,2021/12/15,2027/12/20,,245,パラステラ,052,,,,,名古屋市中区大須２丁目１７番１７号,愛知県名古屋市中区大須２丁目１７番１７号,リアリービル ３Ｆ,114844,23,23106,大須２,,,2021/12/13,2021/12/15,2027/12/20,株式会社エフェクトグループ ,代表取締役社長　藤本　健太,,,,,,,,,3中保管第1-1724号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,パラステラ11484423106,39f04032-83ef-482e-9ee3-6b4f3c986810,株式会社エフェクトグループ　,a9db9810-0c16-4667-bd57-265710bc958c,8e7c06c4-6dc7-475a-b4c4-eeba8aa50c74,2021/12/13,パラステラ,パラステラ,株式会社エフェクトグループ　
犬飼　誉人,,Ｃａｆｅ　Ｊ’ｓ,名古屋市中区松原三丁目１０番１４号　,名古屋市中区松原３丁目１０番１４号, ,052-332-8236,飲食店営業,2021/12/15,3中保管第1-1065号,2021/12/15,2027/12/20,,245,Ｃａｆｅ　Ｊ’ｓ,052,052-332-8236,,,,名古屋市中区松原３丁目１０番１４号,愛知県名古屋市中区松原３丁目１０番１４号, ,114900,23,23106,松原３,,,2021/12/15,2021/12/15,2027/12/20,,犬飼　誉人,,,,,,,,,3中保管第1-1065号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＣａｆｅＪｓ052-332-823611490023106,ffe42b34-edb3-4212-8b97-d262e61644b2,,personal,bfc7c2eb-b29e-4a02-b257-4d4da4287ae1,2021/12/15,Ｃａｆｅ　Ｊ＇ｓ,ＣａｆｅＪｓ,
高橋　一哉,,Ｒｅｉｎｏ　Ｃｅｌｅｓｔｅ,名古屋市中区大須一丁目２２番３０号　水の国ハウス２Ｆ,名古屋市中区大須１丁目２２番３０号, 水の国ハウス２Ｆ,052-231-2244,飲食店営業,2021/12/15,3中保管第1-1667号,2021/12/17,2027/12/20,,245,Ｒｅｉｎｏ　Ｃｅｌｅｓｔｅ,052,052-231-2244,,,,名古屋市中区大須１丁目２２番３０号,愛知県名古屋市中区大須１丁目２２番３０号, 水の国ハウス２Ｆ,114843,23,23106,大須１,,,2021/12/15,2021/12/17,2027/12/20,,高橋　一哉,,,,,,,,,3中保管第1-1667号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＲｅｉｎｏＣｅｌｅｓｔｅ052-231-224411484323106,29258f54-e9cf-4e8c-be69-a493ca558ff6,,personal,c7fc4ba1-75c0-41f0-8beb-dcd78156f573,2021/12/15,Ｒｅｉｎｏ　Ｃｅｌｅｓｔｅ,ＲｅｉｎｏＣｅｌｅｓｔｅ,
株式会社　５ＴＡＰ 代表取締役　山口　修,,うに横丁,名古屋市中区栄五丁目５番１３号　,名古屋市中区栄５丁目５番１３号, ,052-211-7850,飲食店営業,2021/12/13,3中保管第1-1700号,2021/12/13,2027/12/20,,245,うに横丁,052,052-211-7850,,,,名古屋市中区栄５丁目５番１３号,愛知県名古屋市中区栄５丁目５番１３号, ,114859,23,23106,栄５,,,2021/12/13,2021/12/13,2027/12/20,株式会社　５ＴＡＰ ,代表取締役　山口　修,,,,,,,,,3中保管第1-1700号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,うに横丁052-211-785011485923106,d058b873-ee2a-4dac-819e-16ec63ecca64,株式会社５ＴＡＰ　,5a1b50ae-2678-4bdc-8a75-7d6ff168cbc4,654f86a8-2a8a-4017-818e-145eec37b42a,2021/12/13,うに横丁,うに横丁,株式会社５ＴＡＰ　
株式会社　セブンライフ 代表取締役　村上　良子,483-7018,麺屋豚神,名古屋市中区大須三丁目３０番３１号　,名古屋市中区大須３丁目３０番３１号, ,052-261-8639,飲食店営業,2021/12/13,3中保管第1-1703号,2022/1/21,2028/1/20,,245,麺屋豚神,052,052-261-8639,,,,名古屋市中区大須３丁目３０番３１号,愛知県名古屋市中区大須３丁目３０番３１号, ,114845,23,23106,大須３,,,2021/12/13,2022/01/21,2028/01/20,株式会社　セブンライフ ,代表取締役　村上　良子,052-483-7018,,,,,,,,3中保管第1-1703号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,麺屋豚神052-261-863911484523106,104d8819-4685-4139-8725-2307e6a69256,株式会社セブンライフ　,36e7c364-c850-475f-ad32-39fc2866d5c4,28f6effa-029d-4dc6-baaa-c2eab0c3f8a4,2021/12/13,麺屋豚神,麺屋豚神,株式会社セブンライフ　
小玉　竜輝,,Ｂａｒ　トリビー,名古屋市中区東桜二丁目２３番２２号　ホテルマイステイズ名古屋栄Ｂ１,名古屋市中区東桜２丁目２３番２２号, ホテルマイステイズ名古屋栄Ｂ１,052-932-3310,飲食店営業,2021/12/13,3中保管第1-1711号,2021/12/20,2027/12/20,,245,Ｂａｒ　トリビー,052,052-932-3310,,,,名古屋市中区東桜２丁目２３番２２号,愛知県名古屋市中区東桜２丁目２３番２２号, ホテルマイステイズ名古屋栄Ｂ１,114883,23,23106,東桜２,,,2021/12/13,2021/12/20,2027/12/20,,小玉　竜輝,,,,,,,,,3中保管第1-1711号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,Ｂａｒトリビ052-932-331011488323106,98318332-7638-4844-9c52-4e1b17e5f72b,,personal,72edb42e-5154-4a54-8cbd-eb9218ab6795,2021/12/13,Ｂａｒ　トリビー,Ｂａｒトリビ,
株式会社　六弦 代表取締役　池田　昌隆,052-238-0860,次郎長,名古屋市中区栄四丁目４番２号　ちから栄ビル１階,名古屋市中区栄４丁目４番２号, ちから栄ビル１階,,飲食店営業,2021/12/13,3中保管第1-1680号,2021/12/14,2027/12/20,,245,次郎長,052,,,,,名古屋市中区栄４丁目４番２号,愛知県名古屋市中区栄４丁目４番２号, ちから栄ビル１階,114858,23,23106,栄４,,,2021/12/13,2021/12/14,2027/12/20,株式会社　六弦 ,代表取締役　池田　昌隆,052-238-0860,,,,,,,,3中保管第1-1680号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,次郎長11485823106,772be8aa-44bc-418a-8005-442281103840,株式会社六弦　,c6e84dad-0acb-4c9d-b695-34bf3f9f48d5,f87778d9-23a7-4b40-a737-d823aa0e60b1,2021/12/13,次郎長,次郎長,株式会社六弦　
株式会社　大勝物産 代表取締役　宅間　俊典,930-6570,寿司 向月 本館,名古屋市中区錦三丁目１３番１３号　M-oneビル１F,名古屋市中区錦３丁目１３番１３号 ,M－oneビル１F,955-1115,飲食店営業,2021/12/14,3中保管第1-1722号,2021/12/21,2027/12/20,,245,寿司 向月 本館,052,052-955-1115,,,,名古屋市中区錦３丁目１３番１３号 ,愛知県名古屋市中区錦３丁目１３番１３号,M－oneビル１F,114880,23,23106,錦３,,,2021/12/14,2021/12/21,2027/12/20,株式会社　大勝物産 ,代表取締役　宅間　俊典,052-930-6570,,,,,,,,3中保管第1-1722号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,寿司向月本館052-955-111511488023106,4ecf45d0-2891-4cbc-a6b8-1d614cfe888e,株式会社大勝物産　,f48bfd44-55fa-421f-b67a-fceeef7a3f6f,4a42cb7c-a6bc-4339-b8eb-2ba54f7ca8e8,2021/12/14,寿司　向月　本館,寿司向月本館,株式会社大勝物産　
株式会社　インナーピース 代表取締役　山本　桃子,,ｍｉｎｉｐａｒ,名古屋市中区大須三丁目１番３５号　ＨＡＳＥ－ＢＬＤＧ．３　３階,名古屋市中区大須３丁目１番３５号,ＨＡＳＥ－ＢＬＤＧ．３ ３階,050-5872-4508,飲食店営業,2021/12/14,3中保管第1-1642号,2021/12/18,2027/12/20,,245,ｍｉｎｉｐａｒ,052,050-5872-4508,,,,名古屋市中区大須３丁目１番３５号,愛知県名古屋市中区大須３丁目１番３５号,ＨＡＳＥ－ＢＬＤＧ．３ ３階,114845,23,23106,大須３,,,2021/12/14,2021/12/18,2027/12/20,株式会社　インナーピース ,代表取締役　山本　桃子,,,,,,,,,3中保管第1-1642号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ｍｉｎｉｐａｒ050-5872-450811484523106,0e79f5fd-261c-423b-8f0e-255d0f0c7cc5,株式会社インナーピース　,cf6f873c-daf8-4fbf-8a25-b05c452642d3,02142da4-879b-46ee-a26a-bbe8d4fb53dc,2021/12/14,ｍｉｎｉｐａｒ,ｍｉｎｉｐａｒ,株式会社インナーピース　
有限会社　バーアンドレストラン 取締役　中村　哲朗,052-265-9062,名代かきあげ丼　半日家　名古屋本店,名古屋市中区栄四丁目５番８号　エアリビルＢ１,名古屋市中区栄４丁目５番８号, エアリビルＢ１,,飲食店営業,2021/12/13,3中保管第1-1708号,2021/12/13,2027/12/20,,245,名代かきあげ丼　半日家　名古屋本店,052,,,,,名古屋市中区栄４丁目５番８号,愛知県名古屋市中区栄４丁目５番８号, エアリビルＢ１,114858,23,23106,栄４,,,2021/12/13,2021/12/13,2027/12/20,有限会社　バーアンドレストラン ,取締役　中村　哲朗,052-265-9062,,,,,,,,3中保管第1-1708号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,名代かきあげ丼半日家名古屋本店11485823106,ee259d4d-e9d9-4ee7-b0a0-03fcd9f02c7c,有限会社バーアンドレストラン　,5182d8f6-70b7-4a65-b998-7a4f6aff2d00,248f6bad-181c-490f-8f73-2c2761ac4b1a,2021/12/13,名代かきあげ丼　半日家　名古屋本店,名代かきあげ丼半日家名古屋本店,有限会社バーアンドレストラン　
株式会社　あいや 代表取締役　杉田　武男,0563-56-2233,西条園　抹茶カフェ　ラシック店,名古屋市中区栄三丁目６番１号　ラシック　地下１階,名古屋市中区栄３丁目６番１号,ラシック 地下１階,,飲食店営業,2021/12/17,3中保管第1-1732号,2021/12/20,2027/12/20,,245,西条園　抹茶カフェ　ラシック店,052,,,,,名古屋市中区栄３丁目６番１号,愛知県名古屋市中区栄３丁目６番１号,ラシック 地下１階,114857,23,23106,栄３,,,2021/12/17,2021/12/20,2027/12/20,株式会社　あいや ,代表取締役　杉田　武男,0563-56-2233,,,,,,,,3中保管第1-1732号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,西条園抹茶カフェラシック店11485723106,ff3acc18-ae47-407b-9760-7c690d7c4a4c,株式会社あいや　,c91613d5-80ba-4fb6-97a1-75d3aa1c93c4,6f1b2144-be44-4105-bfbf-e8858e815875,2021/12/17,西条園　抹茶カフェ　ラシック店,西条園抹茶カフェラシック店,株式会社あいや　
ＳＤＮ ＨＯＬＤＩＮＧＳ ＪＡＰＡＮ株式会社 代表取締役　宇野　雅晴,052-861-7029,Ｅａｔｓ　Ｕｐ,名古屋市中区錦三丁目４番１８号　ＣＩＥＬ　ＢＬＵＥ錦三丁目　１Ｂ,名古屋市中区錦３丁目４番１８号 ,ＣＩＥＬ ＢＬＵＥ錦３丁目 １Ｂ,,飲食店営業,2021/12/14,3中保管第1-1731号,2021/12/14,2027/12/13,,245,Ｅａｔｓ　Ｕｐ,052,,,,,名古屋市中区錦３丁目４番１８号 ,愛知県名古屋市中区錦３丁目４番１８号,ＣＩＥＬ ＢＬＵＥ錦３丁目 １Ｂ,114880,23,23106,錦３,,,2021/12/14,2021/12/14,2027/12/13,ＳＤＮ ＨＯＬＤＩＮＧＳ ＪＡＰＡＮ株式会社 ,代表取締役　宇野　雅晴,052-861-7029,,,,,,,,3中保管第1-1731号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＥａｔｓＵｐ11488023106,5debebc1-edd7-40f7-9d2b-2fd2161f7c90,ＳＤＮ　ＨＯＬＤＩＮＧＳ　ＪＡＰＡＮ株式会社,51f7acee-b475-40b1-a579-57c829b6daa4,3a73dd6d-c45d-4a05-baf4-fb9d011c9f2a,2021/12/14,Ｅａｔｓ　Ｕｐ,ＥａｔｓＵｐ,ＳＤＮ　ＨＯＬＤＩＮＧＳ　ＪＡＰＡＮ株式会社
ホスタ株式会社 代表取締役　加藤　峰子,052-212-9766,ゆで太郎名古屋中区役所店,名古屋市中区栄四丁目１番８号　栄サンシティービル　地下１階,名古屋市中区栄４丁目１番８号,栄サンシティービル 地下１階,,飲食店営業,2021/12/14,3中保管第1-1430号,2021/12/20,2027/12/20,,245,ゆで太郎名古屋中区役所店,052,,,,,名古屋市中区栄４丁目１番８号,愛知県名古屋市中区栄４丁目１番８号,栄サンシティービル 地下１階,114858,23,23106,栄４,,,2021/12/14,2021/12/20,2027/12/20,ホスタ株式会社 ,代表取締役　加藤　峰子,052-212-9766,,,,,,,,3中保管第1-1430号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ゆで太郎名古屋中区役所店11485823106,9014721a-93c3-45e3-a692-b7b6714acb3d,ホスタ株式会社,ef9a1e05-6779-4dce-8894-1f44c6dfaf06,f629ff83-1d44-485e-be18-8176ef93001e,2021/12/14,ゆで太郎名古屋中区役所店,ゆで太郎名古屋中区役所店,ホスタ株式会社
