https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,n処理終了,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,,,,,,,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,申請者1,,,申請-住所1,申請-マンション名,申請-電話番号1,申請年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,施設＿名称（屋号・商号）,所在地,,,,,,,,,施設＿電話番号（所在地）,種目（営業の種類）,申請者＿申請者名,,,申請者＿住所,,申請者＿電話番号,届出年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
10460,Tarkey’s    Kitchen,吉野郡大淀町    他県内一円,,吉野郡大淀町 他県内一円,,,吉野郡大淀町 他県内一円,吉野郡大淀町他県内一円,吉野郡大淀町他県内一円,,,その他の食料・飲料販売業,,,,,,,R03.08.26,,324,Tarkey’s    Kitchen,,,,,,吉野郡大淀町他県内一円,奈良県吉野郡大淀町他県内一円,,174417,29,29442,,2021/08/26,,,,,,,,,,,,,,,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ＴａｒｋｅｙｓＫｉｔｃｈｅｎ17441729442,f415f07f-2796-4d20-a535-c789fb853c94,,personal,1be53e60-519b-4bb3-8a45-af8e20a2b9c9,2021/08/26,Ｔａｒｋｅｙ＇ｓ　Ｋｉｔｃｈｅｎ,ＴａｒｋｅｙｓＫｉｔｃｈｅｎ,
10462,フードストア西,吉野郡吉野町上市８６,,吉野郡吉野町上市８６,,,吉野郡吉野町上市８６,吉野郡吉野町上市８６,吉野郡吉野町上市８６,,0746-32-2381,乳類販売業,株式会社共栄,,,吉野郡吉野町上市８６,,0746-32-2381,R03.08.26,,324,フードストア西,0746,0746-32-2381,,,,吉野郡吉野町上市８６,奈良県吉野郡吉野町上市８６,,174636,29,29441,上市,2021/08/26,,,,,株式会社共栄,,0746-32-2381,吉野郡吉野町上市８６,奈良県吉野郡吉野町上市８６,,174636,奈良県,吉野郡吉野町,上市,,,乳類販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,フドストア西0746-32-238117463629441,59cbacbe-c9a9-4fe8-b14e-a4bfd2463dbc,株式会社共栄174636,5d870ed8-930c-42ff-8a68-e316d179a994,5e658749-99c4-460e-bfd8-0612b5c5e42c,2021/08/26,フードストア西,フドストア西,株式会社共栄
10464,きなり館,吉野郡下北山村上池原２８２,,吉野郡下北山村上池原２８２,,,吉野郡下北山村上池原２８２,吉野郡下北山村上池原２８２,吉野郡下北山村上池原２８２,,07468-5-2001,野菜果物販売業,一般社団法人    下北山むらづくりセンタ－,,,吉野郡下北山村寺垣内    ９８３,,07468-5-2711,R03.08.02,,324,きなり館,07468,07468-5-2001,,,,吉野郡下北山村上池原２８２,奈良県吉野郡下北山村上池原２８２,,174509,29,29450,上池原,2021/08/02,,,,,一般社団法人    下北山むらづくりセンタ－,,07468-5-2711,吉野郡下北山村寺垣内    ９８３,奈良県吉野郡下北山村寺垣内９８３,,174515,奈良県,吉野郡下北山村,寺垣内,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,きなり館07468-5-200117450929450,e5a92037-a504-454e-bb13-48f8a320984d,一般社団法人　下北山むらづくりセンタ－174515,7676c2e9-08d5-4d28-b291-05b0bed109a4,de0d1d20-16c3-4aa5-8ae9-302ecd07864b,2021/08/02,きなり館,きなり館,一般社団法人　下北山むらづくりセンタ－
10466,田舎屋,吉野郡吉野町窪垣内３５４,,吉野郡吉野町窪垣内３５４,,,吉野郡吉野町窪垣内３５４,吉野郡吉野町窪垣内３５４,吉野郡吉野町窪垣内３５４,,07463-6-6365,その他の食料品製造・加工業,,,,,,,R03.08.10,,324,田舎屋,0746,07463-6-6365,,,,吉野郡吉野町窪垣内３５４,奈良県吉野郡吉野町窪垣内３５４,,174639,29,29441,窪垣内,2021/08/10,,,,,,,,,,,,,,,,,その他の食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,田舎屋07463-6-636517463929441,4f02281c-d9cb-41cb-b362-63684e0d65e4,,personal,3f6d119d-5564-439e-8b63-1948ae873420,2021/08/10,田舎屋,田舎屋,
10467,中久保米穀店,吉野郡吉野町上市２１１５－２,,吉野郡吉野町上市２１１５－２,,,吉野郡吉野町上市２１１５－２,吉野郡吉野町上市２１１５－２,吉野郡吉野町上市２１１５－２,,0746-32-2204,精穀・製粉業,,,,,,,R03.08.10,,324,中久保米穀店,0746,0746-32-2204,,,,吉野郡吉野町上市２１１５－２,奈良県吉野郡吉野町上市２１１５－２,,174636,29,29441,上市,2021/08/10,,,,,,,,,,,,,,,,,精穀・製粉業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,96,961,中久保米穀店0746-32-220417463629441,ec8ca263-2c26-485c-acab-174f7731ce69,,personal,6c064edb-496b-441e-8422-bb9b1c2b7402,2021/08/10,中久保米穀店,中久保米穀店,
10469,株式会社北岡本店,吉野郡吉野町河原屋６６－１,,吉野郡吉野町河原屋６６－１,,,吉野郡吉野町河原屋６６－１,吉野郡吉野町河原屋６６－１,吉野郡吉野町河原屋６６－１,,0746-32-2777,その他の食料品製造・加工業,株式会社北岡本店,,,吉野郡吉野町上市６１,,0746-32-2777,R03.08.12,,324,株式会社北岡本店,0746,0746-32-2777,,,,吉野郡吉野町河原屋６６－１,奈良県吉野郡吉野町河原屋６６－１,,174635,29,29441,河原屋,2021/08/12,,,,,株式会社北岡本店,,0746-32-2777,吉野郡吉野町上市６１,奈良県吉野郡吉野町上市６１,,174636,奈良県,吉野郡吉野町,上市,,,その他の食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,株式会社北岡本店0746-32-277717463529441,b660f534-6fcc-4f82-9e04-da3a550f1c7e,株式会社北岡本店174636,8fcf2d21-0808-4cc4-90f8-63bc2e2c8515,d1dd47e9-c528-4c9f-b74b-b25e1c51891c,2021/08/12,株式会社北岡本店,株式会社北岡本店,株式会社北岡本店
10474,梅屋商店,吉野郡上北山村小橡３６３,,吉野郡上北山村小橡３６３,,,吉野郡上北山村小橡３６３,吉野郡上北山村小橡３６３,吉野郡上北山村小橡３６３,,07468-2-0048,食肉販売業（包装済みの食肉のみの販売）,,,,,,,R03.08.18,,324,梅屋商店,07468,07468-2-0048,,,,吉野郡上北山村小橡３６３,奈良県吉野郡上北山村小橡３６３,,174443,29,29451,小橡,2021/08/18,,,,,,,,,,,,,,,,,食肉販売業,包装済みの食肉のみの販売,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,583,,梅屋商店07468-2-004817444329451,50d3d935-71e3-46c0-9d48-3b7181f3227d,,personal,4df013eb-4027-412f-bc6e-35cd578bc8ea,2021/08/18,梅屋商店,梅屋商店,
10475,吉野ストア    大淀新野店,吉野郡大淀町新野３２６,,吉野郡大淀町新野３２６,,,吉野郡大淀町新野３２６,吉野郡大淀町新野３２６,吉野郡大淀町新野３２６,,0746-32-9180,百貨店、総合スーパー,吉野ストア株式会社,,,吉野郡大淀町下渕３６０,,0747-53-0688,R03.08.23,,324,吉野ストア    大淀新野店,0746,0746-32-9180,,,,吉野郡大淀町新野３２６,奈良県吉野郡大淀町新野３２６,,174430,29,29442,新野,2021/08/23,,,,,吉野ストア株式会社,,0747-53-0688,吉野郡大淀町下渕３６０,奈良県吉野郡大淀町下渕３６０,,174426,奈良県,吉野郡大淀町,下渕,,,百貨店、総合スーパー,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,56,561,5611,吉野ストア大淀新野店0746-32-918017443029442,02a48160-f277-4c68-99a8-fbe0f955ce9d,吉野ストア株式会社174426,cad59cb8-a62b-4867-9e4b-d98ea38a7588,0ea1a361-a655-41fc-b670-001d0deef4d9,2021/08/23,吉野ストア　大淀新野店,吉野ストア大淀新野店,吉野ストア株式会社
10476,ヨシスト    上市店,吉野郡吉野町上市２２１７,,吉野郡吉野町上市２２１７,,,吉野郡吉野町上市２２１７,吉野郡吉野町上市２２１７,吉野郡吉野町上市２２１７,,0746-32-0318,百貨店、総合スーパー,吉野ストア株式会社,,,吉野郡大淀町下渕３６０,,0747-53-0688,R03.08.23,,324,ヨシスト    上市店,0746,0746-32-0318,,,,吉野郡吉野町上市２２１７,奈良県吉野郡吉野町上市２２１７,,174636,29,29441,上市,2021/08/23,,,,,吉野ストア株式会社,,0747-53-0688,吉野郡大淀町下渕３６０,奈良県吉野郡大淀町下渕３６０,,174426,奈良県,吉野郡大淀町,下渕,,,百貨店、総合スーパー,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,56,561,5611,ヨシスト上市店0746-32-031817463629441,98747d3d-f724-4f96-9dfc-9a575684921a,吉野ストア株式会社174426,cad59cb8-a62b-4867-9e4b-d98ea38a7588,aa1feac9-d17d-4e6a-9365-4173968046ec,2021/08/23,ヨシスト　上市店,ヨシスト上市店,吉野ストア株式会社
10477,ヨシスト号,吉野郡大淀町他    県内一円（奈良市を除く）,,吉野郡大淀町他 県内一円,,,吉野郡大淀町他 県内一円,吉野郡大淀町他県内一円,吉野郡大淀町他県内一円,（奈良市を除く）,,魚介類販売業（包装済みの魚介類のみの販売）,吉野ストア株式会社,,,吉野郡大淀町下渕３６０,,0747-53-0688,R03.08.23,,324,ヨシスト号,,,,,,吉野郡大淀町他県内一円,奈良県吉野郡大淀町他県内一円,（奈良市を除く）,174417,29,29442,,2021/08/23,,,,,吉野ストア株式会社,,0747-53-0688,吉野郡大淀町下渕３６０,奈良県吉野郡大淀町下渕３６０,,174426,奈良県,吉野郡大淀町,下渕,,,魚介類販売業,包装済みの魚介類のみの販売,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,ヨシスト号17441729442,6d03129e-c292-4e65-8364-0121ce78ab1a,吉野ストア株式会社174426,cad59cb8-a62b-4867-9e4b-d98ea38a7588,cdd71d82-28ce-40eb-b0ed-7bf7d505b675,2021/08/23,ヨシスト号,ヨシスト号,吉野ストア株式会社
10478,ヒラモリ商店,吉野郡下北山村浦向１８８,,吉野郡下北山村浦向１８８,,,吉野郡下北山村浦向１８８,吉野郡下北山村浦向１８８,吉野郡下北山村浦向１８８,,07468-6-0528,乳類販売業,,,,,,,R03.08.23,,324,ヒラモリ商店,07468,07468-6-0528,,,,吉野郡下北山村浦向１８８,奈良県吉野郡下北山村浦向１８８,,174507,29,29450,浦向,2021/08/23,,,,,,,,,,,,,,,,,乳類販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,ヒラモリ商店07468-6-052817450729450,3a453ea1-b7ef-4bef-8517-888a15333429,,personal,ab241061-9e3b-444b-8a91-816c053e30f8,2021/08/23,ヒラモリ商店,ヒラモリ商店,
10479,奥村商店,吉野郡下北山村浦向１２１８,,吉野郡下北山村浦向１２１８,,,吉野郡下北山村浦向１２１８,吉野郡下北山村浦向１２１８,吉野郡下北山村浦向１２１８,,07468-6-0006,その他の食料・飲料販売業,,,,,,,R03.08.23,,324,奥村商店,07468,07468-6-0006,,,,吉野郡下北山村浦向１２１８,奈良県吉野郡下北山村浦向１２１８,,174507,29,29450,浦向,2021/08/23,,,,,,,,,,,,,,,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,奥村商店07468-6-000617450729450,797b5793-a26c-4675-b53f-7e9d51ef69e1,,personal,3d8c543d-d139-4e18-877b-2bf5a279ab79,2021/08/23,奥村商店,奥村商店,
10480,栗本商店,吉野郡下北山村上桑原３８６－１,,吉野郡下北山村上桑原３８６－１,,,吉野郡下北山村上桑原３８６－１,吉野郡下北山村上桑原３８６－１,吉野郡下北山村上桑原３８６－１,,07468-6-0263,食肉販売業（包装済みの食肉のみの販売）,,,,,,,R03.08.23,,324,栗本商店,07468,07468-6-0263,,,,吉野郡下北山村上桑原３８６－１,奈良県吉野郡下北山村上桑原３８６－１,,174510,29,29450,上桑原,2021/08/23,,,,,,,,,,,,,,,,,食肉販売業,包装済みの食肉のみの販売,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,583,,栗本商店07468-6-026317451029450,cbc2ce1c-27a9-42d6-bc1d-f8fd249b5405,,personal,8f5c06e7-923a-4363-8d6a-8cb82c6d1038,2021/08/23,栗本商店,栗本商店,
10481,森内商店,吉野郡下北山村佐田４２４－１,,吉野郡下北山村佐田４２４－１,,,吉野郡下北山村佐田４２４－１,吉野郡下北山村佐田４２４－１,吉野郡下北山村佐田４２４－１,,07468-6-0053,食肉販売業（包装済みの食肉のみの販売）,,,,,,,R03.08.23,,324,森内商店,07468,07468-6-0053,,,,吉野郡下北山村佐田４２４－１,奈良県吉野郡下北山村佐田４２４－１,,174511,29,29450,佐田,2021/08/23,,,,,,,,,,,,,,,,,食肉販売業,包装済みの食肉のみの販売,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,583,,森内商店07468-6-005317451129450,bb751837-038c-49ac-aa6b-ff255f2826b5,,personal,fd5507de-3177-4971-ae44-bed894c2ac53,2021/08/23,森内商店,森内商店,
10482,下北山村特産物集荷配送センター,吉野郡下北山村寺垣内４２９,,吉野郡下北山村寺垣内４２９,,,吉野郡下北山村寺垣内４２９,吉野郡下北山村寺垣内４２９,吉野郡下北山村寺垣内４２９,,07468-6-0016,野菜果物販売業,,,,,,,R03.08.31,,324,下北山村特産物集荷配送センター,07468,07468-6-0016,,,,吉野郡下北山村寺垣内４２９,奈良県吉野郡下北山村寺垣内４２９,,174515,29,29450,寺垣内,2021/08/31,,,,,,,,,,,,,,,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,下北山村特産物集荷配送センタ07468-6-001617451529450,4fb0c96b-97bb-459c-b5d7-b168ac9680d6,,personal,fa25c802-ad36-4bb9-a7f4-0f99d0ccfc76,2021/08/31,下北山村特産物集荷配送センター,下北山村特産物集荷配送センタ,
10483,下垣内商店,吉野郡下北山村上池原１１４,,吉野郡下北山村上池原１１４,,,吉野郡下北山村上池原１１４,吉野郡下北山村上池原１１４,吉野郡下北山村上池原１１４,,07468-5-2626,食肉販売業（包装済みの食肉のみの販売）,,,,,,,R03.08.23,,324,下垣内商店,07468,07468-5-2626,,,,吉野郡下北山村上池原１１４,奈良県吉野郡下北山村上池原１１４,,174509,29,29450,上池原,2021/08/23,,,,,,,,,,,,,,,,,食肉販売業,包装済みの食肉のみの販売,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,583,,下垣内商店07468-5-262617450929450,9996a288-1f74-4607-8839-80bb269045e2,,personal,ca444787-1b83-419d-955a-f5554188036c,2021/08/23,下垣内商店,下垣内商店,
10485,,吉野郡下市町阿知賀３２８７,,吉野郡下市町阿知賀３２８７,,,吉野郡下市町阿知賀３２８７,吉野郡下市町阿知賀３２８７,吉野郡下市町阿知賀３２８７,,,その他の食料品製造・加工業,,,,,,,R03.08.30,,324,,0747,,,,,吉野郡下市町阿知賀３２８７,奈良県吉野郡下市町阿知賀３２８７,,174486,29,29443,阿知賀,2021/08/30,,,,,,,,,,,,,,,,,その他の食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,17448629443,dd07d77c-d869-46a7-a5aa-e2864556358d,,personal,a5770985-659a-4e05-a7d1-955b770fdbcb,2021/08/30,,,
10486,株式会社吉田屋,吉野郡下市町新住３,,吉野郡下市町新住３,,,吉野郡下市町新住３,吉野郡下市町新住３,吉野郡下市町新住３,,0747-52-2532,その他の食料・飲料販売業,株式会社吉田屋,,,吉野郡下市町新住    ３,,0747-52-2532,R03.08.31,,324,株式会社吉田屋,0747,0747-52-2532,,,,吉野郡下市町新住３,奈良県吉野郡下市町新住３,,174485,29,29443,新住,2021/08/31,,,,,株式会社吉田屋,,0747-52-2532,吉野郡下市町新住    ３,奈良県吉野郡下市町新住３,,174485,奈良県,吉野郡下市町,新住,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,株式会社吉田屋0747-52-253217448529443,f9b216ec-f816-467b-bf6f-e142a8e58085,株式会社吉田屋174485,55317d87-aeb2-41d0-ba72-56667c28d561,bd2c30fb-a0ff-4423-b70c-83ec457f2bf4,2021/08/31,株式会社吉田屋,株式会社吉田屋,株式会社吉田屋
10488,奈良県立大淀園,吉野郡大淀町下渕１６２３－２,,吉野郡大淀町下渕１６２３－２,,,吉野郡大淀町下渕１６２３－２,吉野郡大淀町下渕１６２３－２,吉野郡大淀町下渕１６２３－２,,,乳類販売業,奈良ヤクルト販売株式会社,,,奈良市田中町３５１－１,,0742-62-8960,R03.08.31,,324,奈良県立大淀園,0747,,,,,吉野郡大淀町下渕１６２３－２,奈良県吉野郡大淀町下渕１６２３－２,,174426,29,29442,下渕,2021/08/31,,,,,奈良ヤクルト販売株式会社,,0742-62-8960,奈良市田中町３５１－１,奈良県奈良市田中町３５１－１,,172295,奈良県,奈良市,田中町,,,乳類販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,奈良県立大淀園17442629442,7f29e626-518b-450e-b409-deaa1e37ca31,奈良ヤクルト販売株式会社172295,f80a74f9-a3cf-4266-b7e4-152fff16fd07,8f996ce1-775b-4ffc-8fe6-0b5d73f004d4,2021/08/31,奈良県立大淀園,奈良県立大淀園,奈良ヤクルト販売株式会社
10489,美吉野園,吉野郡大淀町下渕６２９,,吉野郡大淀町下渕６２９,,,吉野郡大淀町下渕６２９,吉野郡大淀町下渕６２９,吉野郡大淀町下渕６２９,,,乳類販売業,奈良ヤクルト販売株式会社,,,奈良市田中町３５１－１,,0742-62-8960,R03.08.31,,324,美吉野園,0747,,,,,吉野郡大淀町下渕６２９,奈良県吉野郡大淀町下渕６２９,,174426,29,29442,下渕,2021/08/31,,,,,奈良ヤクルト販売株式会社,,0742-62-8960,奈良市田中町３５１－１,奈良県奈良市田中町３５１－１,,172295,奈良県,奈良市,田中町,,,乳類販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,美吉野園17442629442,73508d6e-250d-48b9-9b2c-11894af78a65,奈良ヤクルト販売株式会社172295,f80a74f9-a3cf-4266-b7e4-152fff16fd07,359756ec-c884-4278-a812-8c2e9253f37e,2021/08/31,美吉野園,美吉野園,奈良ヤクルト販売株式会社
10493,医療法人南風会そよかぜ荘,吉野郡下市町阿知賀６２１－２,,吉野郡下市町阿知賀６２１－２,,,吉野郡下市町阿知賀６２１－２,吉野郡下市町阿知賀６２１－２,吉野郡下市町阿知賀６２１－２,,,乳類販売業,奈良ヤクルト販売株式会社,,,奈良市田中町３５１－１,,0742-62-8960,R03.08.31,,324,医療法人南風会そよかぜ荘,0747,,,,,吉野郡下市町阿知賀６２１－２,奈良県吉野郡下市町阿知賀６２１－２,,174486,29,29443,阿知賀,2021/08/31,,,,,奈良ヤクルト販売株式会社,,0742-62-8960,奈良市田中町３５１－１,奈良県奈良市田中町３５１－１,,172295,奈良県,奈良市,田中町,,,乳類販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,医療法人南風会そよかぜ荘17448629443,75da5c47-5eef-4e22-9bd0-ccc9757224ff,奈良ヤクルト販売株式会社172295,f80a74f9-a3cf-4266-b7e4-152fff16fd07,40570dea-16c1-4213-a065-7fee439acd02,2021/08/31,医療法人南風会そよかぜ荘,医療法人南風会そよかぜ荘,奈良ヤクルト販売株式会社
10494,内田魚店,吉野郡下市町他    県内一円（奈良市を除く）,,吉野郡下市町他 県内一円,,,吉野郡下市町他 県内一円,吉野郡下市町他県内一円,吉野郡下市町他県内一円,（奈良市を除く）,,野菜果物販売業,,,,,,,R03.09.07,,324,内田魚店,0747,,,,,吉野郡下市町他県内一円,奈良県吉野郡下市町他県内一円,（奈良市を除く）,174484,29,29443,,2021/09/07,,,,,,,,,,,,,,,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,内田魚店17448429443,4c6b579a-9ef9-41de-8ea2-5dceefd8fce0,,personal,211a7ec8-6b60-488a-a87d-bcfbc21298b0,2021/09/07,内田魚店,内田魚店,
10496,田中市,吉野郡下市町下市田中３０１９－２,,吉野郡下市町下市田中３０１９－２,,,吉野郡下市町下市田中３０１９－２,吉野郡下市町下市田中３０１９－２,吉野郡下市町下市田中３０１９－２,,0747-53-0117,野菜果物販売業,,,,,,,R03.09.08,,324,田中市,0747,0747-53-0117,,,,吉野郡下市町下市田中３０１９－２,奈良県吉野郡下市町下市田中３０１９－２,,174490,29,29443,下市,2021/09/08,,,,,,,,,,,,,,,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,田中市0747-53-011717449029443,9fc6cdfd-1d11-4999-9b3e-a3372c0cdcc2,,personal,d0a271cb-095a-46bb-a968-8ed78ec8f467,2021/09/08,田中市,田中市,
10501,民宿旅館ますもと,吉野郡東吉野村小栗栖６２－１,,吉野郡東吉野村小栗栖６２－１,,,吉野郡東吉野村小栗栖６２－１,吉野郡東吉野村小栗栖６２－１,吉野郡東吉野村小栗栖６２－１,,0746-42-0145,その他の食料・飲料販売業,,,,,,,R03.09.14,,324,民宿旅館ますもと,0746,0746-42-0145,,,,吉野郡東吉野村小栗栖６２－１,奈良県吉野郡東吉野村小栗栖６２－１,,174615,29,29453,小栗栖,2021/09/14,,,,,,,,,,,,,,,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,民宿旅館ますもと0746-42-014517461529453,9c1bca89-3b44-464b-8198-d2290c1872ae,,personal,31cd3801-ff9b-4c61-b68c-f935812dfaea,2021/09/14,民宿旅館ますもと,民宿旅館ますもと,
10502,一原酒店,吉野郡東吉野村他    県内一円（奈良市を除く）,,吉野郡東吉野村他 県内一円,,,吉野郡東吉野村他 県内一円,吉野郡東吉野村他県内一円,吉野郡東吉野村他県内一円,（奈良市を除く）,,その他の食料・飲料販売業,,,,,,,R03.09.14,,324,一原酒店,0746,,,,,吉野郡東吉野村他県内一円,奈良県吉野郡東吉野村他県内一円,（奈良市を除く）,174611,29,29453,,2021/09/14,,,,,,,,,,,,,,,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,一原酒店17461129453,5e4bd297-91ac-474f-82bb-9ab8b4f987da,,personal,b33b5336-549a-4b86-9c12-aaf81637fa69,2021/09/14,一原酒店,一原酒店,
10503,内仲百貨店,吉野郡吉野町国栖９４,,吉野郡吉野町国栖９４,,,吉野郡吉野町国栖９４,吉野郡吉野町国栖９４,吉野郡吉野町国栖９４,,0746-36-6416,魚介類販売業（包装済みの魚介類のみの販売）,,,,,,,R03.09.15,,324,内仲百貨店,0746,0746-36-6416,,,,吉野郡吉野町国栖９４,奈良県吉野郡吉野町国栖９４,,174638,29,29441,国栖,2021/09/15,,,,,,,,,,,,,,,,,魚介類販売業,包装済みの魚介類のみの販売,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,内仲百貨店0746-36-641617463829441,e953f467-2d47-4dcf-98d4-c625da2bce39,,personal,bfa3836c-ddcb-4334-ae17-bc7c39374be0,2021/09/15,内仲百貨店,内仲百貨店,
11179,,五條市近内町６７８,,五條市近内町６７８,,,五條市近内町６７８,五條市近内町６７８,五條市近内町６７８,,0747-22-6678,農産保存食料品製造・加工業,,,,,,,R03.08.16,,323,,0747,0747-22-6678,,,,五條市近内町６７８,奈良県五条市近内町６７８,,173276,29,29207,近内町,2021/08/16,,,,,,,,,,,,,,,,,農産保存食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,93,,0747-22-667817327629207,0e22c38f-4e08-4bdf-b4b2-0c66e7e00c77,,personal,aa6a79b6-c6b9-4286-a7db-d5c2ab7c3093,2021/08/16,,,
10505,,吉野郡吉野町国栖７０,,吉野郡吉野町国栖７０,,,吉野郡吉野町国栖７０,吉野郡吉野町国栖７０,吉野郡吉野町国栖７０,,0746-36-6048,乳類販売業,,,,,,,R03.09.15,,324,上森百貨店,0746,0746-36-6048,,,,吉野郡吉野町国栖７０,奈良県吉野郡吉野町国栖７０,,174638,29,29441,国栖,2021/09/15,,,,,,,,,,,,,,,,,乳類販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,0746-36-604817463829441,41173e43-1009-4851-bdc0-241b68c32445,,personal,3e329ef6-c8b9-403d-b451-c4b068f4eeb1,2021/09/15,上森百貨店,上森百貨店,
