https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,業態,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,,確認番号,,,,,,,,,申請年月日,申請者4,申請者2,申請者3,申請-住所1,申請-マンション名,申請-電話番号1,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,2100301050,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１０５８５６,,その他の食料・飲料販売業,,東京都渋谷区神南2-1-1,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1050号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１０５８５６,03,050-1742-6451,,,,東京都渋谷区神南2-1-1,東京都渋谷区神南２－１－１,,74507,13,13113,神南２,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1050号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１０５８５６050-1742-64517450713113,390311ae-92e5-48e4-a80d-93802e7a6f16,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,32d2745b-7d0a-4a33-8acc-ec2649dcb4f3,2021/10/15,オフィスグリコ冷凍冷蔵庫１０５８５６,オフィスグリコ冷凍冷蔵庫１０５８５６,グリコチャネルクリエイト株式会社
131130,2100301049,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１０５８５８,,その他の食料・飲料販売業,,東京都渋谷区神南2-2-1,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1049号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１０５８５８,03,050-1742-6451,,,,東京都渋谷区神南2-2-1,東京都渋谷区神南２－２－１,,74507,13,13113,神南２,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1049号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１０５８５８050-1742-64517450713113,826f9a35-eaa5-4c1f-9a07-a195a12769bb,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,3ee69926-1e38-4820-951e-d209a83b0af6,2021/10/15,オフィスグリコ冷凍冷蔵庫１０５８５８,オフィスグリコ冷凍冷蔵庫１０５８５８,グリコチャネルクリエイト株式会社
131130,2100301051,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１０５８６０,,その他の食料・飲料販売業,,東京都渋谷区神南2-2-1,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1051号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１０５８６０,03,050-1742-6451,,,,東京都渋谷区神南2-2-1,東京都渋谷区神南２－２－１,,74507,13,13113,神南２,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1051号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１０５８６０050-1742-64517450713113,7344c96c-2814-4398-b166-9ea135033510,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,0d5235d1-ab82-4450-a752-5c2758fadcfe,2021/10/15,オフィスグリコ冷凍冷蔵庫１０５８６０,オフィスグリコ冷凍冷蔵庫１０５８６０,グリコチャネルクリエイト株式会社
131130,2100301052,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１０５８６１,,その他の食料・飲料販売業,,東京都渋谷区神南2-2-1,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1052号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１０５８６１,03,050-1742-6451,,,,東京都渋谷区神南2-2-1,東京都渋谷区神南２－２－１,,74507,13,13113,神南２,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1052号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１０５８６１050-1742-64517450713113,c14c0eb5-5455-4c79-b54a-01798b52c18d,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,4927d85b-e90f-4f02-a17d-04398d1afb19,2021/10/15,オフィスグリコ冷凍冷蔵庫１０５８６１,オフィスグリコ冷凍冷蔵庫１０５８６１,グリコチャネルクリエイト株式会社
131130,2100301079,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫６８８２９,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷1-25-2,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1079号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫６８８２９,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷1-25-2,東京都渋谷区千駄が谷１－２５－２,,74508,13,13113,千駄が谷１,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1079号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫６８８２９050-1742-64517450813113,ac5d79e7-a541-4cad-b6d9-46982d21ec8c,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,eb9661fd-dcc7-4da2-9603-bfaed13e8c6d,2021/10/15,オフィスグリコ冷凍冷蔵庫６８８２９,オフィスグリコ冷凍冷蔵庫６８８２９,グリコチャネルクリエイト株式会社
131130,2100301075,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫４４５８４,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷2-11-1,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1075号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫４４５８４,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷2-11-1,東京都渋谷区千駄が谷２－１１－１,,74509,13,13113,千駄が谷２,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1075号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫４４５８４050-1742-64517450913113,a8e3882e-0d3e-4c55-99ea-d9fdf72a242f,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,694ae47d-d1ce-4ab9-81b2-123a5aea61ae,2021/10/15,オフィスグリコ冷凍冷蔵庫４４５８４,オフィスグリコ冷凍冷蔵庫４４５８４,グリコチャネルクリエイト株式会社
131130,2100301071,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１４２０８０,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷2-33-8,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1071号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１４２０８０,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷2-33-8,東京都渋谷区千駄が谷２－３３－８,,74509,13,13113,千駄が谷２,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1071号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１４２０８０050-1742-64517450913113,e1a683b9-1fae-4b7d-b26d-4dbc8eb209cf,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,607724f4-6071-4944-8ba0-899564a3f318,2021/10/15,オフィスグリコ冷凍冷蔵庫１４２０８０,オフィスグリコ冷凍冷蔵庫１４２０８０,グリコチャネルクリエイト株式会社
131130,2100301067,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫７７１４５,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷3-4-9,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1067号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫７７１４５,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷3-4-9,東京都渋谷区千駄が谷３－４－９,,74510,13,13113,千駄が谷３,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1067号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫７７１４５050-1742-64517451013113,638f970d-8ede-45d4-b263-d4631c390a1a,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,2d0b09a8-c9d2-45b8-a8fa-a47c682fb16f,2021/10/15,オフィスグリコ冷凍冷蔵庫７７１４５,オフィスグリコ冷凍冷蔵庫７７１４５,グリコチャネルクリエイト株式会社
131130,2100301083,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫７７１５０,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷3-5-7,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1083号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫７７１５０,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷3-5-7,東京都渋谷区千駄が谷３－５－７,,74510,13,13113,千駄が谷３,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1083号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫７７１５０050-1742-64517451013113,98124589-4abb-449e-a50c-3f86a43614d3,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,6c39e5ad-bf26-4c4b-90a1-16dd3d14c25d,2021/10/15,オフィスグリコ冷凍冷蔵庫７７１５０,オフィスグリコ冷凍冷蔵庫７７１５０,グリコチャネルクリエイト株式会社
131130,2100301078,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫７７１４０,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷3-7-6,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1078号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫７７１４０,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷3-7-6,東京都渋谷区千駄が谷３－７－６,,74510,13,13113,千駄が谷３,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1078号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫７７１４０050-1742-64517451013113,83a89143-fd6e-47a3-91f2-1433915e6e4b,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,a2eb6fc8-3757-4280-8e27-c4926ceb3f85,2021/10/15,オフィスグリコ冷凍冷蔵庫７７１４０,オフィスグリコ冷凍冷蔵庫７７１４０,グリコチャネルクリエイト株式会社
131130,2100301070,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１５６９９４,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷3-11-8,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1070号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１５６９９４,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷3-11-8,東京都渋谷区千駄が谷３－１１－８,,74510,13,13113,千駄が谷３,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1070号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１５６９９４050-1742-64517451013113,71eb0680-e49d-4664-b25f-02652ca35226,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,b56d9bc8-ece1-4f98-8be9-c1c08453ebb7,2021/10/15,オフィスグリコ冷凍冷蔵庫１５６９９４,オフィスグリコ冷凍冷蔵庫１５６９９４,グリコチャネルクリエイト株式会社
131130,2100301077,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１２６１２４,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷3-50-1,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1077号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１２６１２４,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷3-50-1,東京都渋谷区千駄が谷３－５０－１,,74510,13,13113,千駄が谷３,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1077号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１２６１２４050-1742-64517451013113,b67c809b-1191-44c5-a8d1-b4ae3421a4da,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,48be19e7-5e72-4caf-9c75-bd7a23ceb201,2021/10/15,オフィスグリコ冷凍冷蔵庫１２６１２４,オフィスグリコ冷凍冷蔵庫１２６１２４,グリコチャネルクリエイト株式会社
131130,2100301073,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫７７１６９,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷3-60-2,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1073号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫７７１６９,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷3-60-2,東京都渋谷区千駄が谷３－６０－２,,74510,13,13113,千駄が谷３,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1073号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫７７１６９050-1742-64517451013113,835eda2e-6ac4-4d18-ada0-bb088b715b49,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,8c97b52c-bef0-4611-941a-b3c2407fc63e,2021/10/15,オフィスグリコ冷凍冷蔵庫７７１６９,オフィスグリコ冷凍冷蔵庫７７１６９,グリコチャネルクリエイト株式会社
131130,2100301068,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫６８８８８,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷4-23-5,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1068号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫６８８８８,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷4-23-5,東京都渋谷区千駄が谷４－２３－５,,74511,13,13113,千駄が谷４,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1068号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫６８８８８050-1742-64517451113113,c539ca48-7b63-4c47-b827-d47bbb7dd982,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,fc0de174-2677-4a24-81d2-14128d00be03,2021/10/15,オフィスグリコ冷凍冷蔵庫６８８８８,オフィスグリコ冷凍冷蔵庫６８８８８,グリコチャネルクリエイト株式会社
131130,2100301069,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１７０７４,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷4-28-4,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1069号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１７０７４,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷4-28-4,東京都渋谷区千駄が谷４－２８－４,,74511,13,13113,千駄が谷４,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1069号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１７０７４050-1742-64517451113113,5b2f8274-90cd-49b1-a710-c5cc0c3443fa,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,065cf666-f262-4aba-bd3b-7e81da79cb46,2021/10/15,オフィスグリコ冷凍冷蔵庫１７０７４,オフィスグリコ冷凍冷蔵庫１７０７４,グリコチャネルクリエイト株式会社
131130,2100301081,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１４６３１７,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷5-1-11,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1081号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１４６３１７,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷5-1-11,東京都渋谷区千駄が谷５－１－１１,,74512,13,13113,千駄が谷５,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1081号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１４６３１７050-1742-64517451213113,154364b9-b99b-45eb-ad92-e2bce9b4c9c7,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,cf220ced-1d1b-4f35-9019-987ff08f60bc,2021/10/15,オフィスグリコ冷凍冷蔵庫１４６３１７,オフィスグリコ冷凍冷蔵庫１４６３１７,グリコチャネルクリエイト株式会社
131130,2100301072,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫１４１６６０,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷5-8-10,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1072号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫１４１６６０,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷5-8-10,東京都渋谷区千駄が谷５－８－１０,,74512,13,13113,千駄が谷５,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1072号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫１４１６６０050-1742-64517451213113,4a79501d-34e7-44b9-8621-e41d8505d475,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,e37a8bf7-efc2-4aca-83dd-894424f6bba0,2021/10/15,オフィスグリコ冷凍冷蔵庫１４１６６０,オフィスグリコ冷凍冷蔵庫１４１６６０,グリコチャネルクリエイト株式会社
131130,2100301076,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫９４７９６,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷5-10-11,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1076号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫９４７９６,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷5-10-11,東京都渋谷区千駄が谷５－１０－１１,,74512,13,13113,千駄が谷５,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1076号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫９４７９６050-1742-64517451213113,fdb4c189-9f73-4701-adf0-86a5836049e7,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,fba92591-0c1b-4643-b464-2cfe60358ac6,2021/10/15,オフィスグリコ冷凍冷蔵庫９４７９６,オフィスグリコ冷凍冷蔵庫９４７９６,グリコチャネルクリエイト株式会社
131130,2100301082,東京都,渋谷区,オフィスグリコ冷凍冷蔵庫９６４５８,,その他の食料・飲料販売業,,東京都渋谷区千駄ヶ谷5-13-18,,,,050-1742-6451,グリコチャネルクリエイト株式会社,,3渋保生食届第1082号,,,,,,,,,2021/10/15,,,西村浩一,大阪府大阪市西淀川区歌島４丁目６－５,,050-1742-6451,,,192,オフィスグリコ冷凍冷蔵庫９６４５８,03,050-1742-6451,,,,東京都渋谷区千駄ヶ谷5-13-18,東京都渋谷区千駄が谷５－１３－１８,,74512,13,13113,千駄が谷５,2021/10/15,,,,,グリコチャネルクリエイト株式会社,  西村浩一,050-1742-6451,大阪府大阪市西淀川区歌島４丁目６－５,大阪府大阪市西淀川区歌島４丁目６－５,,154669,大阪府,大阪市西淀川区,歌島４,3渋保生食届第1082号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫９６４５８050-1742-64517451213113,a990720f-6d9c-4aba-8de4-fcecfd3be108,グリコチャネルクリエイト株式会社154669,db1fe5a6-41df-4de5-8e90-c9fc0822a557,21289712-22f9-4d08-9c56-f419756a4293,2021/10/15,オフィスグリコ冷凍冷蔵庫９６４５８,オフィスグリコ冷凍冷蔵庫９６４５８,グリコチャネルクリエイト株式会社
