https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,許可年月日,確認番号,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者名,"営業者
電話番号",営業所名称,営業所所在地,,,"営業所
電話番号",業種,許可年月日,許可番号,許可の有効期限FROM,許可の有効期限TO,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
有限会社　Ｂｒｉｌｌｉａｎｃｅ 代表取締役　伊藤　江美果,764-8332,梅の木,名古屋市中区錦三丁目１２番３０号　第二ワシントンＡＮＮＥＸビル地上７階６号室,名古屋市中区錦３丁目１２番３０号 ,第二ワシントンＡＮＮＥＸビル地上７階６号室,951-0702,飲食店営業,2021/11/2,3中保管第1-1434号,2021/11/21,2027/11/20,,245,梅の木,052,052-951-0702,,,,名古屋市中区錦３丁目１２番３０号 ,愛知県名古屋市中区錦３丁目１２番３０号,第二ワシントンＡＮＮＥＸビル地上７階６号室,114880,23,23106,錦３,,,2021/11/02,2021/11/21,2027/11/20,有限会社　Ｂｒｉｌｌｉａｎｃｅ ,代表取締役　伊藤　江美果,052-764-8332,,,,,,,,3中保管第1-1434号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,梅の木052-951-070211488023106,6130a368-8703-4534-ba1e-2d6ba91b21c0,有限会社Ｂｒｉｌｌｉａｎｃｅ　,a2da93af-1922-401e-9b7f-17a8798dceee,7eb70fd8-44e0-4cd3-b62a-ce2be8c05f72,2021/11/02,梅の木,梅の木,有限会社Ｂｒｉｌｌｉａｎｃｅ　
株式会社　まるてん 木倉　国夫,971-7033,Ｍａｉｓｏｎ　ｄｅ　Ｍ,名古屋市中区錦三丁目１８番１２号　Ｍｉｎｅｘ８８　７階７０１,名古屋市中区錦３丁目１８番１２号,Ｍｉｎｅｘ８８ ７階７０１,971-7333,飲食店営業,2021/11/1,3中保管第1-1450号,2021/11/21,2027/11/20,,245,Ｍａｉｓｏｎ　ｄｅ　Ｍ,052,052-971-7333,,,,名古屋市中区錦３丁目１８番１２号,愛知県名古屋市中区錦３丁目１８番１２号,Ｍｉｎｅｘ８８ ７階７０１,114880,23,23106,錦３,,,2021/11/01,2021/11/21,2027/11/20,株式会社　まるてん 木倉　国夫,,052-971-7033,,,,,,,,3中保管第1-1450号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＭａｉｓｏｎｄｅＭ052-971-733311488023106,00cd32de-283d-41ff-9a09-7dd5703027f6,株式会社まるてん　木倉　国夫,b7741e59-ed63-40af-b256-600dca1acaed,5d1e5d43-a453-45ba-b68e-db21c6c4a1f0,2021/11/01,Ｍａｉｓｏｎ　ｄｅ　Ｍ,ＭａｉｓｏｎｄｅＭ,株式会社まるてん　木倉　国夫
株式会社　ビーエスカンパニー 代表取締役 井上正啓,962-0005,ブラックストーン,名古屋市中区錦三丁目１５番１１号　セントヒサヤビル　５Ｆ,名古屋市中区錦３丁目１５番１１号,セントヒサヤビル ５Ｆ,962-0005,飲食店営業,2021/11/1,3中保管第1-1271号,2021/11/21,2027/11/20,,245,ブラックストーン,052,052-962-0005,,,,名古屋市中区錦３丁目１５番１１号,愛知県名古屋市中区錦３丁目１５番１１号,セントヒサヤビル ５Ｆ,114880,23,23106,錦３,,,2021/11/01,2021/11/21,2027/11/20,株式会社　ビーエスカンパニー ,代表取締役 井上正啓,052-962-0005,,,,,,,,3中保管第1-1271号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ブラックストン052-962-000511488023106,a1ce4c39-f543-4885-921b-60ca9f41909a,株式会社ビーエスカンパニー　,a7e817fa-4541-4dd5-98bd-bbf649b8b6ca,81cf98c0-49ce-42a8-a9f6-0983190bb954,2021/11/01,ブラックストーン,ブラックストン,株式会社ビーエスカンパニー　
木下　雅之,,ＴＨＥ　ＫＩＮＯＳＨＩＴＡ,名古屋市中区栄一丁目１０番３号　石塚ビル１Ｆ,名古屋市中区栄１丁目１０番３号, 石塚ビル１Ｆ,219-2555,飲食店営業,2021/11/4,3中保管第1-1429号,2021/11/21,2027/11/20,,245,ＴＨＥ　ＫＩＮＯＳＨＩＴＡ,052,052-219-2555,,,,名古屋市中区栄１丁目１０番３号,愛知県名古屋市中区栄１丁目１０番３号, 石塚ビル１Ｆ,114855,23,23106,栄１,,,2021/11/04,2021/11/21,2027/11/20,,木下　雅之,,,,,,,,,3中保管第1-1429号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＴＨＥＫＩＮＯＳＨＩＴＡ052-219-255511485523106,81777aa7-c71d-48b9-ab87-32d26ac73195,,personal,9df30ede-4dc4-470a-9b47-7beaa6953575,2021/11/04,ＴＨＥ　ＫＩＮＯＳＨＩＴＡ,ＴＨＥＫＩＮＯＳＨＩＴＡ,
千草　長太郎,,Ｂｕｌｌ’ｓｂａｒ,名古屋市中区栄四丁目５番１９号　シャイン栄ビル ４０３,名古屋市中区栄４丁目５番１９号,シャイン栄ビル ４０３,,飲食店営業,2021/11/4,3中保管第1-1420号,2021/11/21,2027/11/20,,245,Ｂｕｌｌ’ｓｂａｒ,052,,,,,名古屋市中区栄４丁目５番１９号,愛知県名古屋市中区栄４丁目５番１９号,シャイン栄ビル ４０３,114858,23,23106,栄４,,,2021/11/04,2021/11/21,2027/11/20,,千草　長太郎,,,,,,,,,3中保管第1-1420号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,Ｂｕｌｌｓｂａｒ11485823106,5ff5e824-3d4f-49ef-8d5a-1567aeb2b042,,personal,d602e465-9581-4087-9a9f-42123022b74e,2021/11/04,Ｂｕｌｌ＇ｓｂａｒ,Ｂｕｌｌｓｂａｒ,
合同会社　山葵 代表社員　加藤　康式,052-221-9966,そば居酒屋　山葵,名古屋市中区栄一丁目２９番８号　,名古屋市中区栄１丁目２９番８号, ,221-9966,飲食店営業,2021/11/4,3中保管第1-1401号,2021/11/21,2027/11/20,,245,そば居酒屋　山葵,052,052-221-9966,,,,名古屋市中区栄１丁目２９番８号,愛知県名古屋市中区栄１丁目２９番８号, ,114855,23,23106,栄１,,,2021/11/04,2021/11/21,2027/11/20,合同会社　山葵 ,代表社員　加藤　康式,052-221-9966,,,,,,,,3中保管第1-1401号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,そば居酒屋山葵052-221-996611485523106,764120dd-08a1-46a7-a788-42795e63df00,合同会社山葵　,8c291005-bdbf-4e7d-a46d-84f840e79cc3,a3ad73b7-6a1c-4ba9-9904-0842a81d45c8,2021/11/04,そば居酒屋　山葵,そば居酒屋山葵,合同会社山葵　
伊賀上　竜次,,イガウエ　バー,名古屋市中区栄三丁目１０番６号　東和栄３丁目ビル　３Ａ,名古屋市中区栄３丁目１０番６号,東和栄３丁目ビル ３Ａ,242-8563,飲食店営業,2021/11/4,3中保管第1-1418号,2021/11/21,2027/11/20,,245,イガウエ　バー,052,052-242-8563,,,,名古屋市中区栄３丁目１０番６号,愛知県名古屋市中区栄３丁目１０番６号,東和栄３丁目ビル ３Ａ,114857,23,23106,栄３,,,2021/11/04,2021/11/21,2027/11/20,,伊賀上　竜次,,,,,,,,,3中保管第1-1418号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,イガウエバ052-242-856311485723106,57f9887d-f5fc-4b9d-83a1-aa43acae7505,,personal,75f8ec9d-e799-422b-af5c-0f85cdceb7e9,2021/11/04,イガウエ　バー,イガウエバ,
有限会社　麻樹 代表取締役　倉田　滋代,251-6517,メンバーズ　麻樹,名古屋市中区栄三丁目１２番６号　インペリアルプラザビルＢ１Ｆ,名古屋市中区栄３丁目１２番６号, インペリアルプラザビルＢ１Ｆ,251-6517,飲食店営業,2021/11/4,3中保管第1-1444号,2021/11/21,2027/11/20,,245,メンバーズ　麻樹,052,052-251-6517,,,,名古屋市中区栄３丁目１２番６号,愛知県名古屋市中区栄３丁目１２番６号, インペリアルプラザビルＢ１Ｆ,114857,23,23106,栄３,,,2021/11/04,2021/11/21,2027/11/20,有限会社　麻樹 ,代表取締役　倉田　滋代,052-251-6517,,,,,,,,3中保管第1-1444号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,メンバズ麻樹052-251-651711485723106,23986771-e540-4f3c-be9a-dd9ecf940494,有限会社麻樹　,bdecb7e5-5cf9-48bd-8d24-d3478dbaa7c6,47c806e6-097a-461e-8ce4-5c04ddf1f820,2021/11/04,メンバーズ　麻樹,メンバズ麻樹,有限会社麻樹　
株式会社　大塚フーズ 代表取締役　大塚　哲芝,052-262-1335,串カツ　あらた　新栄店,名古屋市中区新栄町３丁目４番地の１　第２４プロスパービル　Ｂ１,名古屋市中区新栄町３丁目４番地の１,第２４プロスパービル Ｂ１,951-5545,飲食店営業,2021/11/4,3中保管第1-1449号,2021/11/21,2027/11/20,,245,串カツ　あらた　新栄店,052,052-951-5545,,,,名古屋市中区新栄町３丁目４番地の１,愛知県名古屋市中区新栄町３丁目４番地ノ１,第２４プロスパービル Ｂ１,114870,23,23106,新栄町３,,,2021/11/04,2021/11/21,2027/11/20,株式会社　大塚フーズ ,代表取締役　大塚　哲芝,052-262-1335,,,,,,,,3中保管第1-1449号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,串カツあらた新栄店052-951-554511487023106,f20deb57-682f-44a5-a8f5-eaea0ffc8dae,株式会社大塚フーズ　,00b13872-ed44-46dd-ab4c-a4cca1ba8d2b,0b0326b1-fb15-42c4-9c91-772ea5ccc725,2021/11/04,串カツ　あらた　新栄店,串カツあらた新栄店,株式会社大塚フーズ　
株式会社 エスワイフード 代表取締役　山本久美,259-2782,やまちゃん　葵店,名古屋市中区葵一丁目２４番８号　佐藤ビル（１・２F）,名古屋市中区葵１丁目２４番８号 ,佐藤ビル（１・２F）,937-8188,飲食店営業,2021/11/4,3中保管第1-1467号,2021/11/21,2027/11/20,,245,やまちゃん　葵店,052,052-937-8188,,,,名古屋市中区葵１丁目２４番８号 ,愛知県名古屋市中区葵１丁目２４番８号,佐藤ビル（１・２F）,114837,23,23106,葵１,,,2021/11/04,2021/11/21,2027/11/20,株式会社 エスワイフード ,代表取締役　山本久美,052-259-2782,,,,,,,,3中保管第1-1467号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,やまちゃん葵店052-937-818811483723106,7867bddb-c64c-4240-a998-b322bdf5b7aa,株式会社エスワイフード　,c02a127f-7af2-4d80-9227-78f204ed07bc,b088b7a7-cb66-4737-8188-880591e44a1c,2021/11/04,やまちゃん　葵店,やまちゃん葵店,株式会社エスワイフード　
有限会社　オフィスヤマモト 代表取締役　山本　悟,259-2720,紀州和歌山らーめん　まっち棒,名古屋市中区新栄三丁目７番５号　フォーラム千種１Ｆ,名古屋市中区新栄３丁目７番５号, フォーラム千種１Ｆ,259-2720,飲食店営業,2021/11/4,3中保管第1-1455号,2021/11/21,2027/11/20,,245,紀州和歌山らーめん　まっち棒,052,052-259-2720,,,,名古屋市中区新栄３丁目７番５号,愛知県名古屋市中区新栄３丁目７番５号, フォーラム千種１Ｆ,114867,23,23106,新栄３,,,2021/11/04,2021/11/21,2027/11/20,有限会社　オフィスヤマモト ,代表取締役　山本　悟,052-259-2720,,,,,,,,3中保管第1-1455号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,紀州和歌山らめんまっち棒052-259-272011486723106,46713161-cf02-4e7b-b6dc-ad15b2c83457,有限会社オフィスヤマモト　,8a6cba99-7b68-4868-b014-204005e86f46,a5f7feb7-61ff-4af4-b1a1-cf39133c3df4,2021/11/04,紀州和歌山らーめん　まっち棒,紀州和歌山らめんまっち棒,有限会社オフィスヤマモト　
Ｗ株式会社 代表取締役　成瀬　梨甫,,Ｚ/Ｘ　ＣＯＦＦＥＥ,名古屋市中区新栄二丁目２番１号　イノフィスビル１階,名古屋市中区新栄２丁目２番１号, イノフィスビル１階,,飲食店営業,2021/11/8,3中保管第1-1248号,2021/11/11,2027/11/20,,245,Ｚ/Ｘ　ＣＯＦＦＥＥ,052,,,,,名古屋市中区新栄２丁目２番１号,愛知県名古屋市中区新栄２丁目２番１号, イノフィスビル１階,114866,23,23106,新栄２,,,2021/11/08,2021/11/11,2027/11/20,Ｗ株式会社 ,代表取締役　成瀬　梨甫,,,,,,,,,3中保管第1-1248号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＺＸＣＯＦＦＥＥ11486623106,85432b8a-232d-4122-a847-097ab19b1e67,Ｗ株式会社,78bdb4f5-52b7-448b-8562-d05d324b2806,152ff45e-2b85-4670-bcdc-c969f165ef55,2021/11/08,Ｚ／Ｘ　ＣＯＦＦＥＥ,ＺＸＣＯＦＦＥＥ,Ｗ株式会社
サラザン株式会社 代表取締役社長　服部　加代子,052-822-8411,紗羅餐倶楽部,名古屋市中区丸の内三丁目７番２５号　中文ビル３Ｆ,名古屋市中区丸の内３丁目７番２５号, 中文ビル３Ｆ,052-962-7088,飲食店営業,2021/11/8,3中保管第1-1481号,2021/11/8,2027/11/20,,245,紗羅餐倶楽部,052,052-962-7088,,,,名古屋市中区丸の内３丁目７番２５号,愛知県名古屋市中区丸ノ内３丁目７番２５号, 中文ビル３Ｆ,114903,23,23106,丸の内３,,,2021/11/08,2021/11/08,2027/11/20,サラザン株式会社 ,代表取締役社長　服部　加代子,052-822-8411,,,,,,,,3中保管第1-1481号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,紗羅餐倶楽部052-962-708811490323106,d951745f-113c-4170-a492-0857b7497e70,サラザン株式会社,1c3a4999-371f-456d-880b-074a5591d1f7,c1c04cfd-cbbd-4239-810f-235c3701cae4,2021/11/08,紗羅餐倶楽部,紗羅餐倶楽部,サラザン株式会社
古森　テレサ,,Ｋａｋｕｒｅ,名古屋市中区栄四丁目２０番９号　第１０六本木ヴィレッジ４０６,名古屋市中区栄４丁目２０番９号, 第１０六本木ヴィレッジ４０６,052-253-7759,飲食店営業,2021/11/4,3中保管第1-1363号,2021/11/12,2027/11/20,,245,Ｋａｋｕｒｅ,052,052-253-7759,,,,名古屋市中区栄４丁目２０番９号,愛知県名古屋市中区栄４丁目２０番９号, 第１０六本木ヴィレッジ４０６,114858,23,23106,栄４,,,2021/11/04,2021/11/12,2027/11/20,,古森　テレサ,,,,,,,,,3中保管第1-1363号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,Ｋａｋｕｒｅ052-253-775911485823106,85c3e600-f73e-4949-9d81-195ef942eaf3,,personal,ec7dce68-a671-49af-bea4-bc7adfd9bc38,2021/11/04,Ｋａｋｕｒｅ,Ｋａｋｕｒｅ,
株式会社 有富商店 代表取締役 有富大祐,,博多串焼き　八乃助,名古屋市中区栄四丁目１８番１６号　浅井ビル １Ｆ,名古屋市中区栄４丁目１８番１６号,浅井ビル １Ｆ,251-8939,飲食店営業,2021/11/5,3中保管第1-1427号,2021/11/21,2027/11/20,,245,博多串焼き　八乃助,052,052-251-8939,,,,名古屋市中区栄４丁目１８番１６号,愛知県名古屋市中区栄４丁目１８番１６号,浅井ビル １Ｆ,114858,23,23106,栄４,,,2021/11/05,2021/11/21,2027/11/20,株式会社 有富商店 ,代表取締役 有富大祐,,,,,,,,,3中保管第1-1427号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,博多串焼き八乃助052-251-893911485823106,a526d707-2ee3-4cc5-924c-b900d4d549e2,株式会社有富商店　,1b3ceedd-1761-44ee-a867-0f9b4b0e1a3d,d7a2a385-8ef6-4932-8f4f-feab291eeb63,2021/11/05,博多串焼き　八乃助,博多串焼き八乃助,株式会社有富商店　
株式会社　フトゥーロ 代表取締役　入江　正仁,052-684-4251,ＫＡＲＡＯＫＥ　ＢＡＲ　Ｍ,名古屋市中区栄四丁目１２番２４号　第６ビル和光パートⅡ　４階Ａ号室,名古屋市中区栄４丁目１２番２４号,第６ビル和光パートⅡ ４階Ａ号室,,飲食店営業,2021/11/4,3中保管第1-1387号,2021/11/11,2027/11/20,,245,ＫＡＲＡＯＫＥ　ＢＡＲ　Ｍ,052,,,,,名古屋市中区栄４丁目１２番２４号,愛知県名古屋市中区栄４丁目１２番２４号,第６ビル和光パートⅡ ４階Ａ号室,114858,23,23106,栄４,,,2021/11/04,2021/11/11,2027/11/20,株式会社　フトゥーロ ,代表取締役　入江　正仁,052-684-4251,,,,,,,,3中保管第1-1387号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＫＡＲＡＯＫＥＢＡＲＭ11485823106,3fb6d692-b6bd-4cab-b42b-19f62192a9d7,株式会社フトゥーロ　,4fb239b2-2612-4e44-8bc4-b66a21b9d8ec,203562c5-b337-4f7b-ae27-6cdad95c3815,2021/11/04,ＫＡＲＡＯＫＥ　ＢＡＲ　Ｍ,ＫＡＲＡＯＫＥＢＡＲＭ,株式会社フトゥーロ　
近澤　利美,,ちかざわ,名古屋市中区栄四丁目４番９号　西新ビル１階　１１８号,名古屋市中区栄４丁目４番９号,西新ビル１階 １１８号,252-2181,飲食店営業,2021/11/5,3中保管第1-1422号,2021/11/21,2027/11/20,,245,ちかざわ,052,052-252-2181,,,,名古屋市中区栄４丁目４番９号,愛知県名古屋市中区栄４丁目４番９号,西新ビル１階 １１８号,114858,23,23106,栄４,,,2021/11/05,2021/11/21,2027/11/20,,近澤　利美,,,,,,,,,3中保管第1-1422号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ちかざわ052-252-218111485823106,018a849f-9c9e-4cfc-9183-ee3eda98bc6e,,personal,ff055976-3e8e-46d7-8188-6266977df332,2021/11/05,ちかざわ,ちかざわ,
株式会社　セイント 代表取締役　森　太郎,253-7418,茗圃,名古屋市中区栄二丁目１２番２２号　ウィンコート白川１Ｆ,名古屋市中区栄２丁目１２番２２号, ウィンコート白川１Ｆ,253-7418,飲食店営業,2021/11/8,3中保管第1-1397号,2021/11/21,2027/11/20,,245,茗圃,052,052-253-7418,,,,名古屋市中区栄２丁目１２番２２号,愛知県名古屋市中区栄２丁目１２番２２号, ウィンコート白川１Ｆ,114856,23,23106,栄２,,,2021/11/08,2021/11/21,2027/11/20,株式会社　セイント ,代表取締役　森　太郎,052-253-7418,,,,,,,,3中保管第1-1397号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,茗圃052-253-741811485623106,5841505f-3482-4935-a8eb-0438c72e4d4b,株式会社セイント　,76364cd3-3a97-4a79-9c1c-c9022a28ab2c,3ebb71b6-ed73-42e8-9561-d16507050d94,2021/11/08,茗圃,茗圃,株式会社セイント　
株式会社　清心社 代表取締役　小橋　一慶,052-321-6031,フルーツショップセリーヌ御園店,名古屋市中区栄一丁目４番１５号　ＣＦｏｒｅｓｔⅩ　Ｄ,名古屋市中区栄１丁目４番１５号,ＣＦｏｒｅｓｔⅩ Ｄ,052-228-2378,飲食店営業,2021/11/8,3中保管第1-1442号,2021/11/12,2027/11/20,,245,フルーツショップセリーヌ御園店,052,052-228-2378,,,,名古屋市中区栄１丁目４番１５号,愛知県名古屋市中区栄１丁目４番１５号,ＣＦｏｒｅｓｔⅩ Ｄ,114855,23,23106,栄１,,,2021/11/08,2021/11/12,2027/11/20,株式会社　清心社 ,代表取締役　小橋　一慶,052-321-6031,,,,,,,,3中保管第1-1442号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,フルツショップセリヌ御園店052-228-237811485523106,d4daaadc-8ae9-4351-8a1e-5140469fa173,株式会社清心社　,40dcc4cd-49d4-4bf5-8e0b-2eedbc63df26,2965f616-d9a7-4ca2-b209-a7a5188e791b,2021/11/08,フルーツショップセリーヌ御園店,フルツショップセリヌ御園店,株式会社清心社　
株式会社　清心社 代表取締役　小橋　一慶,052-321-6031,フルーツショップセリーヌ御園店,名古屋市中区栄一丁目４番１５号　ＣＦｏｒｅｓｔⅩ　Ｄ,名古屋市中区栄１丁目４番１５号,ＣＦｏｒｅｓｔⅩ Ｄ,052-228-2378,菓子製造業,2021/11/8,3中保管第1-1443号,2021/11/12,2027/11/20,,245,フルーツショップセリーヌ御園店,052,052-228-2378,,,,名古屋市中区栄１丁目４番１５号,愛知県名古屋市中区栄１丁目４番１５号,ＣＦｏｒｅｓｔⅩ Ｄ,114855,23,23106,栄１,,,2021/11/08,2021/11/12,2027/11/20,株式会社　清心社 ,代表取締役　小橋　一慶,052-321-6031,,,,,,,,3中保管第1-1443号,,菓子製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,フルツショップセリヌ御園店052-228-237811485523106,d4daaadc-8ae9-4351-8a1e-5140469fa173,株式会社清心社　,40dcc4cd-49d4-4bf5-8e0b-2eedbc63df26,8e00be7e-7528-4ba4-b546-b00e2d84ea79,2021/11/08,フルーツショップセリーヌ御園店,フルツショップセリヌ御園店,株式会社清心社　
阿部　優子,,メンバーズ　麻衣,名古屋市中区錦三丁目１２番１４号　カラーズ錦ビル２－A,名古屋市中区錦３丁目１２番１４号 ,カラーズ錦ビル２－A,953-5868,飲食店営業,2021/11/8,3中保管第1-1403号,2021/11/21,2027/11/20,,245,メンバーズ　麻衣,052,052-953-5868,,,,名古屋市中区錦３丁目１２番１４号 ,愛知県名古屋市中区錦３丁目１２番１４号,カラーズ錦ビル２－A,114880,23,23106,錦３,,,2021/11/08,2021/11/21,2027/11/20,,阿部　優子,,,,,,,,,3中保管第1-1403号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,メンバズ麻衣052-953-586811488023106,09f83fe6-618a-4318-8530-a0537aa3aaf9,,personal,66d283d9-5229-40f7-94f0-719413d07aee,2021/11/08,メンバーズ　麻衣,メンバズ麻衣,
株式会社コート 代表取締役　小木曽　昇平,052-212-8414,鮨　香斗,名古屋市中区錦三丁目２０番１４号　ＲａｙＯｎｅ　錦ビル　１Ｆ　１－４,名古屋市中区錦３丁目２０番１４号 ,ＲａｙＯｎｅ 錦ビル １Ｆ １－４,,飲食店営業,2021/11/5,3中保管第1-1498号,2021/11/14,2027/11/20,,245,鮨　香斗,052,,,,,名古屋市中区錦３丁目２０番１４号 ,愛知県名古屋市中区錦３丁目２０番１４号,ＲａｙＯｎｅ 錦ビル １Ｆ １－４,114880,23,23106,錦３,,,2021/11/05,2021/11/14,2027/11/20,株式会社コート ,代表取締役　小木曽　昇平,052-212-8414,,,,,,,,3中保管第1-1498号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,鮨香斗11488023106,3541fef1-c7ae-48c2-a21a-7a0575206a9f,株式会社コート　,fbc44e56-2619-40f3-bad0-b85e01a94323,66761f0b-e331-4e97-a400-52e308430ec1,2021/11/05,鮨　香斗,鮨香斗,株式会社コート　
株式会社Ｂｕｄｄｙ 代表取締役　浅野　裕史,,Ｂ　ｂａｒ,名古屋市中区錦三丁目１９番２６号　ＡＴＳ錦ビル　１０階　１００５号室,名古屋市中区錦３丁目１９番２６号 ,ＡＴＳ錦ビル １０階 １００５号室,,飲食店営業,2021/11/5,3中保管第1-1492号,2021/11/5,2027/11/20,,245,Ｂ　ｂａｒ,052,,,,,名古屋市中区錦３丁目１９番２６号 ,愛知県名古屋市中区錦３丁目１９番２６号,ＡＴＳ錦ビル １０階 １００５号室,114880,23,23106,錦３,,,2021/11/05,2021/11/05,2027/11/20,株式会社Ｂｕｄｄｙ ,代表取締役　浅野　裕史,,,,,,,,,3中保管第1-1492号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,Ｂｂａｒ11488023106,0187f3e0-ed4e-47be-b987-ada1452c63a7,株式会社Ｂｕｄｄｙ　,ed66637a-88ae-4316-9b02-20782dc1c233,97e5d426-83a3-475f-85e2-113d9eb7a63d,2021/11/05,Ｂ　ｂａｒ,Ｂｂａｒ,株式会社Ｂｕｄｄｙ　
吉田　達矢,,ＲＩＫＫＡ,名古屋市中区錦三丁目１９番２６号　ＡＴＳ錦ビル　１０階　１００３号室,名古屋市中区錦３丁目１９番２６号 ,ＡＴＳ錦ビル １０階 １００３号室,,飲食店営業,2021/11/5,3中保管第1-1373号,2021/11/5,2027/11/20,,245,ＲＩＫＫＡ,052,,,,,名古屋市中区錦３丁目１９番２６号 ,愛知県名古屋市中区錦３丁目１９番２６号,ＡＴＳ錦ビル １０階 １００３号室,114880,23,23106,錦３,,,2021/11/05,2021/11/05,2027/11/20,,吉田　達矢,,,,,,,,,3中保管第1-1373号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＲＩＫＫＡ11488023106,de4ee0a3-1aa7-4dc5-b9bd-b647d33510fa,,personal,c51afd2f-80af-42e9-b51b-c1b115a98254,2021/11/05,ＲＩＫＫＡ,ＲＩＫＫＡ,
佐藤　美幸,,カラオケパブ　みーまー,名古屋市中区栄四丁目２０番２４号　栄池田パークビル６階Ａ号,名古屋市中区栄４丁目２０番２４号 ,栄池田パークビル６階Ａ号,,飲食店営業,2021/11/5,3中保管第1-1490号,2021/11/5,2027/11/20,,245,カラオケパブ　みーまー,052,,,,,名古屋市中区栄４丁目２０番２４号 ,愛知県名古屋市中区栄４丁目２０番２４号,栄池田パークビル６階Ａ号,114858,23,23106,栄４,,,2021/11/05,2021/11/05,2027/11/20,,佐藤　美幸,,,,,,,,,3中保管第1-1490号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,カラオケパブみま11485823106,e5e47abf-b018-4508-8d47-3e0880b29329,,personal,d7a475de-308a-4a76-9d9f-a8306f7a7362,2021/11/05,カラオケパブ　みーまー,カラオケパブみま,
