https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,56,愛媛県,松山市,サニーマート松山久米店,,サニーマートマツヤマクメテン,飲食店営業,松山市北久米町６９８－１,松山市北久米町６９８－１,,,,089-970-6566,,株式会社サニーマート,,中村彰宏,第585号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,サニーマート松山久米店,089,089-970-6566,,,,松山市北久米町６９８－１,愛媛県松山市北久米町６９８－１,,193823,38,38201,北久米町,,2021/07/27,2021/07/27,,2026/09/30,株式会社サニーマート,中村彰宏,,,,,,,,,第585号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,サニマト松山久米店089-970-656619382338201,2b76e828-85a0-446e-a512-959825383110,株式会社サニーマート,6b536216-f545-4a3b-82dc-8ee98546bdf1,7313e1da-03df-4c2e-9220-c5350d5acc47,2021/07/27,サニーマート松山久米店,サニマト松山久米店,株式会社サニーマート
382019,57,愛媛県,松山市,サニーマート森松店,,サニーマートモリマツテン,飲食店営業,松山市森松町２７６－４,松山市森松町２７６－４,,,,089-969-0078,,株式会社サニーマート,,中村彰宏,第586号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,サニーマート森松店,089,089-969-0078,,,,松山市森松町２７６－４,愛媛県松山市森松町２７６－４,,194131,38,38201,森松町,,2021/07/27,2021/07/27,,2026/09/30,株式会社サニーマート,中村彰宏,,,,,,,,,第586号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,サニマト森松店089-969-007819413138201,0f42a0dc-3738-46b7-9ee7-c06150564866,株式会社サニーマート,6b536216-f545-4a3b-82dc-8ee98546bdf1,7d7a69c2-6515-40a0-bd79-135d98adc02b,2021/07/27,サニーマート森松店,サニマト森松店,株式会社サニーマート
382019,58,愛媛県,松山市,ｃａｆｅ＆ｂａｒ ａｔｏｒｉｅ―亜留理絵―,,カフェアンドバー アトリエ,飲食店営業,松山市二番町１丁目１－４センチュリービル１０５号,松山市二番町１丁目１－４,センチュリービル１０５号,,,089-904-8595,岩井将人,,,,第587号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,ｃａｆｅ＆ｂａｒ ａｔｏｒｉｅ―亜留理絵―,089,089-904-8595,,,,松山市二番町１丁目１－４,愛媛県松山市二番町１丁目１－４,センチュリービル１０５号,194002,38,38201,二番町１,,2021/07/27,2021/07/27,,2026/09/30,,岩井将人  ,,,,,,,,,第587号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,ｃａｆｅｂａｒａｔｏｒｉｅ亜留理絵089-904-859519400238201,acb69847-0976-4e1e-ae39-4707613e1793,,personal,e429fd69-5e99-426f-a528-dbbc81dd0f2c,2021/07/27,ｃａｆｅ＆ｂａｒ　ａｔｏｒｉｅ―亜留理絵―,ｃａｆｅｂａｒａｔｏｒｉｅ亜留理絵,
382019,59,愛媛県,松山市,TORIKONINARE,,トリコニナレ,飲食店営業,松山市保健所管内,松山市保健所管内,,,,,鳥谷部健太,,,,第588号,2021/7/28,2021/7/28,,2026/9/30,,,,,,377,TORIKONINARE,089,,,,,松山市保健所管内,愛媛県松山市保健所管内,,193715,38,38201,,,2021/07/28,2021/07/28,,2026/09/30,,鳥谷部健太  ,,,,,,,,,第588号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,ＴＯＲＩＫＯＮＩＮＡＲＥ19371538201,29c827a3-ff76-43ce-940a-1c96df648d76,,personal,3ca7eb73-71ed-449c-8b48-a9d88d62dd8e,2021/07/28,ＴＯＲＩＫＯＮＩＮＡＲＥ,ＴＯＲＩＫＯＮＩＮＡＲＥ,
382019,60,愛媛県,松山市,神とり,,カミトリ,飲食店営業,松山市勝山町１丁目１２－８寿晃ビル１Ｆ,松山市勝山町１丁目１２－８,寿晃ビル１Ｆ,,,,,株式会社優樹舎,,楠橋康弘,第591号,2021/7/29,2021/7/29,,2026/9/30,,,,,,377,神とり,089,,,,,松山市勝山町１丁目１２－８,愛媛県松山市勝山町１丁目１２－８,寿晃ビル１Ｆ,193800,38,38201,勝山町１,,2021/07/29,2021/07/29,,2026/09/30,株式会社優樹舎,楠橋康弘,,,,,,,,,第591号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,神とり19380038201,1d0f2231-803b-4ddd-a31c-c1faf3bd3a42,株式会社優樹舎,aafb1590-d4b2-47cf-be63-61ee79a05e67,a699be16-1006-4df5-ba71-0b966a1f73a7,2021/07/29,神とり,神とり,株式会社優樹舎
382019,61,愛媛県,松山市,猫八,,ネコハチ,飲食店営業,松山市平田町３８３－１,松山市平田町３８３－１,,,,,久門昌弘,,,,第596号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,猫八,089,,,,,松山市平田町３８３－１,愛媛県松山市平田町３８３－１,,194035,38,38201,平田町,,2021/07/30,2021/07/30,,2026/09/30,,久門昌弘  ,,,,,,,,,第596号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,猫八19403538201,2127cf19-de01-427d-a53c-52369d501744,,personal,59325c08-3700-4da0-8112-a2536adbcbb3,2021/07/30,猫八,猫八,
382019,62,愛媛県,松山市,蜜芋工房,,ミツイモコウボウ,飲食店営業,松山市堀江町１７４１－１,松山市堀江町１７４１－１,,,,,菊池和也,,,,第597号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,蜜芋工房,089,,,,,松山市堀江町１７４１－１,愛媛県松山市堀江町１７４１－１,,194054,38,38201,堀江町,,2021/07/30,2021/07/30,,2026/09/30,,菊池和也  ,,,,,,,,,第597号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,蜜芋工房19405438201,704f62db-f313-49a6-b7a6-cc67c0d83754,,personal,6ee88a1d-3714-424c-9667-1be0ef03b644,2021/07/30,蜜芋工房,蜜芋工房,
382019,63,愛媛県,松山市,酒房 安曇野,,シュボウ アズミノ,飲食店営業,松山市別府町４７２－７,松山市別府町４７２－７,,,,089-952-7820,青野修三,,,,第599号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,酒房 安曇野,089,089-952-7820,,,,松山市別府町４７２－７,愛媛県松山市別府町４７２－７,,194052,38,38201,別府町,,2021/07/30,2021/07/30,,2026/09/30,,青野修三  ,,,,,,,,,第599号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,酒房安曇野089-952-782019405238201,8793263b-3a07-49b8-b4ff-7c05597c2f93,,personal,16a5a367-6095-47a3-9211-ed2eb6ea0432,2021/07/30,酒房　安曇野,酒房安曇野,
382019,64,愛媛県,松山市,鯛メシ専門 鯛や,,タイメシセンモン タイヤ,飲食店営業,松山市三津１丁目３－２１,松山市三津１丁目３－２１,,,,089-951-1061,皆川健太,,,,第600号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,鯛メシ専門 鯛や,089,089-951-1061,,,,松山市三津１丁目３－２１,愛媛県松山市三津１丁目３－２１,,194081,38,38201,三津１,,2021/07/30,2021/07/30,,2026/09/30,,皆川健太  ,,,,,,,,,第600号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,鯛メシ専門鯛や089-951-106119408138201,befed3f7-b9b8-4f1d-9f82-a81320481e4d,,personal,8ac48f8a-07e8-4df1-b0f9-7ff57f3782af,2021/07/30,鯛メシ専門　鯛や,鯛メシ専門鯛や,
382019,65,愛媛県,松山市,福まん家松山空港通り店,,フクマンヤマツヤマクウコウドオリテン,飲食店営業,松山市空港通２丁目11-5,松山市空港通２丁目１１－５,,,,,,株式会社一耀,,一色充,第601号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,福まん家松山空港通り店,089,,,,,松山市空港通２丁目１１－５,愛媛県松山市空港通２丁目１１－５,,193844,38,38201,空港通２,,2021/07/30,2021/07/30,,2026/09/30,株式会社一耀,一色充,,,,,,,,,第601号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,福まん家松山空港通り店19384438201,cc3cafd6-b2a5-4026-a673-1b4672e7186c,株式会社一耀,5ebb64cf-021c-42a4-9842-609eae0a169b,a6ca2a55-a3b9-4f04-aafc-16dbfd537d56,2021/07/30,福まん家松山空港通り店,福まん家松山空港通り店,株式会社一耀
382019,66,愛媛県,松山市,しらすカフェ なぎさ,,シラスカフェ ナギサ,飲食店営業,松山市保免中１－９－１３ １F,松山市保免中１－９－１３,１F,,,,濵田祐也,,,,第602号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,しらすカフェ なぎさ,089,,,,,松山市保免中１－９－１３,愛媛県松山市保免中１－９－１３,１F,194203,38,38201,保免中１,,2021/07/30,2021/07/30,,2026/09/30,,濵田祐也  ,,,,,,,,,第602号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,しらすカフェなぎさ19420338201,1fe1e2c5-f7b1-4a92-bced-f0b47ea92808,,personal,f65b9247-4090-44b5-bc2a-279cba070db9,2021/07/30,しらすカフェ　なぎさ,しらすカフェなぎさ,
382019,67,愛媛県,松山市,鉄板dining KOTARO,,テッパンダイニング コタロウ,飲食店営業,松山市二番町3-5-11アマーレビル１F,松山市二番町３－５－１１,アマーレビル１F,,,,,株式会社KTR,,下田淳一郎,第603号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,鉄板dining KOTARO,089,,,,,松山市二番町３－５－１１,愛媛県松山市二番町３－５－１１,アマーレビル１F,194004,38,38201,二番町３,,2021/07/30,2021/07/30,,2026/09/30,株式会社KTR,下田淳一郎,,,,,,,,,第603号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,鉄板ｄｉｎｉｎｇＫＯＴＡＲＯ19400438201,c6b44b45-770d-4c5d-8e91-ef2bbf8c2b69,株式会社ＫＴＲ,4775fac2-2c40-488f-8b09-30fbf234ba4d,5f7e1a56-a110-418b-8b4c-342b0698729d,2021/07/30,鉄板ｄｉｎｉｎｇ　ＫＯＴＡＲＯ,鉄板ｄｉｎｉｎｇＫＯＴＡＲＯ,株式会社ＫＴＲ
382019,68,愛媛県,松山市,コンセプトカフェ じゅぴす,,コンセプトカフェ ジュピス,飲食店営業,松山市湊町３丁目８－８,松山市湊町３丁目８－８,,,,,乗松淳一,,,,第671号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,コンセプトカフェ じゅぴす,089,,,,,松山市湊町３丁目８－８,愛媛県松山市湊町３丁目８－８,,194091,38,38201,湊町３,,2021/07/30,2021/07/30,,2026/09/30,,乗松淳一  ,,,,,,,,,第671号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,コンセプトカフェじゅぴす19409138201,586416e4-b2fc-49ec-b419-f708d7bab21e,,personal,6b36f105-6325-4a98-8250-e857492ec9d6,2021/07/30,コンセプトカフェ　じゅぴす,コンセプトカフェじゅぴす,
382019,69,愛媛県,松山市,草花ヴィレッジ,,クサバナヴィレッジ,菓子製造業,松山市岩崎町２丁目９－９ １F,松山市岩崎町２丁目９－９,１F,,,089-993-8229,,株式会社マルキーズ,,高松恭子,第536号,2021/7/8,2021/7/8,,2026/9/30,,,,,,377,草花ヴィレッジ,089,089-993-8229,,,,松山市岩崎町２丁目９－９,愛媛県松山市岩崎町２丁目９－９,１F,193758,38,38201,岩崎町２,,2021/07/08,2021/07/08,,2026/09/30,株式会社マルキーズ,高松恭子,,,,,,,,,第536号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,E,9,,,草花ヴィレッジ089-993-822919375838201,5661c042-0b7c-4f8c-8717-fd9b49d722b2,株式会社マルキーズ,646c123f-929d-41c7-9d32-eb176944135d,65554b11-ead0-41b7-ac5b-b38e8950a82c,2021/07/08,草花ヴィレッジ,草花ヴィレッジ,株式会社マルキーズ
382019,70,愛媛県,松山市,シャトレーゼ松山南店,,シャトレーゼマツヤマミナミテン,菓子製造業,松山市古川北３丁目3-28,松山市古川北３丁目３－２８,,,,,,株式会社東邦ディール,,川野慶,第541号,2021/7/9,2021/7/9,,2026/9/30,,,,,,377,シャトレーゼ松山南店,089,,,,,松山市古川北３丁目３－２８,愛媛県松山市古川北３丁目３－２８,,194240,38,38201,古川北３,,2021/07/09,2021/07/09,,2026/09/30,株式会社東邦ディール,川野慶,,,,,,,,,第541号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,E,9,,,シャトレゼ松山南店19424038201,563d7cb1-02a5-420b-9257-e32cdb3f66ca,株式会社東邦ディール,19389b4b-dc05-4ac3-ada8-1798aee08e45,e8454a0c-3eb8-4d64-8cb9-9e8f842a5ddc,2021/07/09,シャトレーゼ松山南店,シャトレゼ松山南店,株式会社東邦ディール
382019,71,愛媛県,松山市,むぎばたけ,,ムギバタケ,菓子製造業,松山市東垣生町61-1,松山市東垣生町６１－１,,,,,,株式会社Ｇｒｅｅｎ,,徳岡比朗士,第589号,2021/7/29,2021/7/29,,2026/9/30,,,,,,377,むぎばたけ,089,,,,,松山市東垣生町６１－１,愛媛県松山市東垣生町６１－１,,194027,38,38201,東垣生町,,2021/07/29,2021/07/29,,2026/09/30,株式会社Ｇｒｅｅｎ,徳岡比朗士,,,,,,,,,第589号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,E,9,,,むぎばたけ19402738201,dec06d2a-f295-439a-99f7-dd9f3b6283fa,株式会社Ｇｒｅｅｎ,84044dfb-e903-4f6d-8f7f-b7f40fa7ef8d,8cab88c0-f06d-4c80-88be-66632c7abf32,2021/07/29,むぎばたけ,むぎばたけ,株式会社Ｇｒｅｅｎ
382019,72,愛媛県,松山市,なかま共同作業所,,ナカマキョウドウサギョウショ,菓子製造業,松山市太山寺町甲４１９,松山市太山寺町甲４１９,,,,089-978-6110,,社会福祉法人 友の会,,土居賢二,第590号,2021/7/29,2021/7/29,,2026/9/30,,,,,,377,なかま共同作業所,089,089-978-6110,,,,松山市太山寺町甲４１９,愛媛県松山市太山寺町甲４１９,,193913,38,38201,太山寺町,,2021/07/29,2021/07/29,,2026/09/30,社会福祉法人 友の会,土居賢二,,,,,,,,,第590号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,E,9,,,なかま共同作業所089-978-611019391338201,4aa7f769-f4da-4ee2-a884-cfdab5260a53,社会福祉法人友の会,6b99a12e-c1cd-46f5-99c2-98c9a3500c7a,1d20ecc0-55fe-4781-af96-a5dcbfd68945,2021/07/29,なかま共同作業所,なかま共同作業所,社会福祉法人友の会
382019,73,愛媛県,松山市,蜜芋工房,,ミツイモコウボウ,菓子製造業,松山市堀江町１７４１－１,松山市堀江町１７４１－１,,,,,菊池和也,,,,第598号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,蜜芋工房,089,,,,,松山市堀江町１７４１－１,愛媛県松山市堀江町１７４１－１,,194054,38,38201,堀江町,,2021/07/30,2021/07/30,,2026/09/30,,菊池和也  ,,,,,,,,,第598号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,E,9,,,蜜芋工房19405438201,704f62db-f313-49a6-b7a6-cc67c0d83754,,personal,8a1fb7c5-901a-42fa-a61d-c446bcde81f5,2021/07/30,蜜芋工房,蜜芋工房,
382019,74,愛媛県,松山市,Tipitinats Cakes,,ティピティーナッツ ケイクス,菓子製造業,松山市本町6丁目8-4カサブランカ本町101,松山市本町６丁目８－４,カサブランカ本町１０１,,,,小田泰史,,,,第670号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,Tipitinats Cakes,089,,,,,松山市本町６丁目８－４,愛媛県松山市本町６丁目８－４,カサブランカ本町１０１,194061,38,38201,本町６,,2021/07/30,2021/07/30,,2026/09/30,,小田泰史  ,,,,,,,,,第670号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,E,9,,,ＴｉｐｉｔｉｎａｔｓＣａｋｅｓ19406138201,df22f192-592a-484d-a93b-9853e436551a,,personal,75ba7183-a6f3-43e5-bd03-d832ea2204e6,2021/07/30,Ｔｉｐｉｔｉｎａｔｓ　Ｃａｋｅｓ,ＴｉｐｉｔｉｎａｔｓＣａｋｅｓ,
382019,75,愛媛県,松山市,レストラン ふわり,,レストラン フワリ,そうざい製造業,松山市大浦119,松山市大浦１１９,,,,089-911-7700,,風早の郷ふわり協同組合,,亀井政次,第526号,2021/7/5,2021/7/5,,2026/9/30,,,,,,377,レストラン ふわり,089,089-911-7700,,,,松山市大浦１１９,愛媛県松山市大浦１１９,,194287,38,38201,大浦,,2021/07/05,2021/07/05,,2026/09/30,風早の郷ふわり協同組合,亀井政次,,,,,,,,,第526号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,E,9,,,レストランふわり089-911-770019428738201,81e751c0-79e2-41bc-a83f-828b8bc5c71c,風早の郷ふわり協同組合,9c5f84b5-9353-4349-a17e-2201778e2e6c,9533cb00-20eb-4ac9-af19-33980528abb9,2021/07/05,レストラン　ふわり,レストランふわり,風早の郷ふわり協同組合
382019,76,愛媛県,松山市,ローソン松山北斎院町店,,ローソンマツヤマキタサヤチョウテン,そうざい製造業,松山市北斎院町493－1,松山市北斎院町４９３－１,,,,089-900-0167,,株式会社シュート,,日野勝志,第547号,2021/7/14,2021/7/14,,2026/9/30,,,,,,377,ローソン松山北斎院町店,089,089-900-0167,,,,松山市北斎院町４９３－１,愛媛県松山市北斎院町４９３－１,,193824,38,38201,北斎院町,,2021/07/14,2021/07/14,,2026/09/30,株式会社シュート,日野勝志,,,,,,,,,第547号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,E,9,,,ロソン松山北斎院町店089-900-016719382438201,d6702bd6-e86e-4ac2-93ea-a7987e75746d,株式会社シュート,35f54a4e-753f-44b2-9411-0b1686a89d9c,11c6b4e7-f5c6-4a9a-a813-8402a996342a,2021/07/14,ローソン松山北斎院町店,ロソン松山北斎院町店,株式会社シュート
382019,77,愛媛県,松山市,魚屋 ふわり,,サカナヤ フワリ,魚介類販売業,松山市大浦119番地,松山市大浦１１９番地,,,,089-911-7700,,風早の郷ふわり協同組合,,亀井政次,第525号,2021/7/5,2021/7/5,,2026/9/30,,,,,,377,魚屋 ふわり,089,089-911-7700,,,,松山市大浦１１９番地,愛媛県松山市大浦１１９番地,,194287,38,38201,大浦,,2021/07/05,2021/07/05,,2026/09/30,風早の郷ふわり協同組合,亀井政次,,,,,,,,,第525号,,魚介類販売業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,I,58,,,魚屋ふわり089-911-770019428738201,32ae9094-9499-48b1-bb9d-8c63765af0a1,風早の郷ふわり協同組合,9c5f84b5-9353-4349-a17e-2201778e2e6c,e767debd-7cb6-4e15-a965-8f9f78dc084c,2021/07/05,魚屋　ふわり,魚屋ふわり,風早の郷ふわり協同組合
382019,78,愛媛県,松山市,居酒屋あかり,,イザカヤアカリ,魚介類販売業,松山市花園町７－２,松山市花園町７－２,,,,089-943-4888,,有限会社あかり,,岡田守,第537号,2021/7/8,2021/7/8,,2026/9/30,,,,,,377,居酒屋あかり,089,089-943-4888,,,,松山市花園町７－２,愛媛県松山市花園町７－２,,194007,38,38201,花園町,,2021/07/08,2021/07/08,,2026/09/30,有限会社あかり,岡田守,,,,,,,,,第537号,,魚介類販売業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,I,58,,,居酒屋あかり089-943-488819400738201,49585cde-92e0-4c5d-8347-827b94475de9,有限会社あかり,6cc84f7a-3860-4645-881e-195158ac5f61,221c0365-26eb-4775-bba3-1ad7c393804b,2021/07/08,居酒屋あかり,居酒屋あかり,有限会社あかり
382019,79,愛媛県,松山市,(有)松山大水,,ユウゲンガイシャマツヤマダイスイ,魚介類販売業,松山市三津２丁目１６－４,松山市三津２丁目１６－４,,,,,,有限会社松山大水,,金谷文和,第595号,2021/7/30,2021/7/30,,2026/9/30,,,,,,377,(有)松山大水,089,,,,,松山市三津２丁目１６－４,愛媛県松山市三津２丁目１６－４,,194082,38,38201,三津２,,2021/07/30,2021/07/30,,2026/09/30,有限会社松山大水,金谷文和,,,,,,,,,第595号,,魚介類販売業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,I,58,,,有限会社松山大水19408238201,004e9352-debc-47c6-906d-e726db55ceed,有限会社松山大水,289991ec-89e5-40a8-9624-edcc05c1d1c2,daefaa93-b1af-471d-b651-a645ec8277a8,2021/07/30,有限会社松山大水,有限会社松山大水,有限会社松山大水
