https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請区分,申請者1,,,申請者2,,申請-電話番号1,施設-住所1,施設-マンション名,施設-電話番号1,,,施設名,業種,業態,確認番号,許可期間開始日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請等種別,申請者＿申請者名,申請者＿役職名,申請者＿その他役職名,申請者＿代表者,,申請者＿電話番号,所在地１,所在地２,施設＿所在地電話番号,施設＿名称（屋号・商号）１,施設＿名称（屋号・商号）２,,業種,種目（営業の種類）（給食の種類）,許可番号,許可開始日,初回許可年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,オリオンビアテラス　スピカ,,オリオンビアテラス　スピカ　,飲食店営業,バー,第01202100713号,R04.02.15,R04.02.15,,465,オリオンビアテラス　スピカ　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100713号,新規,飲食店営業, バー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,オリオンビアテラススピカ0980-51-730221624647308,db9d403a-66bd-450b-b75b-82c1dbfbbaca,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,999ed9e2-7907-4c8a-99da-5ff8e8abfbdf,2022/02/15,オリオンビアテラス　スピカ　,オリオンビアテラススピカ,株式会社ホテルオリオンモトブ
新規申請,株式会社エナジックインターナショナル,代表取締役,,大城　博成,代表取締役　大城　博成,51-9120       ,名護市瀬嵩４６３－３,,55-8368       ,エナジック瀬嵩カントリークラブ,,エナジック瀬嵩カントリークラブ　,飲食店営業,レストラン,第01202100730号,R04.02.18,R04.02.18,,465,エナジック瀬嵩カントリークラブ　,0980,0980-55-8368,,,,名護市瀬嵩４６３－３,沖縄県名護市瀬嵩４６３－３,,215743,47,47209,瀬嵩,,2022/02/18,,2022/02/18,,株式会社エナジックインターナショナル,代表取締役　大城　博成,0980-51-9120       ,,,,,,,,第01202100730号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,エナジック瀬嵩カントリクラブ0980-55-836821574347209,debe46d3-1106-4c5f-9cbd-56fdefa56647,株式会社エナジックインターナショナル,01e188da-882d-4d3f-ac91-8be56a4b2019,a7351e4d-1075-47c0-8a5d-cd4d73e19dad,2022/02/18,エナジック瀬嵩カントリークラブ　,エナジック瀬嵩カントリクラブ,株式会社エナジックインターナショナル
新規申請,株式会社山浩商事,代表取締役,,山端　康成,代表取締役　山端　康成,52-2067       ,北部保健所管内,,53-6756       ,モスバーガー名護バイパス店,,モスバーガー名護バイパス店　,飲食店営業,臨時営業80L,第01202100608号,R03.12.22,R03.12.22,,465,モスバーガー名護バイパス店　,,0980-53-6756,,,,北部保健所管内,沖縄県北部保健所管内,,,47,,,,2021/12/22,,2021/12/22,,株式会社山浩商事,代表取締役　山端　康成,0980-52-2067       ,,,,,,,,第01202100608号,新規,飲食店営業, 臨時営業80L,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,モスバガ名護バイパス店0980-53-6756,61efbd6f-9572-4577-9d67-45d6437dc487,株式会社山浩商事,f8548ba5-d985-44b3-9522-ba6c0827c36e,5f679980-1dda-419a-8c8e-082261d01e39,2021/12/22,モスバーガー名護バイパス店　,モスバガ名護バイパス店,株式会社山浩商事
新規申請,合同会社プラナリア,代表社員,,前田　卓也,代表社員　前田　卓也,52-8020       ,北部保健所管内,,              ,ＦＩＦＩ　ＰＡＲＬＯＲ,,ＦＩＦＩ　ＰＡＲＬＯＲ　,飲食店営業,臨時営業40L,第01202100570号,R03.12.01,R03.12.01,,465,ＦＩＦＩ　ＰＡＲＬＯＲ　,,,,,,北部保健所管内,沖縄県北部保健所管内,,,47,,,,2021/12/01,,2021/12/01,,合同会社プラナリア,代表社員　前田　卓也,0980-52-8020       ,,,,,,,,第01202100570号,新規,飲食店営業, 臨時営業40L,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＦＩＦＩＰＡＲＬＯＲ,37e910c2-8dbc-4671-9fef-877ea6b02954,合同会社プラナリア,01e53218-5dba-4576-a897-509bb2da93b9,6a429d0d-4cf3-43a9-8b4c-e381f20c9345,2021/12/01,ＦＩＦＩ　ＰＡＲＬＯＲ　,ＦＩＦＩＰＡＲＬＯＲ,合同会社プラナリア
新規申請,合同会社ＭＡＲＫＰＬＡＮＮＩＮＧ,代表社員,,桂　正毅,代表社員　桂　正毅,52-8822       ,名護市運天原５１４－１０,,52-8822       ,Ａｄｍｉｒｅ　Ｃａｆｅ＆Ｂａｒ,,Ａｄｍｉｒｅ　Ｃａｆｅ＆Ｂａｒ　,飲食店営業,パーラー,第01202100578号,R03.12.07,R03.12.07,,465,Ａｄｍｉｒｅ　Ｃａｆｅ＆Ｂａｒ　,0980,0980-52-8822,,,,名護市運天原５１４－１０,沖縄県名護市運天原５１４－１０,,215725,47,47209,運天原,,2021/12/07,,2021/12/07,,合同会社ＭＡＲＫＰＬＡＮＮＩＮＧ,代表社員　桂　正毅,0980-52-8822       ,,,,,,,,第01202100578号,新規,飲食店営業, パーラー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＡｄｍｉｒｅＣａｆｅＢａｒ0980-52-882221572547209,f2298cad-fbc8-4c9c-8135-c6216fd5ae88,合同会社ＭＡＲＫＰＬＡＮＮＩＮＧ,cde4ed2a-9d5b-4e75-a3a5-fd9f2a96357f,0d68e70c-7c4e-42ca-a1d5-a71cad238d1a,2021/12/07,Ａｄｍｉｒｅ　Ｃａｆｅ＆Ｂａｒ　,ＡｄｍｉｒｅＣａｆｅＢａｒ,合同会社ＭＡＲＫＰＬＡＮＮＩＮＧ
新規申請,株式会社前田産業,代表取締役,,前田　裕子,代表取締役　前田　裕子,53-0031       ,名護市宮里４５３－１,,53-0031       ,ティーダダイニング　心彩身,,ティーダダイニング　心彩身　,飲食店営業,レストラン,第01202100641号,R04.01.13,R04.01.13,,465,ティーダダイニング　心彩身　,0980,0980-53-0031,,,,名護市宮里４５３－１,沖縄県名護市宮里４５３－１,,215762,47,47209,宮里４,,2022/01/13,,2022/01/13,,株式会社前田産業,代表取締役　前田　裕子,0980-53-0031       ,,,,,,,,第01202100641号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ティダダイニング心彩身0980-53-003121576247209,59bf58c9-1ff6-4543-8c18-984614a8a02b,株式会社前田産業,0799d7fd-4b59-47f8-8f79-593a2f56dc2b,2d391e5e-a41d-47b5-a4ac-5e17c65625d0,2022/01/13,ティーダダイニング　心彩身　,ティダダイニング心彩身,株式会社前田産業
新規申請,株式会社前田産業,代表取締役,,前田　裕子,代表取締役　前田　裕子,53-0031       ,名護市宮里４５３－１,,53-0031       ,心彩身（宴会場）,,心彩身（宴会場）　,飲食店営業,レストラン,第01202100640号,R04.01.13,R04.01.13,,465,心彩身（宴会場）　,0980,0980-53-0031,,,,名護市宮里４５３－１,沖縄県名護市宮里４５３－１,,215762,47,47209,宮里４,,2022/01/13,,2022/01/13,,株式会社前田産業,代表取締役　前田　裕子,0980-53-0031       ,,,,,,,,第01202100640号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,心彩身宴会場0980-53-003121576247209,28424b4b-6043-4110-803a-e0d3cb8dcc23,株式会社前田産業,0799d7fd-4b59-47f8-8f79-593a2f56dc2b,8ff9a90d-78d8-4d92-9ff7-7d132d4e28a5,2022/01/13,心彩身（宴会場）　,心彩身宴会場,株式会社前田産業
新規申請,株式会社前田産業,代表取締役,,前田　裕子,代表取締役　前田　裕子,53-0031       ,名護市宮里４５３－１,,53-0031       ,心彩身（宴会場）,,心彩身（宴会場）　,菓子製造業,菓子製造業,第01202100638号,R04.01.13,R04.01.13,,465,心彩身（宴会場）　,0980,0980-53-0031,,,,名護市宮里４５３－１,沖縄県名護市宮里４５３－１,,215762,47,47209,宮里４,,2022/01/13,,2022/01/13,,株式会社前田産業,代表取締役　前田　裕子,0980-53-0031       ,,,,,,,,第01202100638号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,心彩身宴会場0980-53-003121576247209,28424b4b-6043-4110-803a-e0d3cb8dcc23,株式会社前田産業,0799d7fd-4b59-47f8-8f79-593a2f56dc2b,44ce8fda-69ad-4d3a-8010-7954bb441dbe,2022/01/13,心彩身（宴会場）　,心彩身宴会場,株式会社前田産業
新規申請,株式会社名護パイン園,代表取締役,,安里　清高,代表取締役　安里　清高,53-3659       ,名護市為又１１９５,,53-3659       ,アナナス　キッチン　１,,アナナス　キッチン　１　,飲食店営業,パーラー,第01202100614号,R03.12.22,R03.12.22,,465,アナナス　キッチン　１　,0980,0980-53-3659,,,,名護市為又１１９５,沖縄県名護市為又１１９５,,215752,47,47209,為又,,2021/12/22,,2021/12/22,,株式会社名護パイン園,代表取締役　安里　清高,0980-53-3659       ,,,,,,,,第01202100614号,新規,飲食店営業, パーラー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,アナナスキッチン１0980-53-365921575247209,ec1140ff-1065-407d-93d4-42977ac9c4ee,株式会社名護パイン園,4465cdac-db13-4923-8b18-7f50a61a2890,703aa337-f579-4a8a-92c0-5e5a2099f161,2021/12/22,アナナス　キッチン　１　,アナナスキッチン１,株式会社名護パイン園
新規申請,株式会社名護パイン園,代表取締役,,安里　清高,代表取締役　安里　清高,53-3659       ,名護市為又１１９５,,53-3659       ,アナナス　キッチン　２,,アナナス　キッチン　２　,飲食店営業,パーラー,第01202100613号,R03.12.22,R03.12.22,,465,アナナス　キッチン　２　,0980,0980-53-3659,,,,名護市為又１１９５,沖縄県名護市為又１１９５,,215752,47,47209,為又,,2021/12/22,,2021/12/22,,株式会社名護パイン園,代表取締役　安里　清高,0980-53-3659       ,,,,,,,,第01202100613号,新規,飲食店営業, パーラー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,アナナスキッチン２0980-53-365921575247209,789530fd-b3ee-4de7-a7ea-08a4fc408be5,株式会社名護パイン園,4465cdac-db13-4923-8b18-7f50a61a2890,21c5ee7a-1bf7-4083-a7c3-3812a55dfaaf,2021/12/22,アナナス　キッチン　２　,アナナスキッチン２,株式会社名護パイン園
新規申請,株式会社名護パイン園,代表取締役,,安里　清高,代表取締役　安里　清高,53-3659       ,名護市為又１１９５,,53-3659       ,アナナス　キッチン　３,,アナナス　キッチン　３　,飲食店営業,パーラー,第01202100612号,R03.12.22,R03.12.22,,465,アナナス　キッチン　３　,0980,0980-53-3659,,,,名護市為又１１９５,沖縄県名護市為又１１９５,,215752,47,47209,為又,,2021/12/22,,2021/12/22,,株式会社名護パイン園,代表取締役　安里　清高,0980-53-3659       ,,,,,,,,第01202100612号,新規,飲食店営業, パーラー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,アナナスキッチン３0980-53-365921575247209,5515dad6-3f26-4efc-a907-d1d411c62aff,株式会社名護パイン園,4465cdac-db13-4923-8b18-7f50a61a2890,807d9275-b727-4780-9333-fa60a174eb22,2021/12/22,アナナス　キッチン　３　,アナナスキッチン３,株式会社名護パイン園
新規申請,株式会社ＴＣＣ,代表取締役,,砂川　有紀,代表取締役　砂川　有紀,54-5488       ,名護市宇茂佐の森１－１７－１２,,43-5380       ,ローソン名護宇茂佐の森店,,ローソン名護宇茂佐の森店　,飲食店営業,そうざい,第01202100702号,R04.01.31,R04.01.31,,465,ローソン名護宇茂佐の森店　,0980,0980-43-5380,,,,名護市宇茂佐の森１－１７－１２,沖縄県名護市宇茂佐ノ森１－１７－１２,,215724,47,47209,宇茂佐,,2022/01/31,,2022/01/31,,株式会社ＴＣＣ,代表取締役　砂川　有紀,0980-54-5488       ,,,,,,,,第01202100702号,新規,飲食店営業, そうざい,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ロソン名護宇茂佐の森店0980-43-538021572447209,841545e6-da89-4a7a-8be4-f93342818c73,株式会社ＴＣＣ,e4b6f407-3af1-4a89-a5de-2c3ba3d4b3bd,7537406e-26bb-42e7-b538-807f4ad8ecfb,2022/01/31,ローソン名護宇茂佐の森店　,ロソン名護宇茂佐の森店,株式会社ＴＣＣ
新規申請,有限会社マルチメディア店,代表取締役,,許田　正健,代表取締役　許田　正健,55-2258       ,名護市豊原２２４－４９,,55-2258       ,ファミリーマート,名護マルチメディア館前店,ファミリーマート　名護マルチメディア館前店,飲食店営業,そうざい,第01202100636号,R04.01.12,R04.01.12,,465,ファミリーマート　名護マルチメディア館前店,0980,0980-55-2258,,,,名護市豊原２２４－４９,沖縄県名護市豊原２２４－４９,,215747,47,47209,豊原,,2022/01/12,,2022/01/12,,有限会社マルチメディア店,代表取締役　許田　正健,0980-55-2258       ,,,,,,,,第01202100636号,新規,飲食店営業, そうざい,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ファミリマト名護マルチメディア館前店0980-55-225821574747209,fd0bab02-3ed6-4ac2-a24b-b5337e0e1a8d,有限会社マルチメディア店,a51f7f05-d8c3-470e-b425-6ec233c9020e,41bdbd19-9fa7-4d3e-8bc2-8aca0d09225f,2022/01/12,ファミリーマート　名護マルチメディア館前店,ファミリマト名護マルチメディア館前店,有限会社マルチメディア店
新規申請,農業生産法人有限会社金城ミート,代表取締役,,高安　高治,代表取締役　高安　高治,56-2781       ,国頭郡今帰仁村謝名１２８,,56-2781       ,農業生産法人（有）　金城ミート,,農業生産法人（有）　金城ミート　,食肉製品製造業,食肉製品製造業,第01202100685号,R04.01.28,R04.01.28,,465,農業生産法人（有）　金城ミート　,0980,0980-56-2781,,,,国頭郡今帰仁村謝名１２８,沖縄県国頭郡今帰仁村謝名１２８,,216207,47,47306,謝名,,2022/01/28,,2022/01/28,,農業生産法人有限会社金城ミート,代表取締役　高安　高治,0980-56-2781       ,,,,,,,,第01202100685号,新規,食肉製品製造業, 食肉製品製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,農業生産法人有限会社金城ミト0980-56-278121620747306,ff3210e2-8f72-48e9-af27-79e4a4990012,農業生産法人有限会社金城ミート,cdf22c77-d7e5-4899-8a61-817af84235e7,76bc4be9-396e-47e2-9596-c0b7f6b10a79,2022/01/28,農業生産法人有限会社金城ミート　,農業生産法人有限会社金城ミト,農業生産法人有限会社金城ミート
新規申請,沖縄県伝統作物生産事業協同組合,代表理事,,安里　和夫,代表理事　安里　和夫,56-3990       ,国頭郡今帰仁村天底６７６－３,,56-3990       ,沖縄県伝統作物生産事業協同組合,,沖縄県伝統作物生産事業協同組合　,密封包装食品製造業,密封包装,第01202100582号,R03.12.08,R03.12.08,,465,沖縄県伝統作物生産事業協同組合　,0980,0980-56-3990,,,,国頭郡今帰仁村天底６７６－３,沖縄県国頭郡今帰仁村天底６７６－３,,216197,47,47306,天底,,2021/12/08,,2021/12/08,,沖縄県伝統作物生産事業協同組合,代表理事　安里　和夫,0980-56-3990       ,,,,,,,,第01202100582号,新規,密封包装食品製造業, 密封包装,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,沖縄県伝統作物生産事業協同組合0980-56-399021619747306,da22bb05-ee6f-4ab7-a926-559cd7151873,沖縄県伝統作物生産事業協同組合,49e2eee6-3b45-482b-9e35-c240ab834be8,35bc71f4-6cac-4497-9324-1d6ccb65495d,2021/12/08,沖縄県伝統作物生産事業協同組合　,沖縄県伝統作物生産事業協同組合,沖縄県伝統作物生産事業協同組合
新規申請,株式会社エイチ・エス,代表取締役,,崎浜　秀斗,代表取締役　崎浜　秀斗,59-5683       ,名護市城１－２－１３,崎浜貸店舗２Ｆ,              ,ＣＬＵＢ　ＲＯＹＡＬＲＥＳＯＲＴ,,ＣＬＵＢ　ＲＯＹＡＬＲＥＳＯＲＴ　,飲食店営業,ﾅｲﾄｽﾅｯｸ,第01202100587号,R03.12.08,R03.12.08,,465,ＣＬＵＢ　ＲＯＹＡＬＲＥＳＯＲＴ　,0980,,,,,名護市城１－２－１３,沖縄県名護市城１－２－１３,崎浜貸店舗２Ｆ,215777,47,47209,城１,,2021/12/08,,2021/12/08,,株式会社エイチ・エス,代表取締役　崎浜　秀斗,0980-59-5683       ,,,,,,,,第01202100587号,新規,飲食店営業, ﾅｲﾄｽﾅｯｸ,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＣＬＵＢＲＯＹＡＬＲＥＳＯＲＴ21577747209,4c7cf58c-b494-4a7c-80a5-e53e5fbfe013,株式会社エイチ・エス,fb6c4bfb-c760-4d1b-a7f1-bb6bb09c8a3d,8454238c-d02a-46c7-9226-9da4af59590e,2021/12/08,ＣＬＵＢ　ＲＯＹＡＬＲＥＳＯＲＴ　,ＣＬＵＢＲＯＹＡＬＲＥＳＯＲＴ,株式会社エイチ・エス
新規申請,金子　竜太,,,,,,国頭郡東村平良１６７－１,,,かねやん食堂,,かねやん食堂　,飲食店営業,食堂,第01202100711号,R04.02.15,R04.02.15,,465,かねやん食堂　,0980,,,,,国頭郡東村平良１６７－１,沖縄県国頭郡東村平良１６７－１,,216220,47,47303,平良,,2022/02/15,,2022/02/15,,,金子　竜太 ,,,,,,,,,第01202100711号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,かねやん食堂21622047303,206fb1c9-57f1-4893-8161-d19c091cfec0,,personal,1337ca8f-e48d-4a4b-9bf8-3d28d766bb2a,2022/02/15,かねやん食堂　,かねやん食堂,
新規申請,金子　竜太,,,,,,国頭郡東村平良１６７－１,,,かねやん食堂,,かねやん食堂　,菓子製造業,菓子製造業,第01202100710号,R04.02.15,R04.02.15,,465,かねやん食堂　,0980,,,,,国頭郡東村平良１６７－１,沖縄県国頭郡東村平良１６７－１,,216220,47,47303,平良,,2022/02/15,,2022/02/15,,,金子　竜太 ,,,,,,,,,第01202100710号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,かねやん食堂21622047303,206fb1c9-57f1-4893-8161-d19c091cfec0,,personal,b3f397ae-f6d9-44cb-9cdd-71689cdbff53,2022/02/15,かねやん食堂　,かねやん食堂,
新規申請,真喜屋　和美,,,,,,国頭郡伊江村川平３０９,,,和食品加工所,,和食品加工所　,菓子製造業,菓子製造業,第01202100651号,R04.01.20,R04.01.20,,465,和食品加工所　,0980,,,,,国頭郡伊江村川平３０９,沖縄県国頭郡伊江村川平３０９,,216132,47,47315,川平,,2022/01/20,,2022/01/20,,,真喜屋　和美 ,,,,,,,,,第01202100651号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,和食品加工所21613247315,6abb2825-5e5f-4218-b28b-6a684158ad21,,personal,bd96875e-46ee-4874-b1ae-dd5015d850e8,2022/01/20,和食品加工所　,和食品加工所,
新規申請,真喜屋　和美,,,,,,国頭郡伊江村川平３０９,,,和食品加工所,,和食品加工所　,みそ又はしょうゆ製造業,みそ又はしょうゆ,第01202100650号,R04.01.20,R04.01.20,,465,和食品加工所　,0980,,,,,国頭郡伊江村川平３０９,沖縄県国頭郡伊江村川平３０９,,216132,47,47315,川平,,2022/01/20,,2022/01/20,,,真喜屋　和美 ,,,,,,,,,第01202100650号,新規,みそ製造業, みそ又はしょうゆ,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,和食品加工所21613247315,6abb2825-5e5f-4218-b28b-6a684158ad21,,personal,d355f8d5-2b9a-40c4-b13c-b3ce5cf13ed9,2022/01/20,和食品加工所　,和食品加工所,
新規申請,田中　喜子,,,,,,名護市汀間３７１,,,春おばーのなんとう店,,春おばーのなんとう店　,飲食店営業,食堂,第01202100591号,R03.12.08,R03.12.08,,465,春おばーのなんとう店　,0980,,,,,名護市汀間３７１,沖縄県名護市汀間３７１,,215745,47,47209,汀間,,2021/12/08,,2021/12/08,,,田中　喜子 ,,,,,,,,,第01202100591号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,春おばのなんとう店21574547209,f333ae8a-b7da-4874-a95c-8f587bf0dce0,,personal,d1096e31-3d48-4c53-9bcd-b5e2682b81e9,2021/12/08,春おばーのなんとう店　,春おばのなんとう店,
新規申請,比嘉　穰二,,,,,,名護市数久田７８１,,,えびす豆腐店,,えびす豆腐店　,豆腐製造業,豆腐製造業,第01202100601号,R03.12.16,R03.12.16,,465,えびす豆腐店　,0980,,,,,名護市数久田７８１,沖縄県名護市数久田７８１,,215741,47,47209,数久田,,2021/12/16,,2021/12/16,,,比嘉　穰二 ,,,,,,,,,第01202100601号,新規,豆腐製造業, 豆腐製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,えびす豆腐店21574147209,b1f5c096-85ac-42f1-bde2-72c94f4905f6,,personal,1ee856a9-36ab-4631-83b9-9019b034f7d8,2021/12/16,えびす豆腐店　,えびす豆腐店,
新規申請,浦崎　直也,,,,,,国頭郡本部町大浜８７４－７,,,ＣＨＩＣＫＥＮ　ＣＲＥＷ　ＮＡＯ,,ＣＨＩＣＫＥＮ　ＣＲＥＷ　ＮＡＯ　,飲食店営業,食堂,第01202100575号,R03.12.06,R03.12.06,,465,ＣＨＩＣＫＥＮ　ＣＲＥＷ　ＮＡＯ　,0980,,,,,国頭郡本部町大浜８７４－７,沖縄県国頭郡本部町大浜８７４－７,,216230,47,47308,大浜,,2021/12/06,,2021/12/06,,,浦崎　直也 ,,,,,,,,,第01202100575号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＣＨＩＣＫＥＮＣＲＥＷＮＡＯ21623047308,f7550cf1-bd0b-4974-b4a8-326266488b14,,personal,21e07272-ed87-4e6b-94ea-80d4c5a3c10b,2021/12/06,ＣＨＩＣＫＥＮ　ＣＲＥＷ　ＮＡＯ　,ＣＨＩＣＫＥＮＣＲＥＷＮＡＯ,
新規申請,大城　親平,,,,,,北部保健所管内,,,やきとり屋,,やきとり屋　,飲食店営業,臨時営業80L,第01202100586号,R03.12.08,R03.12.08,,465,やきとり屋　,,,,,,北部保健所管内,沖縄県北部保健所管内,,,47,,,,2021/12/08,,2021/12/08,,,大城　親平 ,,,,,,,,,第01202100586号,新規,飲食店営業, 臨時営業80L,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,やきとり屋,f0dcd182-1e76-4310-85cb-e38b52639a8b,,personal,8d0e7f8d-9f6c-4537-9cac-cf12940972a2,2021/12/08,やきとり屋　,やきとり屋,
新規申請,島袋　勝秀,,,,,,国頭郡今帰仁村上運天１４３２－１,,,カラオケルーム歌で乾杯２号店,,カラオケルーム歌で乾杯２号店　,飲食店営業,スナック,第01202100583号,R03.12.08,R03.12.08,,465,カラオケルーム歌で乾杯２号店　,0980,,,,,国頭郡今帰仁村上運天１４３２－１,沖縄県国頭郡今帰仁村上運天１４３２－１,,216201,47,47306,上運天,,2021/12/08,,2021/12/08,,,島袋　勝秀 ,,,,,,,,,第01202100583号,新規,飲食店営業, スナック,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,カラオケルム歌で乾杯２号店21620147306,f69a3b5b-2e09-4ad1-8143-194f4397083f,,personal,cb186800-f03c-446b-afe9-246ba319bdf4,2021/12/08,カラオケルーム歌で乾杯２号店　,カラオケルム歌で乾杯２号店,
新規申請,金城　貴子,,,,,,国頭郡国頭村奥間１５６９－１,,,Ｔａｂｅｌ,,Ｔａｂｅｌ　,飲食店営業,パーラー,第01202100637号,R04.01.11,R04.01.11,,465,Ｔａｂｅｌ　,0980,,,,,国頭郡国頭村奥間１５６９－１,沖縄県国頭郡国頭村奥間１５６９－１,,216182,47,47301,奥間,,2022/01/11,,2022/01/11,,,金城　貴子 ,,,,,,,,,第01202100637号,新規,飲食店営業, パーラー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,Ｔａｂｅｌ21618247301,850f2cd9-f735-45f9-a8b1-1b391852d176,,personal,5306f60d-16d5-4409-b895-c86f4ec0cf4f,2022/01/11,Ｔａｂｅｌ　,Ｔａｂｅｌ,
新規申請,石井　真紀,,,,,,国頭郡本部町具志堅１７１６－１,,,こやねカフェ,,こやねカフェ　,飲食店営業,レストラン,第01202100607号,R03.12.21,R03.12.21,,465,こやねカフェ　,0980,,,,,国頭郡本部町具志堅１７１６－１,沖縄県国頭郡本部町具志堅１７１６－１,,216233,47,47308,具志堅,,2021/12/21,,2021/12/21,,,石井　真紀 ,,,,,,,,,第01202100607号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,こやねカフェ21623347308,25f5e3a8-71ec-48de-b673-997793a5ac6e,,personal,f35d43dd-b464-4354-bb37-e48f5b7855a1,2021/12/21,こやねカフェ　,こやねカフェ,
新規申請,屋良　朝也,,,,,,名護市宮里３－２５－５,サンセットマンション１０２,,おさかな料理　でんじろう,,おさかな料理　でんじろう　,飲食店営業,食堂,第01202100590号,R03.12.09,R03.12.09,,465,おさかな料理　でんじろう　,0980,,,,,名護市宮里３－２５－５,沖縄県名護市宮里３－２５－５,サンセットマンション１０２,215761,47,47209,宮里３,,2021/12/09,,2021/12/09,,,屋良　朝也 ,,,,,,,,,第01202100590号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,おさかな料理でんじろう21576147209,7e29b27f-70dc-48b3-934e-229ebf4cd31b,,personal,e7f08b7d-a649-4c13-a944-5b749470d588,2021/12/09,おさかな料理　でんじろう　,おさかな料理でんじろう,
