https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,業態,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者1,法人番号,申請-住所1,申請-マンション名,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,その他,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
27207,fBiz00001697050000000018,大阪府,高槻市,高槻市農業協同組合　富田支店,タカツキシノウギョウキョウドウクミアイ　トンダシテン,⑧ 米穀類販売業,,大阪府高槻市富田町３－８－５,,34.833917,135.592445,,高槻市農業協同組合,5120905001910,大阪府高槻市城北町１丁目１５－８,,,,,,,,届出,,届出 ,,,288,高槻市農業協同組合　富田支店,072,,,,,大阪府高槻市富田町３－８－５,大阪府高槻市富田町３－８－５,,158186,27,27207,富田町３,,,,,,高槻市農業協同組合,,,大阪府高槻市城北町１丁目１５－８,大阪府高槻市城北町１丁目１５－８,,158133,大阪府,高槻市,城北町１,,,米穀類販売業,,届出 ,5120905001910,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,589,5896,高槻市農業協同組合富田支店15818627207,daa2a682-887f-469c-95fb-8bb1aa04dfb1,高槻市農業協同組合158133,c91d9292-578e-4e2c-b434-f894df5c4c28,276855f3-8631-4276-ab49-cf78f68168e3,2021/12/01,高槻市農業協同組合　富田支店,高槻市農業協同組合富田支店,高槻市農業協同組合
27207,fBiz00001697050000000019,大阪府,高槻市,高槻市農業協同組合　農風館かしだ店,タカツキシノウギョウキョウドウクミアイ　ノウフウカンカシダテン,⑦ 野菜果物販売業,,大阪府高槻市大字田能小字スハノ下３４－２,,34.955525,135.590103,,高槻市農業協同組合,5120905001910,大阪府高槻市城北町１丁目１５－８,,,,,,,,届出,,届出 ,,,288,高槻市農業協同組合　農風館かしだ店,072,,,,,大阪府高槻市大字田能小字スハノ下３４－２,大阪府高槻市田能小字スハノ下３４－２,,158144,27,27207,田能,,,,,,高槻市農業協同組合,,,大阪府高槻市城北町１丁目１５－８,大阪府高槻市城北町１丁目１５－８,,158133,大阪府,高槻市,城北町１,,,野菜果物販売業,,届出 ,5120905001910,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,582,,高槻市農業協同組合農風館かしだ店15814427207,f97bd35d-8d0d-4ea2-b4bc-7e000e100a50,高槻市農業協同組合158133,c91d9292-578e-4e2c-b434-f894df5c4c28,780a58b8-1087-4497-b293-725eb581fd1f,2021/12/01,高槻市農業協同組合　農風館かしだ店,高槻市農業協同組合農風館かしだ店,高槻市農業協同組合
27207,fBiz00001697050000000020,大阪府,高槻市,高槻市農業協同組合　農風館野見町店,タカツキシノウギョウキョウドウクミアイ　ノウフウカンノミチョウテン,⑦ 野菜果物販売業,,大阪府高槻市野見町４－１,,34.845248,135.618223,,高槻市農業協同組合,5120905001910,大阪府高槻市城北町１丁目１５－８,,,,,,,,届出,,届出 ,,,288,高槻市農業協同組合　農風館野見町店,072,,,,,大阪府高槻市野見町４－１,大阪府高槻市野見町４－１,,158235,27,27207,野見町,,,,,,高槻市農業協同組合,,,大阪府高槻市城北町１丁目１５－８,大阪府高槻市城北町１丁目１５－８,,158133,大阪府,高槻市,城北町１,,,野菜果物販売業,,届出 ,5120905001910,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,582,,高槻市農業協同組合農風館野見町店15823527207,ee81cd80-632e-4336-bf09-7ae4c20a7d77,高槻市農業協同組合158133,c91d9292-578e-4e2c-b434-f894df5c4c28,81eb5752-5c0c-4f52-a1df-1e59620ff5f3,2021/12/01,高槻市農業協同組合　農風館野見町店,高槻市農業協同組合農風館野見町店,高槻市農業協同組合
27207,fBiz00001697050000000021,大阪府,高槻市,高槻市農業協同組合　総合営農センター,タカツキシノウギョウキョウドウクミアイ　ソウゴウエイノウセンター,⑳ 精穀・製粉業,,大阪府高槻市野田４－３０－１０,,34.850166,135.642611,,高槻市農業協同組合,5120905001910,大阪府高槻市城北町１丁目１５－８,,,,,,,,届出,,届出 ,,,288,高槻市農業協同組合　総合営農センター,072,,,,,大阪府高槻市野田４－３０－１０,大阪府高槻市野田４－３０－１０,,158231,27,27207,野田４,,,,,,高槻市農業協同組合,,,大阪府高槻市城北町１丁目１５－８,大阪府高槻市城北町１丁目１５－８,,158133,大阪府,高槻市,城北町１,,,精穀・製粉業,,届出 ,5120905001910,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,E,9,96,961,高槻市農業協同組合総合営農センタ15823127207,2ad3f510-cef1-4fc4-8a31-352511efdf7c,高槻市農業協同組合158133,c91d9292-578e-4e2c-b434-f894df5c4c28,d28f704e-6718-4483-bf5a-dc13a2bd55ee,2021/12/01,高槻市農業協同組合　総合営農センター,高槻市農業協同組合総合営農センタ,高槻市農業協同組合
27207,fBiz00001698230000000002,大阪府,高槻市,有限会社サニーへルツジャパン,ユウゲンカイシャサニーヘルツジャパン,⑬ その他の食料・飲料販売業,,大阪府高槻市芝谷町31-28,,34.869855,135.606855,,有限会社サニーヘルツジャパン,5120902014238,大阪府高槻市芝谷町３１番２８号,,,,,,,,届出,,届出 ,,,288,有限会社サニーへルツジャパン,072,,,,,大阪府高槻市芝谷町31-28,大阪府高槻市芝谷町３１－２８,,158116,27,27207,芝谷町,,,,,,有限会社サニーヘルツジャパン,,,大阪府高槻市芝谷町３１番２８号,大阪府高槻市芝谷町３１番２８号,,158116,大阪府,高槻市,芝谷町,,,食料品販売業,,届出 ,5120902014238,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,A,58,581,5811,有限会社サニへルツジャパン15811627207,0eaca76c-8b7b-493b-84de-64d7248cf55b,有限会社サニーヘルツジャパン158116,6c812f99-9ed0-4c20-b779-d3edd5057a4d,6cb000dc-fb6c-41a3-babe-cc2dbdfeb09c,2021/12/01,有限会社サニーへルツジャパン,有限会社サニへルツジャパン,有限会社サニーヘルツジャパン
27207,fBiz00001702060000000001,大阪府,高槻市,紫煙荘,シエンソウ,① 飲食店営業,バー,大阪府高槻市富田町１丁目８－１３,,34.836933,135.593608,072-694-0912,,,,,6839,2021/12/2,2021/12/2,2021/12/2,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,紫煙荘,072,072-694-0912,,,,大阪府高槻市富田町１丁目８－１３,大阪府高槻市富田町１丁目８－１３,,158184,27,27207,富田町１,,2021/12/02,2021/12/02,2021/12/02,2027/12/28,,,,,,,,,,,6839,,飲食店営業, バー,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,紫煙荘072-694-091215818427207,e07f0378-4af5-4739-a66f-5dfeb1eaf53f,,personal,6e41a46e-1910-44fb-b594-c420340c0bc6,2021/12/02,紫煙荘,紫煙荘,
27207,fBiz00001706420000000002,大阪府,高槻市,からふね屋ＣＡＦＥ　ビエラ高槻店,カラフネヤカフェ　ビエラタカツキテン,⑬ その他の食料・飲料販売業,,大阪府高槻市白梅町１－４　,ビエラ高槻２Ｆ,34.852253,135.618239,072-648-3581,株式会社ジェイアール西日本フードサービスネット,6120001064803,大阪府大阪市淀川区西中島５丁目４番２０号,,,,,,,,届出,,届出 ,,,288,からふね屋ＣＡＦＥ　ビエラ高槻店,072,072-648-3581,,,,大阪府高槻市白梅町１－４　,大阪府高槻市白梅町１－４,ビエラ高槻２Ｆ,158243,27,27207,白梅町,,,,,,株式会社ジェイアール西日本フードサービスネット,,,大阪府大阪市淀川区西中島５丁目４番２０号,大阪府大阪市淀川区西中島５丁目４番２０号,,155485,大阪府,大阪市淀川区,西中島５,,,食料品販売業,,届出 ,6120001064803,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,A,58,581,5811,からふね屋ＣＡＦＥビエラ高槻店072-648-358115824327207,d4864a22-8ed5-46cf-836a-daa63a0d6be7,株式会社ジェイアール西日本フードサービスネット155485,c77979fc-959c-4140-97a9-e407e069ff5a,264fd87e-0284-44aa-9306-d1b9f18b5e84,2021/12/01,からふね屋ＣＡＦＥ　ビエラ高槻店,からふね屋ＣＡＦＥビエラ高槻店,株式会社ジェイアール西日本フードサービスネット
27207,fBiz00001714170000000001,大阪府,高槻市,セブン－イレブン　高槻松川町店,セブンイレブンタカツキマツカワチョウテン,① 飲食店営業,コンビニ,大阪府高槻市松川町２１－１０,,34.837327,135.630962,,,,,,6228,2021/12/13,2021/12/13,2021/12/13,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,セブン－イレブン　高槻松川町店,072,,,,,大阪府高槻市松川町２１－１０,大阪府高槻市松川町２１－１０,,158309,27,27207,松川町,,2021/12/13,2021/12/13,2021/12/13,2027/12/28,,,,,,,,,,,6228,,飲食店営業, コンビニ,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,セブンイレブン高槻松川町店15830927207,8c48445b-f001-42d5-a736-954ce11ad895,,personal,7abbe00a-2042-4a49-ae30-f50abcabfd36,2021/12/13,セブンイレブン　高槻松川町店,セブンイレブン高槻松川町店,
27207,fBiz00001714370000000001,大阪府,高槻市,,,① 飲食店営業,そうざい店頭販売,,,,,,,,,,6229,2021/12/13,2021/12/13,2021/12/13,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/12/13,2021/12/13,2021/12/13,2027/12/28,,,,,,,,,,,6229,,飲食店営業, そうざい店頭販売,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,87938cb5-e5d8-4614-8253-ec1e19bd0355,2021/12/13,,,
27207,fBiz00001720960000000001,大阪府,高槻市,,,① 飲食店営業,その他国籍料理店,,,,,,,,,,6840,2021/12/6,2021/12/6,2021/12/6,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/12/06,2021/12/06,2021/12/06,2027/12/28,,,,,,,,,,,6840,,飲食店営業, その他国籍料理店,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,f8b92b91-7b91-4f73-a0fe-83af87a24781,2021/12/06,,,
27207,fBiz00001722140000000002,大阪府,高槻市,お持ち帰り弁慶　JR高槻店,オモチカエリベンケイジェーアールタカツキテン,⑥ 弁当販売業,弁当店頭販売,大阪府高槻市紺屋町6番16号,ライトハウスビル,34.849719,135.618961,9014446000,有限会社弁慶,4120002071750,大阪府枚方市宮之下町３４番１０号,,,,,,,,届出,,届出 ,,,288,お持ち帰り弁慶　JR高槻店,072,090-1444-6000,,,,大阪府高槻市紺屋町6番16号,大阪府高槻市紺屋町６番１６号,ライトハウスビル,158094,27,27207,紺屋町,,,,,,有限会社弁慶,,,大阪府枚方市宮之下町３４番１０号,大阪府枚方市宮ノ下町３４番１０号,,158902,大阪府,枚方市,宮ノ下町,,,弁当販売業, 弁当店頭販売,届出 ,4120002071750,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,581,5811,お持ち帰り弁慶ＪＲ高槻店090-1444-600015809427207,d64a33c4-e86a-41c5-939d-66bfac155a42,有限会社弁慶158902,92d72483-a359-4c93-a0b5-fbb541f7d153,58ff226f-c648-48e6-a5f0-1c4995cb4228,2021/12/01,お持ち帰り弁慶　ＪＲ高槻店,お持ち帰り弁慶ＪＲ高槻店,有限会社弁慶
27207,fBiz00001723390000000001,大阪府,高槻市,キッチン　ぶーたん,キッチン　ブータン,① 飲食店営業,自動車（Ⅲ型）,大阪府高槻市内一円,,34.844038,135.623089,072-921-7294,株式会社グッドデリーズ,3122001034474,大阪府八尾市松山町２丁目１１番２４号,,6230,2021/12/6,2021/12/6,2021/12/6,2026/12/28,,許可,営業車は「大阪８００そ４３１３」に限る。／生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、営業車は「大阪８００そ４３１３」に限る。／生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,キッチン　ぶーたん,,072-921-7294,,,,大阪府高槻市内一円,大阪府高槻市内一円,,,27,,,,2021/12/06,2021/12/06,2021/12/06,2026/12/28,株式会社グッドデリーズ,,,大阪府八尾市松山町２丁目１１番２４号,大阪府八尾市松山町２丁目１１番２４号,,159750,大阪府,八尾市,松山町２,6230,,飲食店営業, 自動車（Ⅲ型）,許可、営業車は「大阪８００そ４３１３」に限る。／生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,3122001034474,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,キッチンぶたん072-921-7294,eb829e47-db18-4c5a-a2c6-07102e0a454c,株式会社グッドデリーズ159750,23189e94-a126-4117-8c08-59cb8d6c681e,d239ce71-c2e3-483c-814a-0197c8466921,2021/12/06,キッチン　ぶーたん,キッチンぶたん,株式会社グッドデリーズ
27207,fBiz00001725490000000001,大阪府,高槻市,たこ焼たこむ,タコヤキタコム,① 飲食店営業,お好み焼き・たこ焼き,大阪府高槻市沢良木町１３－２９,,34.84832,135.631523,,,,,,6841,2021/12/6,2021/12/6,2021/12/6,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,たこ焼たこむ,072,,,,,大阪府高槻市沢良木町１３－２９,大阪府高槻市沢良木町１３－２９,,158113,27,27207,沢良木町,,2021/12/06,2021/12/06,2021/12/06,2027/12/28,,,,,,,,,,,6841,,飲食店営業, お好み焼き・たこ焼き,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,たこ焼たこむ15811327207,570b415e-0d5a-45fd-9cd0-8eec139f74d9,,personal,a4d7009a-e3db-4788-a980-ff22e3a4446b,2021/12/06,たこ焼たこむ,たこ焼たこむ,
27207,fBiz00001726630000000001,大阪府,高槻市,マネケンＪＲ高槻駅店,マネケンジェイアールタカツキエキテン,⑪ 菓子製造業,,大阪府高槻市白梅町１－１,,34.852058,135.617928,072-683-3332,株式会社ローゼン,3120901014793,大阪府吹田市豊津町１２－７,,6842,2021/12/6,2021/12/6,2021/12/6,2027/12/28,,許可,,許可 ,,,288,マネケンＪＲ高槻駅店,072,072-683-3332,,,,大阪府高槻市白梅町１－１,大阪府高槻市白梅町１－１,,158243,27,27207,白梅町,,2021/12/06,2021/12/06,2021/12/06,2027/12/28,株式会社ローゼン,,,大阪府吹田市豊津町１２－７,大阪府吹田市豊津町１２－７,,157792,大阪府,吹田市,豊津町,6842,,菓子製造業,,許可 ,3120901014793,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,マネケンＪＲ高槻駅店072-683-333215824327207,ca079bc9-f626-4d4d-ba72-02c90ea27bc3,株式会社ローゼン157792,9b094276-31af-404c-8100-8a404674efcb,ec99e5fb-e3ba-4d04-8ddc-0c43b4c2de15,2021/12/06,マネケンＪＲ高槻駅店,マネケンＪＲ高槻駅店,株式会社ローゼン
27207,fBiz00001727610000000001,大阪府,高槻市,,,① 飲食店営業,委託給食,,,,,,,,,,6232,2021/12/23,2021/12/23,2021/12/23,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/12/23,2021/12/23,2021/12/23,2027/12/28,,,,,,,,,,,6232,,飲食店営業, 委託給食,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,0017371c-81c8-40db-ac44-75816547b7ca,2021/12/23,,,
27207,fBiz00001740890000000001,大阪府,高槻市,,,① 飲食店営業,軽食・喫茶,,,,,,,,,,6843,2021/12/8,2021/12/8,2021/12/8,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/12/08,2021/12/08,2021/12/08,2027/12/28,,,,,,,,,,,6843,,飲食店営業, 軽食・喫茶,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,46479d4c-1d11-4ad3-8589-952648f13bf4,2021/12/08,,,
27207,fBiz00001748430000000001,大阪府,高槻市,たこぼーず,タコボーズ,① 飲食店営業,お好み焼き・たこ焼き,大阪府高槻市津之江町１丁目７１－１０,,34.841368,135.606347,072-661-7316,,,,,6845,2021/12/9,2021/12/9,2021/12/9,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,たこぼーず,072,072-661-7316,,,,大阪府高槻市津之江町１丁目７１－１０,大阪府高槻市津ノ江町１丁目７１－１０,,158171,27,27207,津ノ江町１,,2021/12/09,2021/12/09,2021/12/09,2027/12/28,,,,,,,,,,,6845,,飲食店営業, お好み焼き・たこ焼き,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,たこぼず072-661-731615817127207,ddfe7184-517b-42db-9b34-e4fa91ca1be9,,personal,523d6f43-7d36-46a8-96b9-031934a76d82,2021/12/09,たこぼーず,たこぼず,
27207,fBiz00001755140000000001,大阪府,高槻市,ケーキハウス　クローヴ,ケーキハウス　クローヴ,⑪ 菓子製造業,,大阪府高槻市岡本町１０－７,パレスミツワ３号館１０１,34.852541,135.58982,,,,,,6233,2021/12/16,2021/12/16,2021/12/16,2027/12/28,,許可,,許可 ,,,288,ケーキハウス　クローヴ,072,,,,,大阪府高槻市岡本町１０－７,大阪府高槻市岡本町１０－７,パレスミツワ３号館１０１,158025,27,27207,岡本町,,2021/12/16,2021/12/16,2021/12/16,2027/12/28,,,,,,,,,,,6233,,菓子製造業,,許可 ,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,ケキハウスクロヴ15802527207,efa7d401-dd6a-4378-9e96-06a7d7dcfa1e,,personal,67d1fd58-8dcd-44c3-b63b-9a588dc93681,2021/12/16,ケーキハウス　クローヴ,ケキハウスクロヴ,
27207,fBiz00001755790000000001,大阪府,高槻市,,,① 飲食店営業,居酒屋,,,,,,,,,,6234,2021/12/28,2021/12/28,2021/12/28,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/12/28,2021/12/28,2021/12/28,2027/12/28,,,,,,,,,,,6234,,飲食店営業, 居酒屋,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,531092ea-5595-41d7-8728-f158f3cc2420,2021/12/28,,,
27207,fBiz00001756660000000001,大阪府,高槻市,大阪府立高槻支援学校,オオサカフリツタカツキシエンガッコウ,㉖ 集団給食施設,,大阪府高槻市富田町１丁目３３番１７号,,34.834356,135.58894,072-696-2836,大阪府,4000020270008,大阪府大阪市中央区大手前2丁目1-22,,,,,,,,届出,,届出 ,,,288,大阪府立高槻支援学校,072,072-696-2836,,,,大阪府高槻市富田町１丁目３３番１７号,大阪府高槻市富田町１丁目３３番１７号,,158184,27,27207,富田町１,,,,,,大阪府,,,大阪府大阪市中央区大手前2丁目1-22,大阪府大阪市中央区大手前２丁目１－２２,,155991,大阪府,大阪市中央区,大手前２,,,給食施設,,届出 ,4000020270008,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,大阪府立高槻支援学校072-696-283615818427207,48d235d7-a0a9-42c6-b6e0-b3ee5f84f2c5,155991,d0753e2d-93d4-43cd-b95f-3f13d0f37680,2b67c79c-c326-4027-83c0-dcd869f3f943,2021/12/01,大阪府立高槻支援学校,大阪府立高槻支援学校,
27207,fBiz00001759320000000001,大阪府,高槻市,ｏｎｅ　ｔｗｏ,ワントゥー,① 飲食店営業,バー,大阪府高槻市城北町２丁目３－２０,ホワイト高槻３０１,34.849151,135.623021,,,,,,6235,2021/12/10,2021/12/10,2021/12/10,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,ｏｎｅ　ｔｗｏ,072,,,,,大阪府高槻市城北町２丁目３－２０,大阪府高槻市城北町２丁目３－２０,ホワイト高槻３０１,158134,27,27207,城北町２,,2021/12/10,2021/12/10,2021/12/10,2027/12/28,,,,,,,,,,,6235,,飲食店営業, バー,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ｏｎｅｔｗｏ15813427207,1986e446-0ae8-44b3-9abf-10d3d4ce6386,,personal,a9f613d9-bd10-4eec-bfdc-a4e694e2b736,2021/12/10,ｏｎｅ　ｔｗｏ,ｏｎｅｔｗｏ,
27207,fBiz00001759870000000001,大阪府,高槻市,韓国厨房　八幡亭,カンコクチュウボウ　ヤハタテイ,① 飲食店営業,焼肉,大阪府高槻市下田部町２－６－２５,,34.833436,135.616645,072-674-4107,,,,,6236,2021/12/15,2021/12/15,2021/12/15,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,韓国厨房　八幡亭,072,072-674-4107,,,,大阪府高槻市下田部町２－６－２５,大阪府高槻市下田部町２－６－２５,,158122,27,27207,下田部町２,,2021/12/15,2021/12/15,2021/12/15,2027/12/28,,,,,,,,,,,6236,,飲食店営業, 焼肉,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,韓国厨房八幡亭072-674-410715812227207,9dd3be96-af4f-4588-89cb-2009934d32d6,,personal,aa434797-cb5e-4b2d-b254-91071b4a9745,2021/12/15,韓国厨房　八幡亭,韓国厨房八幡亭,
27207,fBiz00001759870000000001,大阪府,高槻市,韓国厨房　八幡亭,カンコクチュウボウ　ヤハタテイ,③ 食肉販売業,焼肉,大阪府高槻市下田部町２－６－２５,,34.833436,135.616645,072-674-4107,,,,,6237,2021/12/15,2021/12/15,2021/12/15,2027/12/28,,許可,生食用食肉の加工及び調理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。,,,288,韓国厨房　八幡亭,072,072-674-4107,,,,大阪府高槻市下田部町２－６－２５,大阪府高槻市下田部町２－６－２５,,158122,27,27207,下田部町２,,2021/12/15,2021/12/15,2021/12/15,2027/12/28,,,,,,,,,,,6237,,食肉販売業, 焼肉,許可、生食用食肉の加工及び調理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,583,,韓国厨房八幡亭072-674-410715812227207,9dd3be96-af4f-4588-89cb-2009934d32d6,,personal,387ab63c-808a-4ef3-8e59-19561eed14bc,2021/12/15,韓国厨房　八幡亭,韓国厨房八幡亭,
27207,fBiz00001759870000000001,大阪府,高槻市,韓国厨房　八幡亭,カンコクチュウボウ　ヤハタテイ,⑱ 調味料製造・加工業,焼肉,大阪府高槻市下田部町２－６－２５,,34.833436,135.616645,072-674-4107,,,,,,,,,,,届出,,届出 ,,,288,韓国厨房　八幡亭,072,072-674-4107,,,,大阪府高槻市下田部町２－６－２５,大阪府高槻市下田部町２－６－２５,,158122,27,27207,下田部町２,,,,,,,,,,,,,,,,,,調味料製造・加工業, 焼肉,届出 ,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,E,9,94,,韓国厨房八幡亭072-674-410715812227207,9dd3be96-af4f-4588-89cb-2009934d32d6,,personal,c33da091-92c6-4c9e-8ce9-b5717ffb0e1f,2021/12/01,韓国厨房　八幡亭,韓国厨房八幡亭,
