https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請年月日,申請者1,申請者2,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,その他,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,令3年12月06日,社会福祉法人龍田福祉会,重岡  啓一,339-4946,幼保連携型認定こども園  たつだ保育園,熊本市北区龍田弓削2丁目7-100,熊本市北区龍田弓削２丁目７－１００,,339-4946,集団給食施設,,指令（食保）第6952号,,423,幼保連携型認定こども園  たつだ保育園,096,096-339-4946,,,,熊本市北区龍田弓削２丁目７－１００,熊本県熊本市北区竜田弓削２丁目７－１００,,208656,43,43105,竜田弓削２,2021/12/06,,,,,社会福祉法人龍田福祉会,重岡  啓一,096-339-4946,,,,,,,,指令（食保）第6952号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,幼保連携型認定こども園たつだ保育園096-339-494620865643105,104bfdd4-430e-44e6-be2f-c4a1c35d0095,社会福祉法人龍田福祉会,004e8083-3dc2-4151-9192-ad4123bb9276,f7c161cf-6f07-4386-972d-2f39f45e1b28,2021/12/06,幼保連携型認定こども園　たつだ保育園,幼保連携型認定こども園たつだ保育園,社会福祉法人龍田福祉会
1201,令4年01月21日,社会福祉法人歩真会,田中  晋輔,339-5673,あゆみ保育園,熊本市北区武蔵ケ丘1丁目4-32,熊本市北区武蔵ケ丘１丁目４－３２,,339-5673,集団給食施設,,指令（食保）第7368号,,423,あゆみ保育園,096,096-339-5673,,,,熊本市北区武蔵ケ丘１丁目４－３２,熊本県熊本市北区武蔵が丘１丁目４－３２,,208687,43,43105,武蔵が丘１,2022/01/21,,,,,社会福祉法人歩真会,田中  晋輔,096-339-5673,,,,,,,,指令（食保）第7368号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,あゆみ保育園096-339-567320868743105,9c086678-618a-4df6-a34e-a37f0eb8d7fa,社会福祉法人歩真会,fd854362-20e6-455f-a03f-3018d88d82af,3be1767c-a581-45ec-b359-9a58aec35035,2022/01/21,あゆみ保育園,あゆみ保育園,社会福祉法人歩真会
62,令3年09月08日,㈱すばる,山田  敏美,339-7611,リンガーハット  ゆめタウン  サンピアン店,熊本市東区上南部2丁目2-2,熊本市東区上南部２丁目２－２,,285-4445,その他の食料・飲料販売業,,指令（食保）第5267号,,423,リンガーハット  ゆめタウン  サンピアン店,096,096-285-4445,,,,熊本市東区上南部２丁目２－２,熊本県熊本市東区上南部２丁目２－２,,208048,43,43102,上南部２,2021/09/08,,,,,㈱すばる,山田  敏美,096-339-7611,,,,,,,,指令（食保）第5267号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,リンガハットゆめタウンサンピアン店096-285-444520804843102,94be82f5-5009-4a8c-bd57-73c374ebd110,株式会社すばる,f35edb85-4ea1-46e7-be39-9e3746376432,ec75bad7-9a97-4f95-bba4-d1e8c326dc93,2021/09/08,リンガーハット　ゆめタウン　サンピアン店,リンガハットゆめタウンサンピアン店,株式会社すばる
752,令3年11月24日,㈲宮脇,宮脇  修一,340-0890,ローソン熊本日赤通り店,熊本市東区月出8丁目1-10,熊本市東区月出８丁目１－１０,,385-6022,コンビニエンスストア,,指令（食保）第6496号,,423,ローソン熊本日赤通り店,096,096-385-6022,,,,熊本市東区月出８丁目１－１０,熊本県熊本市東区月出８丁目１－１０,,208118,43,43102,月出８,2021/11/24,,,,,㈲宮脇,宮脇  修一,096-340-0890,,,,,,,,指令（食保）第6496号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本日赤通り店096-385-602220811843102,21b5cba4-4369-409d-94fc-618e465d63a7,有限会社宮脇,eadaf839-3374-4c07-b213-d5c06498a57e,15cf80c8-67c7-4be7-8b91-98a165c989c7,2021/11/24,ローソン熊本日赤通り店,ロソン熊本日赤通り店,有限会社宮脇
753,令3年11月24日,㈲宮脇,宮脇  修一,340-0890,ローソン熊本長嶺南六丁目店,熊本市東区長嶺南6丁目1-1,熊本市東区長嶺南６丁目１－１,,367-5888,コンビニエンスストア,,指令（食保）第6497号,,423,ローソン熊本長嶺南六丁目店,096,096-367-5888,,,,熊本市東区長嶺南６丁目１－１,熊本県熊本市東区長嶺南６丁目１－１,,208155,43,43102,長嶺南６,2021/11/24,,,,,㈲宮脇,宮脇  修一,096-340-0890,,,,,,,,指令（食保）第6497号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本長嶺南六丁目店096-367-588820815543102,b1f5feac-dfa6-4aab-a905-7ad92b94573f,有限会社宮脇,eadaf839-3374-4c07-b213-d5c06498a57e,0fbbbef9-bf05-4307-8883-87666bc5161f,2021/11/24,ローソン熊本長嶺南六丁目店,ロソン熊本長嶺南六丁目店,有限会社宮脇
754,令3年11月24日,㈲宮脇,宮脇  修一,340-0890,ローソン熊本県庁店,熊本市中央区水前寺6丁目18-1,熊本市中央区水前寺６丁目１８－１,,282-8085,コンビニエンスストア,,指令（食保）第6498号,,423,ローソン熊本県庁店,096,096-282-8085,,,,熊本市中央区水前寺６丁目１８－１,熊本県熊本市中央区水前寺６丁目１８－１,,207919,43,43101,水前寺６,2021/11/24,,,,,㈲宮脇,宮脇  修一,096-340-0890,,,,,,,,指令（食保）第6498号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本県庁店096-282-808520791943101,95293ab0-7a30-42fc-8790-554a5b0e61c3,有限会社宮脇,eadaf839-3374-4c07-b213-d5c06498a57e,eabc47bd-ddc3-4abc-b15d-a24071f2a4eb,2021/11/24,ローソン熊本県庁店,ロソン熊本県庁店,有限会社宮脇
755,令3年11月24日,㈲宮脇,宮脇  修一,340-0890,ローソン熊本健軍町店,熊本市東区月出2丁目4-72,熊本市東区月出２丁目４－７２,,383-9835,コンビニエンスストア,,指令（食保）第6499号,,423,ローソン熊本健軍町店,096,096-383-9835,,,,熊本市東区月出２丁目４－７２,熊本県熊本市東区月出２丁目４－７２,,208112,43,43102,月出２,2021/11/24,,,,,㈲宮脇,宮脇  修一,096-340-0890,,,,,,,,指令（食保）第6499号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本健軍町店096-383-983520811243102,9aeb6584-7014-4869-8a09-b1e26b7f4cfd,有限会社宮脇,eadaf839-3374-4c07-b213-d5c06498a57e,1005fa61-ec37-4dda-a640-4fdf156b4e4a,2021/11/24,ローソン熊本健軍町店,ロソン熊本健軍町店,有限会社宮脇
756,令3年11月24日,㈲宮脇,宮脇  修一,340-0890,ローソン熊本保田窪店,熊本市中央区保田窪1丁目2-1,熊本市中央区保田窪１丁目２－１,,382-5959,コンビニエンスストア,,指令（食保）第6500号,,423,ローソン熊本保田窪店,096,096-382-5959,,,,熊本市中央区保田窪１丁目２－１,熊本県熊本市中央区保田窪１丁目２－１,,207966,43,43101,保田窪１,2021/11/24,,,,,㈲宮脇,宮脇  修一,096-340-0890,,,,,,,,指令（食保）第6500号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本保田窪店096-382-595920796643101,3f9ae443-a870-40a8-b237-a0eb25644788,有限会社宮脇,eadaf839-3374-4c07-b213-d5c06498a57e,31e87c38-c002-4b5f-b063-66d09b241bc7,2021/11/24,ローソン熊本保田窪店,ロソン熊本保田窪店,有限会社宮脇
757,令3年11月24日,㈲宮脇,宮脇  修一,340-0890,ローソン熊本戸島西店,熊本市東区戸島西2丁目2-60,熊本市東区戸島西２丁目２－６０,,360-2277,コンビニエンスストア,,指令（食保）第6501号,,423,ローソン熊本戸島西店,096,096-360-2277,,,,熊本市東区戸島西２丁目２－６０,熊本県熊本市東区戸島西２丁目２－６０,,208127,43,43102,戸島西２,2021/11/24,,,,,㈲宮脇,宮脇  修一,096-340-0890,,,,,,,,指令（食保）第6501号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本戸島西店096-360-227720812743102,6ad35ad0-aaac-4bd5-ab58-7869a9a13065,有限会社宮脇,eadaf839-3374-4c07-b213-d5c06498a57e,92a435fd-f2cc-4023-8068-eb8fbbc01385,2021/11/24,ローソン熊本戸島西店,ロソン熊本戸島西店,有限会社宮脇
758,令3年11月24日,㈲宮脇,宮脇  修一,340-0890,ローソン熊本健軍三丁目店,熊本市東区健軍3丁目52-11,熊本市東区健軍３丁目５２－１１,,365-5380,コンビニエンスストア,,指令（食保）第6502号,,423,ローソン熊本健軍三丁目店,096,096-365-5380,,,,熊本市東区健軍３丁目５２－１１,熊本県熊本市東区健軍３丁目５２－１１,,208056,43,43102,健軍３,2021/11/24,,,,,㈲宮脇,宮脇  修一,096-340-0890,,,,,,,,指令（食保）第6502号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本健軍三丁目店096-365-538020805643102,6ce721ef-3d72-4548-9d23-bc34d955bd45,有限会社宮脇,eadaf839-3374-4c07-b213-d5c06498a57e,104cbb38-930e-4ec2-b26b-068392b36f1c,2021/11/24,ローソン熊本健軍三丁目店,ロソン熊本健軍三丁目店,有限会社宮脇
759,令3年11月24日,㈲宮脇,宮脇  修一,340-0890,ローソン熊本十禅寺二丁目店,熊本市南区十禅寺2丁目2-16,熊本市南区十禅寺２丁目２－１６,,326-3150,コンビニエンスストア,,指令（食保）第6503号,,423,ローソン熊本十禅寺二丁目店,096,096-326-3150,,,,熊本市南区十禅寺２丁目２－１６,熊本県熊本市南区十禅寺２丁目２－１６,,208386,43,43104,十禅寺２,2021/11/24,,,,,㈲宮脇,宮脇  修一,096-340-0890,,,,,,,,指令（食保）第6503号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本十禅寺二丁目店096-326-315020838643104,2b669c38-cdde-47f4-8edb-53ad075c5ffb,有限会社宮脇,eadaf839-3374-4c07-b213-d5c06498a57e,aeae2b3b-52ff-481a-9a76-c7328882d3d9,2021/11/24,ローソン熊本十禅寺二丁目店,ロソン熊本十禅寺二丁目店,有限会社宮脇
1080,令3年12月08日,㈱ひなた,福岡  京子,340-8766,有料老人ホーム  ひなたの家  保田窪事業所,熊本市東区保田窪本町21-32,熊本市東区保田窪本町２１－３２,,340-8766,集団給食施設,,指令（食保）第6927号,,423,有料老人ホーム  ひなたの家  保田窪事業所,096,096-340-8766,,,,熊本市東区保田窪本町２１－３２,熊本県熊本市東区保田窪本町２１－３２,,208191,43,43102,保田窪本町,2021/12/08,,,,,㈱ひなた,福岡  京子,096-340-8766,,,,,,,,指令（食保）第6927号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,有料老人ホムひなたの家保田窪事業所096-340-876620819143102,abd13c4e-04dc-4de5-ad1a-74069fc60436,株式会社ひなた,9dfc1433-1abe-4a8a-a526-8c137f63bdb7,f2453b63-cc15-420d-b71d-c6dad41f3b3f,2021/12/08,有料老人ホーム　ひなたの家　保田窪事業所,有料老人ホムひなたの家保田窪事業所,株式会社ひなた
1085,令3年12月09日,㈱ひなた,福岡  京子,341-5505,有料老人ホーム  ひなたの家,熊本市北区梶尾町1709,熊本市北区梶尾町１７０９,,341-5505,集団給食施設,,指令（食保）第6959号,,423,有料老人ホーム  ひなたの家,096,096-341-5505,,,,熊本市北区梶尾町１７０９,熊本県熊本市北区梶尾町１７０９,,208597,43,43105,梶尾町,2021/12/09,,,,,㈱ひなた,福岡  京子,096-341-5505,,,,,,,,指令（食保）第6959号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,有料老人ホムひなたの家096-341-550520859743105,668af0a9-01ef-44d8-9abf-b847ed84b3bb,株式会社ひなた,9dfc1433-1abe-4a8a-a526-8c137f63bdb7,d0727cbc-142e-4bd1-85c0-c4f7bcc8f8e8,2021/12/09,有料老人ホーム　ひなたの家,有料老人ホムひなたの家,株式会社ひなた
1053,令3年12月06日,㈱肥後の國物産館,辻  祐二郎,342-4643,㈱肥後の國物産館,熊本市南区島町3丁目1-1ｲｵﾝﾀｳﾝ西熊本,熊本市南区島町３丁目１－１,ｲｵﾝﾀｳﾝ西熊本,342-4643,百貨店、総合スーパー,,指令（食保）第6882号,,423,㈱肥後の國物産館,096,096-342-4643,,,,熊本市南区島町３丁目１－１,熊本県熊本市南区島町３丁目１－１,ｲｵﾝﾀｳﾝ西熊本,208377,43,43104,島町３,2021/12/06,,,,,㈱肥後の國物産館,辻  祐二郎,096-342-4643,,,,,,,,指令（食保）第6882号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,株式会社肥後の國物産館096-342-464320837743104,293a74ed-bf6f-4e3a-9b7e-d103c5650975,株式会社肥後の國物産館,7d0393e3-ef02-4dba-9d1f-24bec4e73165,2fa67d81-a0a1-4d28-8ca1-f64bf2f855b4,2021/12/06,株式会社肥後の國物産館,株式会社肥後の國物産館,株式会社肥後の國物産館
732,令3年11月24日,熊本大同青果㈱,月田潔孝,342-5252,熊本大同青果㈱  通販部,熊本市西区春日７丁目２６-28,熊本市西区春日７丁目２６－２８,,356-3939,その他の食料・飲料販売業,,指令（食保）第51046号,,423,熊本大同青果㈱  通販部,096,096-356-3939,,,,熊本市西区春日７丁目２６－２８,熊本県熊本市西区春日７丁目２６－２８,,208232,43,43103,春日７,2021/11/24,,,,,熊本大同青果㈱,月田潔孝,096-342-5252,,,,,,,,指令（食保）第51046号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,熊本大同青果株式会社通販部096-356-393920823243103,ba50ee80-1d42-4485-a6c7-aca54870fc49,熊本大同青果株式会社,f92a4e1a-a279-46a1-8e03-3b433138e6b5,8cad346c-3b66-4f9c-82a1-4d8865d77f89,2021/11/24,熊本大同青果株式会社通販部,熊本大同青果株式会社通販部,熊本大同青果株式会社
547,令3年11月08日,㈱セブンベジコーポレーション,得能  治,342-5924,株式会社セブンベジコーポレーション,熊本市西区松尾2丁目4-33-102,熊本市西区松尾２丁目４－３３,１０２,342-5924,野菜果物販売業,,指令（食保）第6124号,,423,株式会社セブンベジコーポレーション,096,096-342-5924,,,,熊本市西区松尾２丁目４－３３,熊本県熊本市西区松尾２丁目４－３３,１０２,701665,43,43103,松尾２,2021/11/08,,,,,㈱セブンベジコーポレーション,得能  治,096-342-5924,,,,,,,,指令（食保）第6124号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,株式会社セブンベジコポレション096-342-592470166543103,0e68c76f-a661-4fcf-ae64-c7658d235e7f,株式会社セブンベジコーポレーション,1064a1a5-1c9d-47c1-a4c6-1e4b80ab2945,3a7cb35f-6927-4b47-884a-6e24aef87137,2021/11/08,株式会社セブンベジコーポレーション,株式会社セブンベジコポレション,株式会社セブンベジコーポレーション
1006,令3年12月01日,㈱アインバンド,松尾泰一朗,342-6722,企業主導型保育所くまのこ保育園,熊本市東区下江津4丁目１０番5号,熊本市東区下江津４丁目１０番５号,,273-9308,集団給食施設,,指令（食保）第51062号,,423,企業主導型保育所くまのこ保育園,096,096-273-9308,,,,熊本市東区下江津４丁目１０番５号,熊本県熊本市東区下江津４丁目１０番５号,,208088,43,43102,下江津４,2021/12/01,,,,,㈱アインバンド,松尾泰一朗,096-342-6722,,,,,,,,指令（食保）第51062号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,企業主導型保育所くまのこ保育園096-273-930820808843102,92b063a1-ac86-43f6-8bc2-936e7859bc6e,株式会社アインバンド,81c15442-2346-42d7-8649-34ba69c57cb8,0577d9aa-fb11-4b55-a4b4-489095c0d7d4,2021/12/01,企業主導型保育所くまのこ保育園,企業主導型保育所くまのこ保育園,株式会社アインバンド
1007,令3年12月01日,㈱アインバンド,松尾泰一朗,342-6722,企業主導型保育所第２くまのこ保育園,熊本市東区長嶺東2丁目11番1号1F,熊本市東区長嶺東２丁目１１番１号,１F,234-8182,集団給食施設,,指令（食保）第51063号,,423,企業主導型保育所第２くまのこ保育園,096,096-234-8182,,,,熊本市東区長嶺東２丁目１１番１号,熊本県熊本市東区長嶺東２丁目１１番１号,１F,208142,43,43102,長嶺東２,2021/12/01,,,,,㈱アインバンド,松尾泰一朗,096-342-6722,,,,,,,,指令（食保）第51063号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,企業主導型保育所第２くまのこ保育園096-234-818220814243102,e1b2b220-5e8f-43b4-8dbf-dd0af2f9cb36,株式会社アインバンド,81c15442-2346-42d7-8649-34ba69c57cb8,40dc366c-0f30-461f-95c2-7330ed0c5b96,2021/12/01,企業主導型保育所第２くまのこ保育園,企業主導型保育所第２くまのこ保育園,株式会社アインバンド
217,令3年09月30日,㈱エンタープライズ暖,早川  幸一郎,343-1005,ローソン熊本機能病院店,熊本市北区山室6丁目8-1,熊本市北区山室６丁目８－１,,344-2502,コンビニエンスストア,,指令（食保）第5449号,,423,ローソン熊本機能病院店,096,096-344-2502,,,,熊本市北区山室６丁目８－１,熊本県熊本市北区山室６丁目８－１,,208703,43,43105,山室６,2021/09/30,,,,,㈱エンタープライズ暖,早川  幸一郎,096-343-1005,,,,,,,,指令（食保）第5449号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本機能病院店096-344-250220870343105,62bd3356-90bd-4c92-8545-11b2428ab9ac,株式会社エンタープライズ暖,f9e35a35-5ee9-4a53-bbc5-472a6a6483cc,d8ca6bde-f4a3-463d-b2d1-df874405687b,2021/09/30,ローソン熊本機能病院店,ロソン熊本機能病院店,株式会社エンタープライズ暖
218,令3年09月30日,㈱エンタープライズ暖,早川  幸一郎,343-1005,健康生活相談コーナー,熊本市北区山室6丁目8-1,熊本市北区山室６丁目８－１,,345-2559,その他の食料・飲料販売業,,指令（食保）第5450号,,423,健康生活相談コーナー,096,096-345-2559,,,,熊本市北区山室６丁目８－１,熊本県熊本市北区山室６丁目８－１,,208703,43,43105,山室６,2021/09/30,,,,,㈱エンタープライズ暖,早川  幸一郎,096-343-1005,,,,,,,,指令（食保）第5450号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,健康生活相談コナ096-345-255920870343105,173592d2-80fe-441a-a1d3-7aab20a3773b,株式会社エンタープライズ暖,f9e35a35-5ee9-4a53-bbc5-472a6a6483cc,10a8b3ba-c2e6-4b2a-9325-a94cbe801c92,2021/09/30,健康生活相談コーナー,健康生活相談コナ,株式会社エンタープライズ暖
748,令3年11月24日,㈲下村青果,下村  安行,343-1302,有限会社下村青果,熊本市中央区西子飼町8-30,熊本市中央区西子飼町８－３０,,343-1302,野菜果物販売業,,指令（食保）第6489号,,423,有限会社下村青果,096,096-343-1302,,,,熊本市中央区西子飼町８－３０,熊本県熊本市中央区西子飼町８－３０,,207946,43,43101,西子飼町,2021/11/24,,,,,㈲下村青果,下村  安行,096-343-1302,,,,,,,,指令（食保）第6489号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,有限会社下村青果096-343-130220794643101,b3274e1a-e93a-4e9a-8d9f-d4d9695c5fcd,有限会社下村青果,0f501add-532d-4d9a-a189-ed5aebc1043f,03801359-e99f-40c7-b4bf-417c9693d902,2021/11/24,有限会社下村青果,有限会社下村青果,有限会社下村青果
346,令3年10月18日,学校法人九州ルーテル学院,福田  邦子,343-3111,九州ルーテル学院大学付属  黒髪乳児保育園,熊本市中央区黒髪3丁目36-33,熊本市中央区黒髪３丁目３６－３３,,343-5017,集団給食施設,,指令（食保）第5658号,,423,九州ルーテル学院大学付属  黒髪乳児保育園,096,096-343-5017,,,,熊本市中央区黒髪３丁目３６－３３,熊本県熊本市中央区黒髪３丁目３６－３３,,207854,43,43101,黒髪３,2021/10/18,,,,,学校法人九州ルーテル学院,福田  邦子,096-343-3111,,,,,,,,指令（食保）第5658号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,九州ルテル学院大学付属黒髪乳児保育園096-343-501720785443101,d8f7eab2-a079-4f8c-85d3-0f20f92e9ec6,学校法人九州ルーテル学院,fcc4261e-ac3f-4bf7-87ca-d8fd89a768cb,524811a3-d676-46e7-a0a8-231c466a8d98,2021/10/18,九州ルーテル学院大学付属　黒髪乳児保育園,九州ルテル学院大学付属黒髪乳児保育園,学校法人九州ルーテル学院
125,令3年09月20日,㈱ＭＲ,山川由修,343-3686,ファミリーマート植木田原坂店,熊本市北区植木町滴水1683-1,熊本市北区植木町滴水１６８３－１,,275-5011,コンビニエンスストア,,指令（食保）第50519号,,423,ファミリーマート植木田原坂店,096,096-275-5011,,,,熊本市北区植木町滴水１６８３－１,熊本県熊本市北区植木町滴水１６８３－１,,208567,43,43105,植木町滴水,2021/09/20,,,,,㈱ＭＲ,山川由修,096-343-3686,,,,,,,,指令（食保）第50519号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ファミリマト植木田原坂店096-275-501120856743105,ddf26ec0-9daa-44b1-a17d-26faaf792ece,株式会社ＭＲ,39035761-f2e0-4407-9cc9-8d165f81d624,1ecee476-b254-4c77-8515-d0d13be33378,2021/09/20,ファミリーマート植木田原坂店,ファミリマト植木田原坂店,株式会社ＭＲ
287,令3年10月11日,学校法人九州ルーテル学院,福田  邦子,343-3968,学校法人九州ルーテル学院  認定こども園  ルーテル学院幼稚園,熊本市中央区黒髪3丁目12-16,熊本市中央区黒髪３丁目１２－１６,,343-3968,集団給食施設,,指令（食保）第5556号,,423,学校法人九州ルーテル学院  認定こども園  ルーテル学院幼稚園,096,096-343-3968,,,,熊本市中央区黒髪３丁目１２－１６,熊本県熊本市中央区黒髪３丁目１２－１６,,207854,43,43101,黒髪３,2021/10/11,,,,,学校法人九州ルーテル学院,福田  邦子,096-343-3968,,,,,,,,指令（食保）第5556号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,学校法人九州ルテル学院認定こども園ルテル学院幼稚園096-343-396820785443101,dbf210cb-6ff2-44d4-bb10-fd7e2659a12b,学校法人九州ルーテル学院,fcc4261e-ac3f-4bf7-87ca-d8fd89a768cb,0c051d8b-ea79-4505-beeb-a032f749c15a,2021/10/11,学校法人九州ルーテル学院　認定こども園　ルーテル学院幼稚園,学校法人九州ルテル学院認定こども園ルテル学院幼稚園,学校法人九州ルーテル学院
42,令3年09月06日,熊本大学生活協同組合,安藤  新二,343-4422,熊本大学生活協同組合  楷樹会館購買,熊本市中央区九品寺4丁目24-1楷樹会館内,熊本市中央区九品寺４丁目２４－１,楷樹会館内,373-5433,その他の食料・飲料販売業,,指令（食保）第5243号,,423,熊本大学生活協同組合  楷樹会館購買,096,096-373-5433,,,,熊本市中央区九品寺４丁目２４－１,熊本県熊本市中央区九品寺４丁目２４－１,楷樹会館内,207849,43,43101,九品寺４,2021/09/06,,,,,熊本大学生活協同組合,安藤  新二,096-343-4422,,,,,,,,指令（食保）第5243号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,熊本大学生活協同組合楷樹会館購買096-373-543320784943101,3bfce20a-9e4e-445a-b133-05dede46ab9c,熊本大学生活協同組合,d9aeae1d-ae15-42d3-81e9-f2a3d3a6c4b8,9dc0157e-733a-4f9d-b4da-be330b942627,2021/09/06,熊本大学生活協同組合　楷樹会館購買,熊本大学生活協同組合楷樹会館購買,熊本大学生活協同組合
43,令3年09月06日,熊本大学生活協同組合,安藤  新二,343-4422,学生会館食堂,熊本市中央区黒髪2丁目40-1,熊本市中央区黒髪２丁目４０－１,,343-5739,その他の食料・飲料販売業,,指令（食保）第5245号,,423,学生会館食堂,096,096-343-5739,,,,熊本市中央区黒髪２丁目４０－１,熊本県熊本市中央区黒髪２丁目４０－１,,207853,43,43101,黒髪２,2021/09/06,,,,,熊本大学生活協同組合,安藤  新二,096-343-4422,,,,,,,,指令（食保）第5245号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,学生会館食堂096-343-573920785343101,9eb5fe24-b0c1-43c1-8c60-b5bd85fd0f54,熊本大学生活協同組合,d9aeae1d-ae15-42d3-81e9-f2a3d3a6c4b8,4f22966c-bf8e-490d-8fe8-9566eb2ba22c,2021/09/06,学生会館食堂,学生会館食堂,熊本大学生活協同組合
44,令3年09月06日,熊本大学生活協同組合,安藤  新二,343-4422,学生会館ショップ,熊本市中央区黒髪2丁目40-1,熊本市中央区黒髪２丁目４０－１,,343-6321,その他の食料・飲料販売業,,指令（食保）第5246号,,423,学生会館ショップ,096,096-343-6321,,,,熊本市中央区黒髪２丁目４０－１,熊本県熊本市中央区黒髪２丁目４０－１,,207853,43,43101,黒髪２,2021/09/06,,,,,熊本大学生活協同組合,安藤  新二,096-343-4422,,,,,,,,指令（食保）第5246号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,学生会館ショップ096-343-632120785343101,3d37305c-97d0-40c5-ab7a-a2d207d8ab78,熊本大学生活協同組合,d9aeae1d-ae15-42d3-81e9-f2a3d3a6c4b8,17ed0cb2-cb7d-4873-8d3e-d4567236d55b,2021/09/06,学生会館ショップ,学生会館ショップ,熊本大学生活協同組合
