,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,空欄,空欄,,,,,,マンション,なんだこいつ,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名のフリガナ,業種,業態,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,法人番号,申請-住所1,確認番号,許可年月日,許可年月日,許可期間開始日,許可期間終了日,廃業年月日,申請区分,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
10202,fBiz00000129180000001609,群馬県,高崎市,ダイソー　とりせん群馬町店,ダイソー　テストテン,⑬ その他の食料・飲料販売業,,群馬県高崎市中泉町６０５－２６,,2/4/1900,5/18/1900,,株式会社大創産業,7240001022681 ,広島県東広島市西条吉行東一丁目４番１４号,,,,,,,届出,,,,高崎市保健所,ダイソー　とりせん群馬町店,027,,,,,群馬県高崎市中泉町６０５－２６,群馬県高崎市中泉町６０５－２６,,60226,群馬県,高崎市,中泉町,,,,,,株式会社大創産業,,,広島県東広島市西条吉行東一丁目４番１４号,広島県東広島市西条吉行東１丁目４番１４号,,186030,広島県,東広島市,西条吉行東１,,届出,食料品販売業,,,7240001022681,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,ダイソー　とりせん群馬町店,ダイソとりせん群馬町店,株式会社大創産業,,2,,,,,ダイソー　テストテン
10202,fBiz00000131720000000095,群馬県,高崎市,ニチイキッズ高崎こやぎ保育園,ニチイキッズタカサキコヤギホイクエン,㉖ 集団給食施設,,群馬県高崎市小八木町2020番地2,,2/4/1900,5/18/1900,027-363-0581,株式会社ニチイ学館,3010001025868 ,東京都千代田区神田駿河台2丁目9番地,,,,,,,届出,,,,高崎市保健所,ニチイキッズ高崎こやぎ保育園,027,027-363-0581,,,,群馬県高崎市小八木町2020番地2,群馬県高崎市小八木町２０２０番地２,,60084,群馬県,高崎市,小八木町,,,,,,株式会社ニチイ学館,,,東京都千代田区神田駿河台2丁目9番地,東京都千代田区神田駿河台２丁目９番地,,72867,東京都,千代田区,神田駿河台２,,届出,給食施設,,,3010001025868,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,ニチイキッズ高崎こやぎ保育園,ニチイキッズ高崎こやぎ保育園,株式会社ニチイ学館,,1,,,,,ニチイキッズタカサキコヤギホイクエン
10202,fBiz00000135490000000187,群馬県,高崎市,ファミリーマート 　高崎島野町,ファミリーマート　タカサキシマノマチ,⑩ コンビニエンスストア,コンビニエンスストア,群馬県高崎市島野町２４８番地１,,2/4/1900,5/18/1900,027-350-7220,株式会社ファミリーマート,2013301010706 ,東京都港区芝浦三丁目１番２１号,,,,,,,届出,,,,高崎市保健所,ファミリーマート 　高崎島野町,027,027-350-7220,,,,群馬県高崎市島野町２４８番地１,群馬県高崎市島野町２４８番地１,,60090,群馬県,高崎市,島野町,,,,,,株式会社ファミリーマート,,,東京都港区芝浦三丁目１番２１号 ,東京都港区芝浦３丁目１番２１号,,73084,東京都,港区,芝浦３,,届出,コンビニエンスストア, コンビニエンスストア,,2013301010706,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ファミリーマート　高崎島野町,ファミリマト高崎島野町,株式会社ファミリーマート,ファミリーマート,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ファミリーマート　タカサキシマノマチ
10202,fBiz00000135490000000369,群馬県,高崎市,ファミリーマート　前橋インター店,ファミリーマート　マエバシインターテン,⑩ コンビニエンスストア,コンビニエンスストア,群馬県高崎市中尾町441,,2/4/1900,5/18/1900,027-370-0568,株式会社ファミリーマート,2013301010706 ,東京都港区芝浦三丁目１番２１号,,,,,,,届出,,,,高崎市保健所,ファミリーマート　前橋インター店,027,027-370-0568,,,,群馬県高崎市中尾町441,群馬県高崎市中尾町４４１,,60144,群馬県,高崎市,中尾町,,,,,,株式会社ファミリーマート,,,東京都港区芝浦三丁目１番２１号 ,東京都港区芝浦３丁目１番２１号,,73084,東京都,港区,芝浦３,,届出,コンビニエンスストア, コンビニエンスストア,,2013301010706,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ファミリーマート　前橋インター店,ファミリマト前橋インタ店,株式会社ファミリーマート,ファミリーマート,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ファミリーマート　マエバシインターテン
10202,fBiz00000135490000000425,群馬県,高崎市,ファミリーマート　高崎高関,ファミリーマート　タカサキタカゼキ,⑩ コンビニエンスストア,コンビニエンスストア,群馬県高崎市高関町４１０番５,,2/4/1900,5/18/1900,027-330-1520,株式会社ファミリーマート,2013301010706 ,東京都港区芝浦三丁目１番２１号,,,,,,,届出,,,,高崎市保健所,ファミリーマート　高崎高関,027,027-330-1520,,,,群馬県高崎市高関町４１０番５,群馬県高崎市高関町４１０番５,,60122,群馬県,高崎市,高関町,,,,,,株式会社ファミリーマート,,,東京都港区芝浦三丁目１番２１号 ,東京都港区芝浦３丁目１番２１号,,73084,東京都,港区,芝浦３,,届出,コンビニエンスストア, コンビニエンスストア,,2013301010706,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ファミリーマート　高崎高関,ファミリマト高崎高関,株式会社ファミリーマート,ファミリーマート,2,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ファミリーマート　タカサキタカゼキ
10202,fBiz00000135490000000426,群馬県,高崎市,ファミリーマート　高崎駅東口,ファミリーマート　タカサキエキヒガシグチ,⑩ コンビニエンスストア,コンビニエンスストア,群馬県高崎市東町９－５,,2/4/1900,5/18/1900,027-310-8671,株式会社ファミリーマート,2013301010706 ,東京都港区芝浦三丁目１番２１号,,,,,,,届出,,,,高崎市保健所,ファミリーマート　高崎駅東口,027,027-310-8671,,,,群馬県高崎市東町９－５,群馬県高崎市東町９－５,,60041,群馬県,高崎市,東町,,,,,,株式会社ファミリーマート,,,東京都港区芝浦三丁目１番２１号 ,東京都港区芝浦３丁目１番２１号,,73084,東京都,港区,芝浦３,,届出,コンビニエンスストア, コンビニエンスストア,,2013301010706,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ファミリーマート　高崎駅東口,ファミリマト高崎駅東口,株式会社ファミリーマート,ファミリーマート,2,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ファミリーマート　タカサキエキヒガシグチ
10202,fBiz00000136570000000001,群馬県,高崎市,プライムスターコーヒーマーケット,プライムスターコーヒーマーケット,⑯ コーヒー製造・加工業（飲料の製造を除く。）,コーヒー豆製造販売,群馬県高崎市棟高町697,,2/4/1900,5/18/1900,8077933735,笠原浩,,,,,,,,,届出,,,,高崎市保健所,プライムスターコーヒーマーケット,027,080-7793-3735,,,,群馬県高崎市棟高町697,群馬県高崎市棟高町６９７,,60249,群馬県,高崎市,棟高町,,,,,,,笠原浩,,,,,,,,,,届出,コーヒー製造・加工業,（飲料の製造を除く。） コーヒー豆製造販売,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,飲料・たばこ・飼料製造業,茶・コーヒー製造業（清涼飲料を除く）,コーヒー製造業,,,,,,,プライムスターコーヒーマーケット,プライムスタコヒマケット,,,1,,,,,プライムスターコーヒーマーケット
10202,fBiz00000140920000000010,群馬県,高崎市,フレッシュダイトー,フレッシュダイトー,⑦ 野菜果物販売業,,群馬県高崎市八島町222,高崎モントレー１F,2/4/1900,5/18/1900,027-322-3808,株式会社大東青果,8012801003486 ,東京都東大和市中央1-3-3,,,,,,,届出,,,,高崎市保健所,フレッシュダイトー,027,027-322-3808,,,,群馬県高崎市八島町222,群馬県高崎市八島町２２２,高崎モントレー１F,60174,群馬県,高崎市,八島町,,,,,,株式会社大東青果,,,東京都東大和市中央1-3-3,東京都東大和市中央１－３－３,,77557,東京都,東大和市,中央１,,届出,野菜果物販売業,,,8012801003486,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,野菜・果実小売業,,,,,,,,フレッシュダイトー,フレッシュダイト,株式会社大東青果,,1,,,,,フレッシュダイトー
10202,fBiz00000145090000000008,群馬県,高崎市,ジョイフル高崎店,ジョイフルタカサキテン,② 食肉販売業（包装済みの食肉のみの販売）,,群馬県高崎市柴崎町815-1,,2/4/1900,5/18/1900,273605480,株式会社ジョイフル北日本,4320001014533 ,大分県大分市三川新町1丁目1番45号,,,,,,,届出,,,,高崎市保健所,ジョイフル高崎店,027,027-360-5480,,,,群馬県高崎市柴崎町815-1,群馬県高崎市柴崎町８１５－１,,60089,群馬県,高崎市,柴崎町,,,,,,株式会社ジョイフル北日本,,,大分県大分市三川新町1丁目1番45号,大分県大分市三川新町１丁目１番４５号,,210588,大分県,大分市,三川新町１,,届出,食肉販売業,,,4320001014533,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,ジョイフル高崎店,ジョイフル高崎店,株式会社ジョイフル北日本,ジョイフル,1,宿泊業，飲食サービス業,飲食店,食堂，レストラン（専門料理店を除く）,食堂，レストラン（専門料理店を除く）,ジョイフルタカサキテン
10202,fBiz00000145490000000001,群馬県,高崎市,,,⑱ 調味料製造・加工業,,,,,,,,,,,,,,,,届出,,,,高崎市保健所,,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,調味料製造・加工業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,調味料製造業,,,,,,,,,,,,0,,,,,
10202,fBiz00000145490000000003,群馬県,高崎市,,,⑲ 糖類製造・加工業,,,,,,,,,,,,,,,,届出,,,,高崎市保健所,,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,糖類製造・加工業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,,,,,,,,,,,,,0,,,,,
10202,fBiz00000146310000001191,群馬県,高崎市,スターバックスコーヒーイオンモール高崎 1階店,スターバックスコーヒーイオンモールタカサキイチカイテン,⑬ その他の食料・飲料販売業,喫茶店,群馬県高崎市棟高町1400,イオンモール高崎１F,2/4/1900,5/18/1900,027-310-9051,スターバックスコーヒージャパン株式会社,7011001031943 ,東京都品川区上大崎2-25-2,,,,,,,届出,,,,高崎市保健所,スターバックスコーヒーイオンモール高崎 1階店,027,027-310-9051,,,,群馬県高崎市棟高町1400,群馬県高崎市棟高町１４００,イオンモール高崎１F,60249,群馬県,高崎市,棟高町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,7011001031943,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒーイオンモール高崎　１階店,スタバックスコヒイオンモル高崎１階店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒーイオンモールタカサキイチカイテン
10202,fBiz00000146310000001199,群馬県,高崎市,スターバックスコーヒーイーサイト高崎店,スターバックスコーヒーイーサイトタカサキテン,⑬ その他の食料・飲料販売業,喫茶店,群馬県高崎市八島町222,１F,2/4/1900,5/18/1900,027-310-1220,スターバックスコーヒージャパン株式会社,7011001031943 ,東京都品川区上大崎2-25-2,,,,,,,届出,,,,高崎市保健所,スターバックスコーヒーイーサイト高崎店,027,027-310-1220,,,,群馬県高崎市八島町222,群馬県高崎市八島町２２２,１F,60174,群馬県,高崎市,八島町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,7011001031943,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒーイーサイト高崎店,スタバックスコヒイサイト高崎店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒーイーサイトタカサキテン
10202,fBiz00000146310000001207,群馬県,高崎市,スターバックスコーヒー高崎大八木店,スターバックスコーヒータカサキオオヤギテン,⑬ その他の食料・飲料販売業,喫茶店,群馬県高崎市大八木町2113-3,,2/4/1900,5/18/1900,027-386-3588,スターバックスコーヒージャパン株式会社,7011001031943 ,東京都品川区上大崎2-25-2,,,,,,,届出,,,,高崎市保健所,スターバックスコーヒー高崎大八木店,027,027-386-3588,,,,群馬県高崎市大八木町2113-3,群馬県高崎市大八木町２１１３－３,,60055,群馬県,高崎市,大八木町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,7011001031943,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒー高崎大八木店,スタバックスコヒ高崎大八木店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒータカサキオオヤギテン
10202,fBiz00000146310000001208,群馬県,高崎市,スターバックスコーヒーイオンモール高崎 2階店,スターバックスコーヒーイオンモールタカサキニカイテン,⑬ その他の食料・飲料販売業,喫茶店,群馬県高崎市棟高町1400,,2/4/1900,5/18/1900,027-388-1695,スターバックスコーヒージャパン株式会社,7011001031943 ,東京都品川区上大崎2-25-2,,,,,,,届出,,,,高崎市保健所,スターバックスコーヒーイオンモール高崎 2階店,027,027-388-1695,,,,群馬県高崎市棟高町1400,群馬県高崎市棟高町１４００,,60249,群馬県,高崎市,棟高町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,7011001031943,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒーイオンモール高崎　２階店,スタバックスコヒイオンモル高崎２階店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒーイオンモールタカサキニカイテン
10202,fBiz00000146310000001229,群馬県,高崎市,スターバックスコーヒー高崎上中居店,スターバックスコーヒータカサキカミナカイテン,⑬ その他の食料・飲料販売業,喫茶店,群馬県高崎市上中居町1746,,2/4/1900,5/18/1900,027-360-5060,スターバックスコーヒージャパン株式会社,7011001031943 ,東京都品川区上大崎2-25-2,,,,,,,届出,,,,高崎市保健所,スターバックスコーヒー高崎上中居店,027,027-360-5060,,,,群馬県高崎市上中居町1746,群馬県高崎市上中居町１７４６,,60070,群馬県,高崎市,上中居町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,7011001031943,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒー高崎上中居店,スタバックスコヒ高崎上中居店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒータカサキカミナカイテン
10202,fBiz00000146310000001249,群馬県,高崎市,スターバックスコーヒー高崎駅ビル モントレー店,スターバックスコーヒータカサキエキビルモントレーテン,⑬ その他の食料・飲料販売業,喫茶店,群馬県高崎市八島町222,,2/4/1900,5/18/1900,027-326-4919,スターバックスコーヒージャパン株式会社,7011001031943 ,東京都品川区上大崎2-25-2,,,,,,,届出,,,,高崎市保健所,スターバックスコーヒー高崎駅ビル モントレー店,027,027-326-4919,,,,群馬県高崎市八島町222,群馬県高崎市八島町２２２,,60174,群馬県,高崎市,八島町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,7011001031943,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒー高崎駅ビル　モントレー店,スタバックスコヒ高崎駅ビルモントレ店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒータカサキエキビルモントレーテン
10202,fBiz00000146310000001271,群馬県,高崎市,スターバックスコーヒー高崎オーパ店,スターバックスコーヒータカサキオーパテン,⑬ その他の食料・飲料販売業,喫茶店,群馬県高崎市八島町46-1,,2/4/1900,5/18/1900,027-310-5570,スターバックスコーヒージャパン株式会社,7011001031943 ,東京都品川区上大崎2-25-2,,,,,,,届出,,,,高崎市保健所,スターバックスコーヒー高崎オーパ店,027,027-310-5570,,,,群馬県高崎市八島町46-1,群馬県高崎市八島町４６－１,,60174,群馬県,高崎市,八島町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,7011001031943,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒー高崎オーパ店,スタバックスコヒ高崎オパ店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒータカサキオーパテン
10202,fBiz00000146310000001292,群馬県,高崎市,スターバックスコーヒー高崎貝沢店,スターバックスコーヒータカサキカイザワテン,⑬ その他の食料・飲料販売業,喫茶店,群馬県高崎市貝沢町1327-3,,2/4/1900,5/18/1900,027-370-0575,スターバックスコーヒージャパン株式会社,7011001031943 ,東京都品川区上大崎2-25-2,,,,,,,届出,,,,高崎市保健所,スターバックスコーヒー高崎貝沢店,027,027-370-0575,,,,群馬県高崎市貝沢町1327-3,群馬県高崎市貝沢町１３２７－３,,60057,群馬県,高崎市,貝沢町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,7011001031943,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒー高崎貝沢店,スタバックスコヒ高崎貝沢店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒータカサキカイザワテン
