https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,その他,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人,新規,11287,,認定こども園　糸魚川カトリック天使幼稚園,糸魚川市中央2丁目1番40号,糸魚川市中央２丁目１番４０号,,025-552-1216,,学校法人聖母学園,理事長　佐藤　允広,新潟県新潟市中央区東大畑通一番町656番地,新潟県新潟市中央区東大畑通一番町６５６番地,,025-222-7457,,,㉖ 集団給食施設,,,3     ‐83  ,0,0,,令和 3年 11月 1日,,,,,,,,,160,認定こども園　糸魚川カトリック天使幼稚園,025,025-552-1216,,,,糸魚川市中央２丁目１番４０号,新潟県糸魚川市中央２丁目１番４０号,,88051,15,15216,中央２,2021/11/01,,,,,学校法人聖母学園,,025-222-7457,新潟県新潟市中央区東大畑通一番町６５６番地,新潟県新潟市中央区東大畑通一番町６５６番地,,83891,新潟県,新潟市中央区,東大畑通一番町,3     ‐83  ,新規,給食施設,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,77,,,認定こども園糸魚川カトリック天使幼稚園025-552-12168805115216,f0c2e0da-b664-4651-8146-592417bc6330,学校法人聖母学園83891,cf24f0fe-0ae9-4c6e-957f-acf2f3417edb,31c3ae66-963f-403f-ae0b-8b8107b3b02e,2021/11/01,認定こども園　糸魚川カトリック天使幼稚園,認定こども園糸魚川カトリック天使幼稚園,学校法人聖母学園
法人,新規,11331,,ひらせいホームセンター糸魚川店　食良品・ダイソー館,糸魚川市上刈５丁目１３１８－１,糸魚川市上刈５丁目１３１８－１,,025-553-0671,,株式会社　ひらせいホームセンター,代表取締役　清水　泰明,新潟県新潟市西区寺尾台２丁目３番３号,新潟県新潟市西区寺尾台２丁目３番３号,,025-231-2331,,,① 魚介類販売業（包装済みの魚介類のみの販売）,,,3     ‐156 ,0,0,,令和 3年 12月 3日,,,,,,,,,160,ひらせいホームセンター糸魚川店　食良品・ダイソー館,025,025-553-0671,,,,糸魚川市上刈５丁目１３１８－１,新潟県糸魚川市上刈５丁目１３１８－１,,87936,15,15216,上刈５,2021/12/03,,,,,株式会社　ひらせいホームセンター,,025-231-2331,新潟県新潟市西区寺尾台２丁目３番３号,新潟県新潟市西区寺尾台２丁目３番３号,,84802,新潟県,新潟市西区,寺尾台２,3     ‐156 ,新規,魚介類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,ひらせいホムセンタ糸魚川店食良品ダイソ館025-553-06718793615216,373e0685-4807-48cf-bd9a-47d65b8b4f27,株式会社ひらせいホームセンター84802,77e72c4c-425e-4381-91c2-c72aab392ed7,0ebd760c-eeb5-4ffd-99a6-eba212caf99b,2021/12/03,ひらせいホームセンター糸魚川店　食良品・ダイソー館,ひらせいホムセンタ糸魚川店食良品ダイソ館,株式会社ひらせいホームセンター
法人,新規,11331,,ひらせいホームセンター糸魚川店　食良品・ダイソー館,糸魚川市上刈５丁目１３１８－１,糸魚川市上刈５丁目１３１８－１,,025-553-0671,,株式会社　ひらせいホームセンター,代表取締役　清水　泰明,新潟県新潟市西区寺尾台２丁目３番３号,新潟県新潟市西区寺尾台２丁目３番３号,,025-231-2331,,,② 食肉販売業（包装済みの食肉のみの販売）,,,3     ‐156 ,0,0,,令和 3年 12月 3日,,,,,,,,,160,ひらせいホームセンター糸魚川店　食良品・ダイソー館,025,025-553-0671,,,,糸魚川市上刈５丁目１３１８－１,新潟県糸魚川市上刈５丁目１３１８－１,,87936,15,15216,上刈５,2021/12/03,,,,,株式会社　ひらせいホームセンター,,025-231-2331,新潟県新潟市西区寺尾台２丁目３番３号,新潟県新潟市西区寺尾台２丁目３番３号,,84802,新潟県,新潟市西区,寺尾台２,3     ‐156 ,新規,食肉販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,ひらせいホムセンタ糸魚川店食良品ダイソ館025-553-06718793615216,373e0685-4807-48cf-bd9a-47d65b8b4f27,株式会社ひらせいホームセンター84802,77e72c4c-425e-4381-91c2-c72aab392ed7,a47ebd67-5c9c-4fe8-b8eb-bffbc66520d2,2021/12/03,ひらせいホームセンター糸魚川店　食良品・ダイソー館,ひらせいホムセンタ糸魚川店食良品ダイソ館,株式会社ひらせいホームセンター
法人,新規,11331,,ひらせいホームセンター糸魚川店　食良品・ダイソー館,糸魚川市上刈５丁目１３１８－１,糸魚川市上刈５丁目１３１８－１,,025-553-0671,,株式会社　ひらせいホームセンター,代表取締役　清水　泰明,新潟県新潟市西区寺尾台２丁目３番３号,新潟県新潟市西区寺尾台２丁目３番３号,,025-231-2331,,,③ 乳類販売業,,,3     ‐156 ,0,0,,令和 3年 12月 3日,,,,,,,,,160,ひらせいホームセンター糸魚川店　食良品・ダイソー館,025,025-553-0671,,,,糸魚川市上刈５丁目１３１８－１,新潟県糸魚川市上刈５丁目１３１８－１,,87936,15,15216,上刈５,2021/12/03,,,,,株式会社　ひらせいホームセンター,,025-231-2331,新潟県新潟市西区寺尾台２丁目３番３号,新潟県新潟市西区寺尾台２丁目３番３号,,84802,新潟県,新潟市西区,寺尾台２,3     ‐156 ,新規,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,ひらせいホムセンタ糸魚川店食良品ダイソ館025-553-06718793615216,373e0685-4807-48cf-bd9a-47d65b8b4f27,株式会社ひらせいホームセンター84802,77e72c4c-425e-4381-91c2-c72aab392ed7,3ac54d5f-4c01-441c-bff8-8e535ef6fd67,2021/12/03,ひらせいホームセンター糸魚川店　食良品・ダイソー館,ひらせいホムセンタ糸魚川店食良品ダイソ館,株式会社ひらせいホームセンター
法人,新規,11331,,ひらせいホームセンター糸魚川店　食良品・ダイソー館,糸魚川市上刈５丁目１３１８－１,糸魚川市上刈５丁目１３１８－１,,025-553-0671,,株式会社　ひらせいホームセンター,代表取締役　清水　泰明,新潟県新潟市西区寺尾台２丁目３番３号,新潟県新潟市西区寺尾台２丁目３番３号,,025-231-2331,,,⑬ その他の食料・飲料販売業,,,3     ‐156 ,0,0,,令和 3年 12月 3日,,,,,,,,,160,ひらせいホームセンター糸魚川店　食良品・ダイソー館,025,025-553-0671,,,,糸魚川市上刈５丁目１３１８－１,新潟県糸魚川市上刈５丁目１３１８－１,,87936,15,15216,上刈５,2021/12/03,,,,,株式会社　ひらせいホームセンター,,025-231-2331,新潟県新潟市西区寺尾台２丁目３番３号,新潟県新潟市西区寺尾台２丁目３番３号,,84802,新潟県,新潟市西区,寺尾台２,3     ‐156 ,新規,食料品販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,A,58,581,5811,ひらせいホムセンタ糸魚川店食良品ダイソ館025-553-06718793615216,373e0685-4807-48cf-bd9a-47d65b8b4f27,株式会社ひらせいホームセンター84802,77e72c4c-425e-4381-91c2-c72aab392ed7,1be5140c-113b-4ed0-b52e-ffd5ce7478b8,2021/12/03,ひらせいホームセンター糸魚川店　食良品・ダイソー館,ひらせいホムセンタ糸魚川店食良品ダイソ館,株式会社ひらせいホームセンター
法人,継続,10101,株式会社,ひらせいホームセンター　糸魚川店,糸魚川市上刈５丁目１３１８－１,糸魚川市上刈５丁目１３１８－１,,553-0755,,株式会社　ひらせいホームセンター,代表取締役　清水　泰明,新潟市小針西２丁目７番３２号,新潟市小針西２丁目７番３２号,,025-231-2331,,,乳類販売業,,,1 - 88,0,0,1999年03月17日,2019年11月06日,2019年11月14日,2019年11月15日,2024年11月30日,,,,2021年05月31日,,160,ひらせいホームセンター　糸魚川店,025,025-553-0755,,,,糸魚川市上刈５丁目１３１８－１,新潟県糸魚川市上刈５丁目１３１８－１,,87936,15,15216,上刈５,2019/11/06,1999/03/17,2019/11/15,,2024/11/30,株式会社　ひらせいホームセンター,,025-231-2331,新潟市小針西２丁目７番３２号,新潟県新潟市西区小針西２丁目７番３２号,,84749,新潟県,新潟市西区,小針西２,1 - 88,継続,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,ひらせいホムセンタ糸魚川店025-553-07558793615216,9b73f34e-6f7e-4c10-80cc-bf432aa44ebd,株式会社ひらせいホームセンター84749,77e72c4c-425e-4381-91c2-c72aab392ed7,36621bec-2d1b-4889-bde4-2e4fc076394c,2019/11/15,ひらせいホームセンター　糸魚川店,ひらせいホムセンタ糸魚川店,株式会社ひらせいホームセンター
法人,継続,10502,,スローライフ　おしあげ,糸魚川市南押上１丁目３－１１,糸魚川市南押上１丁目３－１１,,025-550-1915,,石本商事株式会社,代表取締役　平澤　和也,新潟市中央区上近江３丁目１９番２２号,新潟市中央区上近江３丁目１９番２２号,,025-285-6221,,,飲食店営業（一般食堂）,,,1 - 120,0,0,2006年03月30日,2021年03月09日,2021年03月25日,2021年03月26日,2026年03月31日,,,,,,160,スローライフ　おしあげ,025,025-550-1915,,,,糸魚川市南押上１丁目３－１１,新潟県糸魚川市南押上１丁目３－１１,,88038,15,15216,南押上１,2021/03/09,2006/03/30,2021/03/26,,2026/03/31,石本商事株式会社,,025-285-6221,新潟市中央区上近江３丁目１９番２２号,新潟県新潟市中央区上近江３丁目１９番２２号,,83633,新潟県,新潟市中央区,上近江３,1 - 120,継続,飲食店営業,（一般食堂）,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,スロライフおしあげ025-550-19158803815216,3752e123-9714-4d83-b567-64cd8fed1421,石本商事株式会社83633,bc0a0934-d88b-4bb7-8176-fe7bd00fe79c,d0d3f09f-bb0a-4e4d-b138-f4be2bacd3b5,2021/03/26,スローライフ　おしあげ,スロライフおしあげ,石本商事株式会社
法人,継続,10108,,弁当　こまめし,糸魚川市南寺町1-1-8,糸魚川市南寺町１－１－８,,025-553-2316,,社会福祉法人　上越つくしの里医療福祉協会,理事長　川室　優,上越市大字北新保55-1,上越市大字北新保５５－１,,025-520-3294,,,飲食店営業（弁当屋）,,,1 - 41,0,0,1999年05月27日,2019年07月16日,2019年07月18日,2019年07月19日,2024年07月31日,,,,,,160,弁当　こまめし,025,025-553-2316,,,,糸魚川市南寺町１－１－８,新潟県糸魚川市南寺町１－１－８,,88044,15,15216,南寺町１,2019/07/16,1999/05/27,2019/07/19,,2024/07/31,社会福祉法人　上越つくしの里医療福祉協会,,025-520-3294,上越市大字北新保５５－１,新潟県上越市北新保５５－１,,88563,新潟県,上越市,北新保,1 - 41,継続,飲食店営業,弁当屋,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,弁当こまめし025-553-23168804415216,28a3564a-5457-443b-b053-017a3a13fc1d,社会福祉法人上越つくしの里医療福祉協会88563,d47cc064-5a9e-4273-b067-7afc5702ca7f,73bd9991-a1cf-42ce-9ba0-6c2574d16d0c,2019/07/19,弁当　こまめし,弁当こまめし,社会福祉法人上越つくしの里医療福祉協会
法人,継続,10921,,好望こまくさ　ふくふく,糸魚川市南寺町１－１－８,糸魚川市南寺町１－１－８,,025-553-2316,,社会福祉法人　上越つくしの里医療福祉協会,理事長　川室　優,管　外上越市大字北新保５５－１,管 外上越市大字北新保５５－１,,025-520-3294,,,菓子製造業,,,1 - 40,0,0,2014年05月01日,2019年07月16日,2019年07月18日,2019年07月19日,2024年07月31日,,,,,,160,好望こまくさ　ふくふく,025,025-553-2316,,,,糸魚川市南寺町１－１－８,新潟県糸魚川市南寺町１－１－８,,88044,15,15216,南寺町１,2019/07/16,2014/05/01,2019/07/19,,2024/07/31,社会福祉法人　上越つくしの里医療福祉協会,,025-520-3294,管 外上越市大字北新保５５－１,新潟県上越市北新保５５－１,,88563,新潟県,上越市,北新保,1 - 40,継続,菓子製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,好望こまくさふくふく025-553-23168804415216,9489c407-afb4-494e-91b0-c4b40738ae09,社会福祉法人上越つくしの里医療福祉協会88563,d47cc064-5a9e-4273-b067-7afc5702ca7f,87dc5992-8243-4fc5-8a91-89a947cdfa4c,2019/07/19,好望こまくさ　ふくふく,好望こまくさふくふく,社会福祉法人上越つくしの里医療福祉協会
法人,新規,10482,,とりかま,糸魚川市寺島３丁目２番４０号,糸魚川市寺島３丁目２番４０号,,025-550-1578,,株式会社エム・アイ・ディジャパン,代表取締役　三井　慶満,管　外上越市上島４６９－１,管 外上越市上島４６９－１,,025-521-2688,,,① 飲食店営業,,,1 - 101,0,0,2021年11月12日,2021年11月05日,2021年11月11日,2021年11月12日,2026年11月30日,,,,,,160,とりかま,025,025-550-1578,,,,糸魚川市寺島３丁目２番４０号,新潟県糸魚川市寺島３丁目２番４０号,,87986,15,15216,寺島３,2021/11/05,2021/11/12,2021/11/12,,2026/11/30,株式会社エム・アイ・ディジャパン,,025-521-2688,管 外上越市上島４６９－１,新潟県上越市上島４６９－１,,88537,新潟県,上越市,上島,1 - 101,新規,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,とりかま025-550-15788798615216,0f129b77-14ea-46b5-958f-167ac75385b1,株式会社エム・アイ・ディジャパン88537,11fe67c6-f10e-4826-b233-0f59dc885154,8f7f7c79-9c8b-4e03-b1ac-515378cb1258,2021/11/12,とりかま,とりかま,株式会社エム・アイ・ディジャパン
法人,継続,10694,,パン工房 パロル 糸魚川店,糸魚川市横町５－６－７７　イチコ糸魚川店内,糸魚川市横町５－６－７７,イチコ糸魚川店内,025-553-2822,,上越ケンパン株式会社,代表取締役　内山　尚樹,上越市大字七ヶ所新田５３５－９,上越市大字七ヶ所新田５３５－９,,025-523-5193,,,飲食店営業（食品調理）,,,1 - 97,0,0,2009年10月01日,2019年11月11日,2019年11月14日,2019年11月15日,2024年11月30日,,,,,,160,パン工房 パロル 糸魚川店,025,025-553-2822,,,,糸魚川市横町５－６－７７,新潟県糸魚川市横町５－６－７７,イチコ糸魚川店内,88032,15,15216,横町５,2019/11/11,2009/10/01,2019/11/15,,2024/11/30,上越ケンパン株式会社,,025-523-5193,上越市大字七ヶ所新田５３５－９,新潟県上越市七が所新田５３５－９,,88624,新潟県,上越市,七が所新田,1 - 97,継続,飲食店営業,（食品調理）,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,パン工房パロル糸魚川店025-553-28228803215216,911316dd-3f23-400d-8df0-b272844c1d35,上越ケンパン株式会社88624,037ca0c9-f308-4554-9cd1-3a82798445d7,773542fb-2972-4706-a0b6-ef6dd5f67197,2019/11/15,パン工房　パロル　糸魚川店,パン工房パロル糸魚川店,上越ケンパン株式会社
法人,継続,10694,,パン工房 パロル 糸魚川店,糸魚川市横町５－６－７７　イチコ糸魚川店内,糸魚川市横町５－６－７７,イチコ糸魚川店内,025-553-2822,,上越ケンパン株式会社,代表取締役　内山　尚樹,上越市大字七ヶ所新田５３５－９,上越市大字七ヶ所新田５３５－９,,025-523-5193,,,菓子製造業,,,1 - 97,0,0,2009年10月01日,2019年11月11日,2019年11月14日,2019年11月15日,2024年11月30日,,,,,,160,パン工房 パロル 糸魚川店,025,025-553-2822,,,,糸魚川市横町５－６－７７,新潟県糸魚川市横町５－６－７７,イチコ糸魚川店内,88032,15,15216,横町５,2019/11/11,2009/10/01,2019/11/15,,2024/11/30,上越ケンパン株式会社,,025-523-5193,上越市大字七ヶ所新田５３５－９,新潟県上越市七が所新田５３５－９,,88624,新潟県,上越市,七が所新田,1 - 97,継続,菓子製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,パン工房パロル糸魚川店025-553-28228803215216,911316dd-3f23-400d-8df0-b272844c1d35,上越ケンパン株式会社88624,037ca0c9-f308-4554-9cd1-3a82798445d7,f2fd2933-e62d-4f85-82d5-33b540cb5aa0,2019/11/15,パン工房　パロル　糸魚川店,パン工房パロル糸魚川店,上越ケンパン株式会社
法人,新規,758,,（株）肉のたなべ  糸魚川店,糸魚川市上刈７－２－３７,糸魚川市上刈７－２－３７,,025-553-1303,,株式会社　肉のたなべ,代表取締役社長　田辺  勲,上越市春日山町１丁目７番８号,上越市春日山町１丁目７番８号,,025-524-0002,,,① 魚介類販売業（包装済みの魚介類のみの販売）,包装魚介類の販売に限る。,,3     ‐75  ,0,0,,令和 3年 10月 18日,,,,,,,,,160,（株）肉のたなべ  糸魚川店,025,025-553-1303,,,,糸魚川市上刈７－２－３７,新潟県糸魚川市上刈７－２－３７,,87938,15,15216,上刈７,2021/10/18,,,,,株式会社　肉のたなべ,,025-524-0002,上越市春日山町１丁目７番８号,新潟県上越市春日山町１丁目７番８号,,88845,新潟県,上越市,春日山町１,3     ‐75  ,新規,魚介類販売業,,包装魚介類の販売に限る。,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,株式会社肉のたなべ糸魚川店025-553-13038793815216,b2737ccb-bd16-49c8-95f8-b6f254c2ee8c,株式会社肉のたなべ88845,ce72fe08-1f85-468e-a3f4-9057d4153034,c6d6f108-4c7f-42ac-b3c2-4588a052441d,2021/10/18,株式会社肉のたなべ　糸魚川店,株式会社肉のたなべ糸魚川店,株式会社肉のたなべ
法人,新規,758,,（株）肉のたなべ  糸魚川店,糸魚川市上刈７－２－３７,糸魚川市上刈７－２－３７,,025-553-1303,,株式会社　肉のたなべ,代表取締役社長　田辺  勲,上越市春日山町１丁目７番８号,上越市春日山町１丁目７番８号,,025-524-0002,,,③ 乳類販売業,,,,0,0,,令和 3年 6月 1日,,,,,,,,,160,（株）肉のたなべ  糸魚川店,025,025-553-1303,,,,糸魚川市上刈７－２－３７,新潟県糸魚川市上刈７－２－３７,,87938,15,15216,上刈７,2021/06/01,,,,,株式会社　肉のたなべ,,025-524-0002,上越市春日山町１丁目７番８号,新潟県上越市春日山町１丁目７番８号,,88845,新潟県,上越市,春日山町１,,新規,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,株式会社肉のたなべ糸魚川店025-553-13038793815216,b2737ccb-bd16-49c8-95f8-b6f254c2ee8c,株式会社肉のたなべ88845,ce72fe08-1f85-468e-a3f4-9057d4153034,810fd390-3985-468b-a584-a49da9986974,2021/06/01,株式会社肉のたなべ　糸魚川店,株式会社肉のたなべ糸魚川店,株式会社肉のたなべ
法人,新規,758,,（株）肉のたなべ  糸魚川店,糸魚川市上刈７－２－３７,糸魚川市上刈７－２－３７,,025-553-1303,,株式会社　肉のたなべ,代表取締役社長　田辺  勲,上越市春日山町１丁目７番８号,上越市春日山町１丁目７番８号,,025-524-0002,,,⑦ 野菜果物販売業,,,3     ‐75  ,0,0,,令和 3年 10月 18日,,,,,,,,,160,（株）肉のたなべ  糸魚川店,025,025-553-1303,,,,糸魚川市上刈７－２－３７,新潟県糸魚川市上刈７－２－３７,,87938,15,15216,上刈７,2021/10/18,,,,,株式会社　肉のたなべ,,025-524-0002,上越市春日山町１丁目７番８号,新潟県上越市春日山町１丁目７番８号,,88845,新潟県,上越市,春日山町１,3     ‐75  ,新規,野菜果物販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,582,,株式会社肉のたなべ糸魚川店025-553-13038793815216,b2737ccb-bd16-49c8-95f8-b6f254c2ee8c,株式会社肉のたなべ88845,ce72fe08-1f85-468e-a3f4-9057d4153034,dca7de1e-9a84-4a18-96a1-12231a2280a9,2021/10/18,株式会社肉のたなべ　糸魚川店,株式会社肉のたなべ糸魚川店,株式会社肉のたなべ
法人,新規,10424,,あるぷらす宅配センター,糸魚川市大字上刈６－２－５０,糸魚川市大字上刈６－２－５０,,025-552-0874,,有限会社　ダイニチ,代表取締役社長　向井　均,長野県北安雲郡小谷村大字千国乙１２８５６－１２８　,長野県北安雲郡小谷村大字千国乙１２８５６－１２８,,,,,③ 乳類販売業,,,,0,0,,令和 3年 6月 1日,,,,,,,,,160,あるぷらす宅配センター,025,025-552-0874,,,,糸魚川市大字上刈６－２－５０,新潟県糸魚川市上刈６－２－５０,,87937,15,15216,上刈６,2021/06/01,,,,,有限会社　ダイニチ,,,長野県北安雲郡小谷村大字千国乙１２８５６－１２８,長野県北安曇郡小谷村千国乙１２８５６－１２８,,102803,長野県,北安曇郡小谷村,千国乙,,新規,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,あるぷらす宅配センタ025-552-08748793715216,5a3e1524-bf54-482f-9e0e-8b463776df53,有限会社ダイニチ102803,82096753-16a6-4e74-a9e7-199f2ebb1a6b,af44b386-4a15-4a2b-9396-ec2082d52492,2021/06/01,あるぷらす宅配センター,あるぷらす宅配センタ,有限会社ダイニチ
法人,新規,758,,（株）肉のたなべ  糸魚川店,糸魚川市上刈７－２－３７,糸魚川市上刈７－２－３７,,025-553-1303,,株式会社　肉のたなべ,代表取締役社長　田辺  勲,上越市春日山町１丁目７番８号,上越市春日山町１丁目７番８号,,025-524-0002,,,⑬ その他の食料・飲料販売業,,,3     ‐75  ,0,0,,令和 3年 10月 18日,,,,,,,,,160,（株）肉のたなべ  糸魚川店,025,025-553-1303,,,,糸魚川市上刈７－２－３７,新潟県糸魚川市上刈７－２－３７,,87938,15,15216,上刈７,2021/10/18,,,,,株式会社　肉のたなべ,,025-524-0002,上越市春日山町１丁目７番８号,新潟県上越市春日山町１丁目７番８号,,88845,新潟県,上越市,春日山町１,3     ‐75  ,新規,食料品販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,A,58,581,5811,株式会社肉のたなべ糸魚川店025-553-13038793815216,b2737ccb-bd16-49c8-95f8-b6f254c2ee8c,株式会社肉のたなべ88845,ce72fe08-1f85-468e-a3f4-9057d4153034,730887fc-cb56-46af-bf34-19722035c139,2021/10/18,株式会社肉のたなべ　糸魚川店,株式会社肉のたなべ糸魚川店,株式会社肉のたなべ
法人,継続,758,,（株）肉のたなべ  糸魚川店,糸魚川市上刈７－２－３７,糸魚川市上刈７－２－３７,,025-553-1303,,株式会社　肉のたなべ,代表取締役社長　田辺  勲,上越市春日山町１丁目７番８号,上越市春日山町１丁目７番８号,,025-524-0002,,,食肉販売業,,,1 - 74,0,0,2003年09月11日,2018年10月25日,2018年11月01日,2018年11月02日,2023年11月30日,,,,,,160,（株）肉のたなべ  糸魚川店,025,025-553-1303,,,,糸魚川市上刈７－２－３７,新潟県糸魚川市上刈７－２－３７,,87938,15,15216,上刈７,2018/10/25,2003/09/11,2018/11/02,,2023/11/30,株式会社　肉のたなべ,,025-524-0002,上越市春日山町１丁目７番８号,新潟県上越市春日山町１丁目７番８号,,88845,新潟県,上越市,春日山町１,1 - 74,継続,食肉販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,株式会社肉のたなべ糸魚川店025-553-13038793815216,b2737ccb-bd16-49c8-95f8-b6f254c2ee8c,株式会社肉のたなべ88845,ce72fe08-1f85-468e-a3f4-9057d4153034,eda60b39-cd96-4915-97e9-538389ab5a12,2018/11/02,株式会社肉のたなべ　糸魚川店,株式会社肉のたなべ糸魚川店,株式会社肉のたなべ
法人,継続,758,,（株）肉のたなべ  糸魚川店,糸魚川市上刈７－２－３７,糸魚川市上刈７－２－３７,,025-553-1303,,株式会社　肉のたなべ,代表取締役社長　田辺  勲,上越市春日山町１丁目７番８号,上越市春日山町１丁目７番８号,,025-524-0002,,,乳類販売業,,,1 - 83,0,0,1995年07月11日,2019年10月29日,2019年11月07日,2019年11月08日,2024年11月30日,,,,2021年05月31日,,160,（株）肉のたなべ  糸魚川店,025,025-553-1303,,,,糸魚川市上刈７－２－３７,新潟県糸魚川市上刈７－２－３７,,87938,15,15216,上刈７,2019/10/29,1995/07/11,2019/11/08,,2024/11/30,株式会社　肉のたなべ,,025-524-0002,上越市春日山町１丁目７番８号,新潟県上越市春日山町１丁目７番８号,,88845,新潟県,上越市,春日山町１,1 - 83,継続,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,株式会社肉のたなべ糸魚川店025-553-13038793815216,b2737ccb-bd16-49c8-95f8-b6f254c2ee8c,株式会社肉のたなべ88845,ce72fe08-1f85-468e-a3f4-9057d4153034,364baa36-e1e9-4b37-805b-2982558437db,2019/11/08,株式会社肉のたなべ　糸魚川店,株式会社肉のたなべ糸魚川店,株式会社肉のたなべ
法人,新規,765,,ナルス  能生町店,糸魚川市桜木１,糸魚川市桜木１,,025-566-5533,,株式会社　ナルス,代表取締役　森山　仁,上越市藤巻６番５０号,上越市藤巻６番５０号,,025-524-4121,,,⑪ 百貨店、総合スーパー,,冷凍食品、豆腐、乳類,3     ‐20  ,0,0,,令和 3年 6月 23日,,,,,,,,,160,ナルス  能生町店,025,025-566-5533,,,,糸魚川市桜木１,新潟県糸魚川市桜木１,,88074,15,15216,桜木,2021/06/23,,,,,株式会社　ナルス,,025-524-4121,上越市藤巻６番５０号,新潟県上越市藤巻６番５０号,,88780,新潟県,上越市,藤巻,3     ‐20  ,新規,百貨店、総合スーパー,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,56,561,5611,ナルス能生町店025-566-55338807415216,67ad9ab3-b1ab-41b6-baf7-cc78ad811ff9,株式会社ナルス88780,2587b1e2-55c2-478b-93bc-d5ab98d815ef,cad222a9-1124-4dde-961d-ee0bcb3cc3ef,2021/06/23,ナルス　能生町店,ナルス能生町店,株式会社ナルス
法人,新規,472,,（株）タナベ,糸魚川市大字大野９７８番地,糸魚川市大字大野９７８番地,,025-552-1601,,コカ・コーラボトラーズジャパン株式会社,代表取締役社長　カリン・ドラガン,東京都港区赤坂９丁目７番１号,東京都港区赤坂９丁目７番１号,,,,,⑤ コップ式自動販売機（自動洗浄・屋内設置）,,,,0,0,,令和 3年 6月 1日,,,,,,,,,160,（株）タナベ,025,025-552-1601,,,,糸魚川市大字大野９７８番地,新潟県糸魚川市大野９７８番地,,87945,15,15216,大野,2021/06/01,,,,,コカ・コーラボトラーズジャパン株式会社,,,東京都港区赤坂９丁目７番１号,東京都港区赤坂９丁目７番１号,,73054,東京都,港区,赤坂９,,新規,コップ式自動販売機,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,61,612,,株式会社タナベ025-552-16018794515216,f97d81bb-86a1-4cd2-8ed3-2f241f200a19,コカ・コーラボトラーズジャパン株式会社73054,2afb2422-3135-4e72-bdb0-b74328e61866,690976ff-57ca-48da-a23f-b81caf4dfb6d,2021/06/01,株式会社タナベ,株式会社タナベ,コカ・コーラボトラーズジャパン株式会社
